anime_id,studios
7384,"Studio Gokumi"
7386,"Toei Animation"
7387,"Production I.G"
7388,"David Production"
7391,Seven
7392,"TMS Entertainment"
7395,Actas
7396,Zexcs
7397,"TMS Entertainment"
7399,"Toei Animation"
7400,"Production I.G"
7402,"Nippon Animation"
7402,"Studio WHO"
7403,"Toei Animation"
7403,J.C.Staff
7405,Artland
7410,AIC
7411,"Studio Pierrot"
7411,Gallop
7413,"SILVER LINK."
7414,"Production I.G"
7415,Satelight
7415,ixtl
7416,"Studio Pierrot"
7417,"Kanaban Graphics"
7418,"Doga Kobo"
7419,"Studio Gokumi"
7420,Arms
7424,Nexus
7425,"Seven Arcs Pictures"
7426,MAPPA
7427,"Studio Pierrot"
7428,"Tatsunoko Production"
7429,Madhouse
7431,Charaction
7433,"Kyoto Animation"
7434,"Toei Animation"
7435,"Animation Staff Room"
7436,"AIC Frontier"
7437,"Toei Animation"
7438,DiomedÃ©a
7439,"Magic Bus"
7440,"Nippon Animation"
7441,"Nippon Animation"
7442,"Toei Animation"
7443,Seven
7444,T-Rex
7446,Gallop
7447,Gallop
7450,"Wit Studio"
7452,"AIC Classic"
7454,Bridge
7455,Sunrise
7456,Satelight
7457,"Production I.G"
7459,"Wit Studio"
7474,"Studio Pierrot"
7475,Sunrise
7476,Lerche
7482,8bit
7484,"AIC Classic"
7488,Gainax
7489,Gainax
7490,"Shin-Ei Animation"
7491,"Barnum Studio"
7491,"Project No.9"
7492,"Studio Ghibli"
7493,"Studio Ghibli"
7494,Sunrise
7495,OLM
7496,OLM
7499,"Studio Deen"
7501,"Studio Deen"
7502,"Shin-Ei Animation"
7503,Manglobe
7504,"Tatsunoko Production"
7506,"Toei Animation"
7508,"Studio Gokumi"
7509,SANZIGEN
7510,Gainax
7511,"SILVER LINK."
7517,Asread
7518,Trigger
7522,"CoMix Wave Films"
7548,"Brain's Base"
7549,Zexcs
7550,"Studio Pierrot"
7551,"Doga Kobo"
7552,"Production I.G"
7553,GoHands
7554,"Shogakukan Music & Digital Entertainment"
7555,"Kachidoki Studio"
7556,"Tatsunoko Production"
7558,PoRO
7559,"Production I.G"
7560,"A-1 Pictures"
7561,"Studio Deen"
7562,"Kyoto Animation"
7563,Charaction
7565,OLM
7567,Manglobe
7568,"TMS Entertainment"
7571,"TMS Entertainment"
7572,"TMS Entertainment"
7574,"Office Takeout"
7575,"Kazami Gakuen Koushiki Douga-bu"
7577,HOTZIPANG
7578,Shaft
7580,Xebec
7580,I.Gzwei
7581,LIDENFILMS
7585,"Daewon Media"
7590,"Shin-Ei Animation"
7591,OLM
7593,"CoMix Wave Films"
7594,Bouncy
7595,J.C.Staff
7598,Fanworks
7599,"W+K Tokyo"
7600,"Studio Fantasia"
7604,"Toei Animation"
7605,"Production I.G"
7606,"Production I.G"
7608,Sunrise
7609,"Digital Media Lab"
7610,"Tatsunoko Production"
7611,"TMS Entertainment"
7612,"TMS Entertainment"
7614,"TMS Entertainment"
7615,"Toei Animation"
7616,"Toei Animation"
7620,Lerche
7621,"Tatsunoko Production"
7621,"Dongwoo A&E"
7623,"Production I.G"
7625,Satelight
7626,J.C.Staff
7627,"Toei Animation"
7628,"Studio Deen"
7629,Sunrise
7631,"Studio 4Â°C"
7631,Shirogumi
7635,"Shin-Ei Animation"
7636,"Shin-Ei Animation"
7637,"Shin-Ei Animation"
7640,8bit
7641,Artland
7642,"Doga Kobo"
7643,"Kachidoki Studio"
7644,"Toei Animation"
7646,"Studio 9 MAiami"
7649,"Studio Pierrot"
7650,Ordet
7650,LIDENFILMS
7653,"Tatsunoko Production"
7655,Zexcs
7656,"Seven Arcs"
7657,"Toei Animation"
7659,"A-1 Pictures"
7667,"TMS Entertainment"
7668,"The Answer Studio"
7669,"Nippon Animation"
7674,"Studio Hibari"
7676,"Office Takeout"
7678,"Studio Comet"
7680,"Seven Arcs Pictures"
7681,Zexcs
7682,"Toei Animation"
7683,Satelight
7683,"A-1 Pictures"
7687,Schoolzone
7688,"SILVER LINK."
7689,J.C.Staff
7691,"A-1 Pictures"
7692,"Doga Kobo"
7693,"Toei Animation"
7694,"Studio Pierrot"
7697,"Nippon Animation"
7698,"Studio Pierrot"
7702,JCF
7703,"P.A. Works"
7704,Ordet
7704,"Encourage Films"
7705,"AIC PLUS+"
7706,J.C.Staff
7707,J.C.Staff
7708,AIC
7709,Sunrise
7712,"Studio Deen"
7718,Sunrise
7719,Sunrise
7720,Gonzo
7721,"Toei Animation"
7725,"Toei Animation"
7728,DLE
7729,Sunrise
7730,"Toei Animation"
7731,"Toei Animation"
7732,Manglobe
7733,Passione
7734,8bit
7735,feel.
7735,"Assez Finaud Fabric"
7737,Shaft
7738,Gonzo
7739,Arms
7742,"Studio Deen"
7742,"DAX Production"
7743,"DAX Production"
7743,"Studio Deen"
7744,"Project No.9"
7745,"Shin-Ei Animation"
7746,Gainax
7747,"Kyoto Animation"
7748,"Kyoto Animation"
7749,"Kyoto Animation"
7750,"Kyoto Animation"
7751,"Kyoto Animation"
7752,Gainax
7753,J.C.Staff
7754,J.C.Staff
7755,"Hoods Entertainment"
7755,"Felix Film"
7756,Gonzo
7759,Trigger
7760,Hotline
7761,"Tatsunoko Production"
7762,PoRO
7763,Trigger
7764,OLM
7765,feel.
7766,"Kyoto Animation"
7767,Nomad
7769,"Daewon Media"
7770,J.C.Staff
7771,MAPPA
7772,8bit
7774,"P.A. Works"
7776,OLM
7777,Gainax
7778,"Kaeruotoko Shokai"
7779,"Seven Arcs Pictures"
7789,"Toei Animation"
7798,A.C.G.T.
7799,DLE
7805,"Hoods Entertainment"
7806,"Studio Deen"
7807,"AIC Build"
7808,MooGoo
7809,"AIC Build"
7810,"Studio Deen"
7812,"Toei Animation"
7818,"SILVER LINK."
7819,OLM
7820,Seven
7821,DLE
7822,"A-1 Pictures"
7823,"A-1 Pictures"
7824,MAPPA
7827,"Shin-Ei Animation"
7830,"Kyoto Animation"
7832,"TMS Entertainment"
7833,"TMS Entertainment"
7834,Graphinica
7835,J.C.Staff
7839,"Production Reed"
7840,"Tatsunoko Production"
7841,Arms
7842,DLE
7843,Satelight
7844,8bit
7849,"SILVER LINK."
7849,Connect
7851,Sunrise
7870,Actas
7871,"The Answer Studio"
7873,"TMS Entertainment"
7874,"Kate Arrow"
7875,Stingray
7876,"Tokyo Movie Shinsha"
7878,DLE
7879,Satelight
7879,"A-1 Pictures"
7880,"Wit Studio"
7881,DiomedÃ©a
7882,"Studio PuYUKAI"
7883,Charaction
7885,"TMS Entertainment"
7886,"Brain's Base"
7889,Sunrise
7890,J.C.Staff
7894,"Production I.G"
7896,"Toei Animation"
7902,Nomad
7903,"Tatsunoko Production"
7904,"Tatsunoko Production"
7905,"Kyoto Animation"
7905,"Animation Do"
7907,LIDENFILMS
7907,Ordet
7911,"Production I.G"
7912,J.C.Staff
7922,"TMS Entertainment"
7923,J.C.Staff
7924,"Toei Animation"
7925,Actas
7926,Actas
7928,"Toei Animation"
7930,"Toei Animation"
7932,Xebec
7933,"Studio Deen"
7934,PoRO
7935,Seven
7936,"TMS Entertainment"
7938,"Kyoto Animation"
7939,Asread
7940,Trigger
7942,"Production I.G"
7942,Madhouse
7947,Xebec
7950,"Toei Animation"
7951,Gainax
7952,Madhouse
7954,"Brain's Base"
7955,Gathering
7956,Eiken
7957,"Hoods Entertainment"
7957,teamKG
7958,"Studio Deen"
7960,Gathering
7961,Sunrise
7963,"Studio Pierrot"
7966,"Toei Animation"
7972,"Studio Deen"
7973,"Studio 4Â°C"
7974,"Shin-Ei Animation"
7975,"Brain's Base"
7976,"SILVER LINK."
7977,"A-1 Pictures"
7978,Sunrise
7979,SANZIGEN
7980,Shaft
7982,Gonzo
7984,"The Answer Studio"
7985,"The Answer Studio"
7987,"Studio 4Â°C"
7990,Shirogumi
7991,"Production I.G"
7993,"Kyoto Animation"
7994,"Tatsunoko Production"
7994,Ordet
7995,"Kinema Citrus"
8000,"Studio Deen"
8000,Daume
8001,OLM
8001,Xebec
8006,"Tatsunoko Production"
8007,OLM
8008,PoRO
8010,"SILVER LINK."
8011,Sunrise
8012,"Production I.G"
8013,"TMS Entertainment"
8014,"Production Reed"
8015,"Toei Animation"
8017,Trigger
8020,8bit
8021,OLM
8022,"Production I.G"
8023,"Production IMS"
8024,ufotable
8026,DLE
8027,"Tatsunoko Production"
8031,"Production I.G"
8032,"Production I.G"
8033,"Production I.G"
8034,"AIC Frontier"
8036,"Production I.G"
8037,"Mirai Film"
8040,DiomedÃ©a
8046,"A-1 Pictures"
8047,Arms
8048,"Studio Deen"
8050,Sunrise
8053,"Wit Studio"
8055,OLM
8056,feel.
8057,DLE
8059,"Studio Deen"
8060,Sunrise
8063,SynergySP
8064,"A-1 Pictures"
8065,Manglobe
8066,"A-1 Pictures"
8067,feel.
8068,ILCA
8069,"Studio Moriken"
8070,Gonzo
8071,"Studio Ghibli"
8072,DiomedÃ©a
8073,LMD
8074,"TMS Entertainment"
8076,Eiken
8077,Satelight
8082,"TMS Entertainment"
8084,Trigger
8086,Sunrise
8088,"Toei Animation"
8089,"Studio Pierrot"
8096,"Shin-Ei Animation"
8097,DLE
8098,"Daewon Media"
8100,"TMS Entertainment"
8101,Eiken
8102,"Studio 1st"
8103,Sunrise
8105,"Studio Hibari"
8107,Eiken
8108,Sunrise
8110,SANZIGEN
8110,LIDENFILMS
8111,"Studio Comet"
8112,"Triangle Staff"
8117,"Shin-Ei Animation"
8118,Madhouse
8118,MAPPA
8119,"Kinema Citrus"
8120,"Production I.G"
8121,"Kyoto Animation"
8122,"Toei Animation"
8123,"Toei Animation"
8124,"Hoods Entertainment"
8127,J.C.Staff
8128,"Toei Animation"
8130,"Toei Animation"
8132,"Toei Animation"
8134,"Toei Animation"
8136,"Toei Animation"
8137,"Toei Animation"
8138,"Toei Animation"
8139,"Kinema Citrus"
8140,"Brain's Base"
8141,Madhouse
8142,"Toei Animation"
8143,"Polygon Pictures"
8147,"Toei Animation"
8148,"Studio Deen"
8149,Madhouse
8151,Sunrise
8152,"Studio Pierrot"
8154,"AIC PLUS+"
8155,OLM
8158,Bridge
8159,Seven
8161,"Studio Pierrot"
8162,"Studio Pierrot"
8164,Sunrise
8165,"Studio Pierrot"
8166,"Toei Animation"
8167,"Production I.G"
8168,"TMS Entertainment"
8173,"Mushi Production"
8175,Yaoyorozu
8181,"Brain's Base"
8182,"Nippon Animation"
8183,Madhouse
8184,"Encourage Films"
8186,Topcraft
8187,"Studio Pierrot"
8188,"Nippon Animation"
8190,"Mushi Production"
8191,Sunrise
8193,"Toei Animation"
8199,"Toei Animation"
8202,"Toei Animation"
8206,Eiken
8207,"A-1 Pictures"
8210,"Shin-Ei Animation"
8211,"Brain's Base"
8212,SANZIGEN
8212,LIDENFILMS
8213,J.C.Staff
8214,J.C.Staff
8215,8bit
8216,"Studio Deen"
8217,Arms
8218,Bones
8219,"Shin-Ei Animation"
8220,Eiken
8222,Eiken
8223,"Tatsunoko Production"
8225,SynergySP
8228,"Toei Animation"
8229,"Toei Animation"
8230,"TMS Entertainment"
8231,"Toei Animation"
8232,Eiken
8234,"Toei Animation"
8234,"Tatsunoko Production"
8235,"Toei Animation"
8236,"TMS Entertainment"
8238,"Toei Animation"
8239,Sunrise
8242,"Production I.G"
8242,Xebec
8242,OLM
8245,J.C.Staff
8247,"Shin-Ei Animation"
8248,AIC
8251,Madhouse
8252,"Toei Animation"
8253,"Shin-Ei Animation"
8254,feel.
8255,"Toei Animation"
8256,"Shin-Ei Animation"
8261,"Shin-Ei Animation"
8265,"Shin-Ei Animation"
8267,SANZIGEN
8267,LIDENFILMS
8268,"Opera House"
8269,Aubec
8270,Sunrise
8271,LIDENFILMS
8272,"P.A. Works"
8273,"Studio Deen"
8276,"Mushi Production"
8278,"Studio Pierrot"
8278,"Kyoto Animation"
8279,Shaft
8280,Madhouse
8281,"Wit Studio"
8282,"TMS Entertainment"
8283,"SILVER LINK."
8285,"Production IMS"
8286,"TMS Entertainment"
8288,Gaina
8289,MAPPA
8290,"David Production"
8291,"Nippon Animation"
8293,Bones
8294,"SILVER LINK."
8295,J.C.Staff
8297,"Telecom Animation Film"
8299,"Doga Kobo"
8300,Gonzo
8301,Asread
8302,Gainax
8303,"White Fox"
8304,"Doga Kobo"
8306,"Production I.G"
8307,"Tatsunoko Production"
8310,Bones
8311,Gonzo
8312,"Brain's Base"
8313,"Brain's Base"
8314,Sunrise
8315,"Studio Colorido"
8316,"Studio Colorido"
8317,NAZ
8319,DLE
8320,"Minakata Laboratory"
8321,"Pierrot Plus"
8324,"Toei Animation"
8326,OLM
8327,Sunrise
8328,Fanworks
8329,"Magic Bus"
8330,Bones
8331,Madhouse
8332,"Kinema Citrus"
8332,Orange
8334,Tecarat
8335,"Office Takeout"
8337,"Studio Deen"
8338,"WAO World"
8338,MooGoo
8339,Satelight
8340,GoHands
8341,PoRO
8342,Bones
8346,"Toei Animation"
8348,Sunrise
8349,"Studio 4Â°C"
8350,"David Production"
8351,"Studio Rikka"
8352,"A-1 Pictures"
8353,"Kyoto Animation"
8355,"Production I.G"
8355,Zexcs
8357,C2C
8358,DiomedÃ©a
8359,"Daewon Media"
8360,"White Fox"
8363,"Shin-Ei Animation"
8365,"Studio Colorido"
8366,"Toei Animation"
8367,"TYO Animations"
8368,"A-1 Pictures"
8369,Sunrise
8370,"Shin-Ei Animation"
8371,"Tatsunoko Production"
8373,DLE
8375,Arms
8376,"Toei Animation"
8377,"Daewon Media"
8379,"Studio Dadashow"
8381,"Toei Animation"
8382,C-Station
8384,"Tatsunoko Production"
8388,"Office Takeout"
8390,Seven
8392,Gathering
8393,"Studio Deen"
8394,Sunrise
8396,J.C.Staff
8397,"David Production"
8398,PoRO
8401,"P.A. Works"
8402,J.C.Staff
8404,Zexcs
8409,"Studio Gokumi"
8410,Satelight
8411,"Agent 21"
8412,"Studio Pierrot"
8413,"Tatsunoko Production"
8413,Ordet
8414,Bones
8415,MAPPA
8416,Arms
8417,Satelight
8418,"Kyoto Animation"
8419,Madhouse
8420,C2C
8420,Lay-duce
8421,"White Fox"
8428,"An DerCen"
8429,"AIC PLUS+"
8430,"Brain's Base"
8431,Artland
8434,"Production I.G"
8436,Xebec
8438,A.C.G.T.
8440,"Shin-Ei Animation"
8441,"Brain's Base"
8442,"Toei Animation"
8443,"A-1 Pictures"
8444,Lerche
8445,"TMS Entertainment"
8446,Gainax
8448,Arms
8449,"Nippon Animation"
8450,8bit
8451,Sunrise
8452,"A-1 Pictures"
8454,"Nippon Animation"
8455,"Asahi Production"
8455,"Rising Force"
8456,"Toei Animation"
8457,Shirogumi
8457,"Shin-Ei Animation"
8459,"A-1 Pictures"
8460,"Toei Animation"
8461,"Tatsunoko Production"
8461,SynergySP
8463,"Tatsunoko Production"
8467,"Shin-Ei Animation"
8468,"A-1 Pictures"
8469,"TYO Animations"
8470,Bones
8471,Manglobe
8472,DiomedÃ©a
8475,"Studio 9 MAiami"
8478,"Tatsunoko Production"
8479,J.C.Staff
8480,J.C.Staff
8481,J.C.Staff
8482,Shaft
8482,"Knack Productions"
8485,"Studio Ghibli"
8486,"A-1 Pictures"
8487,"Brain's Base"
8488,OLM
8489,OLM
8490,Satelight
8491,"Production I.G"
8492,"Production I.G"
8497,Shaft
8499,"Doga Kobo"
8500,Gallop
8501,"P.A. Works"
8502,"Kyoto Animation"
8503,Zexcs
8504,8bit
8505,Trigger
8506,"Production I.G"
8507,"SILVER LINK."
8508,Sunrise
8509,Bones
8510,"Project No.9"
8511,Madhouse
8512,OLM
8513,"Toei Animation"
8514,OLM
8515,"Tatsunoko Production"
8515,10Gauge
8517,"Kachidoki Studio"
8520,"TMS Entertainment"
8521,"TYO Animations"
8522,"Doga Kobo"
8523,"Toei Animation"
8524,"Circle Tribute"
8525,"Production I.G"
8525,M.S.C
8528,"Gakken Eigakyoku"
8531,"A-1 Pictures"
8532,J.C.Staff
8533,"Kyoto Animation"
8534,TNK
8535,J.C.Staff
8535,A.C.G.T.
8536,"Office Takeout"
8539,"Toei Animation"
8540,MAPPA
8541,feel.
8542,Yaoyorozu
8543,Sunrise
8544,Shaft
8546,Zexcs
8547,"TMS Entertainment"
8550,J.C.Staff
8551,"A-1 Pictures"
8552,"A-1 Pictures"
8554,Sunrise
8560,Artland
8575,"TMS Entertainment"
8577,"Kachidoki Studio"
8578,"Production I.G"
8581,"Production I.G"
8582,"Studio Egg"
8586,"A-1 Pictures"
8586,Bridge
8588,"Studio Pierrot"
8589,"Studio Pierrot"
8590,"Production IMS"
8594,"Doga Kobo"
8595,Jumondo
8597,Lay-duce
8598,"TMS Entertainment"
8599,"Studio Pierrot"
8600,Madhouse
8601,Sunrise
8602,J.C.Staff
8604,Seven
8605,"Production I.G"
8607,"Tatsunoko Production"
8608,"Studio 4Â°C"
8609,"A-1 Pictures"
8610,"Kyoto Animation"
8624,feel.
8625,Shirogumi
8626,"White Fox"
8628,"Tatsunoko Production"
8628,"Dongwoo A&E"
8631,Tri-Slash
8631,"Project No.9"
8633,"Studio Pierrot"
8634,"Mushi Production"
8635,"Toei Animation"
8638,"Kyoto Animation"
8638,"Animation Do"
8640,J.C.Staff
8641,"TMS Entertainment"
8643,"Studio Pierrot"
8645,ufotable
8646,"Toei Animation"
8647,"Studio Pierrot"
8648,"Toei Animation"
8649,"Toei Animation"
8650,"Toei Animation"
8651,MAPPA
8654,"Studio Ghibli"
8654,"Polygon Pictures"
8655,A.C.G.T.
8656,Graphinica
8657,"Cyclone Graphics"
8664,"Production I.G"
8666,DLE
8669,"Production I.G"
8669,Xebec
8670,Sunrise
8671,"Asahi Production"
8672,"Asahi Production"
8682,Egg
8699,"Studio Deen"
8700,SynergySP
8705,Madhouse
8706,ILCA
8707,DLE
8709,Gonzo
8719,"A-1 Pictures"
8720,"Kachidoki Studio"
8722,"Shin-Ei Animation"
8723,"Shin-Ei Animation"
8724,"Shin-Ei Animation"
8750,PoRO
8753,DiomedÃ©a
8754,DLE
8756,"Production I.G"
8758,"Sola Digital Arts"
8759,"Asahi Production"
8760,LIDENFILMS
8761,LIDENFILMS
8762,"Studio Comet"
8762,Zexcs
8763,"Toei Animation"
8764,"Toei Animation"
8767,"A-1 Pictures"
8767,TROYCA
8768,OLM
8769,Xebec
8769,OLM
8770,"Brain's Base"
8771,DLE
8773,J.C.Staff
8774,ufotable
8775,"Toei Animation"
8776,ChuChu
8777,"Kinema Citrus"
8780,"Toei Animation"
8781,Sunrise
8782,DLE
8783,"Toei Animation"
8784,"Toei Animation"
8785,"Asahi Production"
8786,"CoMix Wave Films"
8789,ufotable
8792,"Kyoto Animation"
8793,"SILVER LINK."
8794,TNK
8795,"Toei Animation"
8798,Sunrise
8800,"Telecom Animation Film"
8802,"Production IMS"
8804,"Shin-Ei Animation"
8805,"Shin-Ei Animation"
8806,"Toei Animation"
8807,"Toei Animation"
8808,Sunrise
8809,Sunrise
8810,"Shin-Ei Animation"
8811,"Shin-Ei Animation"
8814,"Mushi Production"
8816,"Toei Animation"
8817,"Toei Animation"
8818,"Toei Animation"
8819,"Toei Animation"
8821,Eiken
8822,Sunrise
8823,Khara
8824,"Studio Fantasia"
8827,"Studio Deen"
8838,Bones
8839,"P.A. Works"
8840,"Toei Animation"
8844,"Production I.G"
8845,PoRO
8846,OLM
8847,NAZ
8848,feel.
8851,Satelight
8851,C2C
8852,"Dongwoo A&E"
8852,"Tatsunoko Production"
8853,Actas
8855,Zexcs
8856,Manglobe
8857,"Studio Pierrot"
8859,OLM
8867,Shuka
8868,"Telecom Animation Film"
8869,"Studio 3Hz"
8870,DLE
8871,"TYO Animations"
8872,"Doga Kobo"
8873,"Studio Deen"
8873,"Studio Hibari"
8874,"Production IMS"
8875,"Kyoto Animation"
8876,"Studio Pierrot"
8878,Xebec
8879,"TMS Entertainment"
8880,Sunrise
8883,"Studio Gokumi"
8884,"A-1 Pictures"
8886,"A-1 Pictures"
8887,Manglobe
8887,"Geno Studio"
8888,"Tatsunoko Production"
8889,MAPPA
8890,"Studio Colorido"
8891,"Doga Kobo"
8892,"Telecom Animation Film"
8894,OLM
8895,"Toei Animation"
8896,Seven
8897,Passione
8898,MAPPA
8901,"A-1 Pictures"
8902,"Production I.G"
8903,"Studio Deen"
8904,Xebec
8905,Bones
8906,NAZ
8908,"Toei Animation"
8909,"Toei Animation"
8913,J.C.Staff
8914,Sunrise
8915,J.C.Staff
8918,Nomad
8919,J.C.Staff
8920,Yaoyorozu
8921,"Brain's Base"
8922,"Kyoto Animation"
8923,Shimogumi
8925,"Kyoto Animation"
8929,Ascension
8930,Lerche
8932,Manglobe
8934,Seven
8935,"A-1 Pictures"
8936,J.C.Staff
8937,J.C.Staff
8938,"A-1 Pictures"
8943,J.C.Staff
8945,Fanworks
8946,"Shin-Ei Animation"
8950,"Group TAC"
8951,Gathering
8952,Seven
8953,"Kachidoki Studio"
8955,"Toei Animation"
8956,SynergySP
8957,"Nippon Animation"
8958,"Nippon Animation"
8959,"Nippon Animation"
8960,"A-1 Pictures"
8962,Sunrise
8964,Trigger
8965,Gallop
8970,"TMS Entertainment"
8971,Xebec
8973,"SILVER LINK."
8980,"Toei Animation"
8982,"Shin-Ei Animation"
8987,"TYO Animations"
8990,Seven
8991,ufotable
8992,J.C.Staff
8993,J.C.Staff
8994,"Tatsunoko Production"
8995,"Toei Animation"
9002,"SILVER LINK."
9005,J.C.Staff
9007,TNK
9009,"Nippon Animation"
9010,"Nippon Animation"
9012,"A-1 Pictures"
9015,"Toei Animation"
9016,Sunrise
9017,Sunrise
9019,"Wit Studio"
9020,"Wit Studio"
9021,"Toei Animation"
9022,Gonzo
9023,"TMS Entertainment"
9025,"Toei Animation"
9027,Madhouse
9029,Gainax
9030,Shaft
9031,"Studio Pierrot"
9032,"Studio Pierrot"
9033,feel.
9034,OLM
9035,J.C.Staff
9036,DLE
9042,Gathering
9043,"Studio 4Â°C"
9047,DLE
9048,"Doga Kobo"
9049,"Doga Kobo"
9050,"Doga Kobo"
9051,"Studio 4Â°C"
9056,Xebec
9059,Sunrise
9060,J.C.Staff
9062,"Shochiku Animation Institute"
9063,"Shochiku Animation Institute"
9064,"Shin-Ei Animation"
9065,"Mook Animation"
9065,"Urban Product"
9068,"Production Reed"
9069,"Production I.G"
9070,Xebec
9071,LIDENFILMS
9072,"Studio Gokumi"
9074,"Office Takeout"
9076,"Brain's Base"
9077,"Shin-Ei Animation"
9078,J.C.Staff
9083,Echoes
9087,"A-1 Pictures"
9089,"Toei Animation"
9091,J.C.Staff
9094,Gainax
9095,"Iyasakadou Film"
9096,"SILVER LINK."
9097,"Fuji TV"
9098,Madhouse
9099,"Production I.G"
9100,J.C.Staff
9101,"TMS Entertainment"
9102,"Seven Arcs Pictures"
9103,Zexcs
9109,"Asahi Production"
9110,Shaft
9111,Bones
9112,"Production I.G"
9115,Bones
9116,"Studio Pierrot"
9119,Fanworks
9120,"TMS Entertainment"
9125,OLM
9129,"Shin-Ei Animation"
9130,Sunrise
9131,"Studio Pierrot"
9133,"Kachidoki Studio"
9134,"Toei Animation"
9135,"Production I.G"
9136,"Studio Deen"
9139,Bones
9143,"Hoods Entertainment"
9145,Satelight
9147,ufotable
9148,"Toei Animation"
9149,Sunrise
9150,"Studio Deen"
9150,"Wit Studio"
9151,Zexcs
9154,J.C.Staff
9155,"Brain's Base"
9156,"A-1 Pictures"
9161,OLM
9163,"Tatsunoko Production"
9164,Sunrise
9165,LIDENFILMS
9166,Shaft
9168,Shaft
9169,Seven
9170,"Nippon Animation"
9171,"Nippon Animation"
9172,"Production IMS"
9173,"Shin-Ei Animation"
9175,Xebec
9175,OLM
9176,"Toei Animation"
9177,"Nippon Animation"
9178,"Nippon Animation"
9180,Artland
9181,Arms
9182,"AIC PLUS+"
9183,Artland
9184,TNK
9185,"Production IMS"
9186,SANZIGEN
9186,LIDENFILMS
9187,Sunrise
9188,"SILVER LINK."
9191,DiomedÃ©a
9192,"Toei Animation"
9193,Lerche
9194,"Kachidoki Studio"
9195,"Kachidoki Studio"
9196,"SILVER LINK."
9196,Connect
9199,Sunrise
9200,"Nippon Animation"
9201,"Kachidoki Studio"
9202,Graphinica
9203,"Kachidoki Studio"
9204,"Kachidoki Studio"
9205,"Kachidoki Studio"
9206,"Kachidoki Studio"
9207,"Kachidoki Studio"
9208,Xebec
9210,"Brain's Base"
9212,Lerche
9213,Sunrise
9216,MMDGP
9217,Bridge
9220,"SILVER LINK."
9222,"Nippon Animation"
9222,Gallop
9226,DiomedÃ©a
9230,"Shin-Ei Animation"
9231,"Polygon Pictures"
9235,"Shin-Ei Animation"
9237,"Brain's Base"
9238,SANZIGEN
9239,SANZIGEN
9241,"Toei Animation"
9242,Seven
9245,"Brain's Base"
9246,"Studio Ghibli"
9247,DLE
9252,Madhouse
9254,Sunrise
9256,"SILVER LINK."
9257,"Studio Pierrot"
9258,"Kyoto Animation"
9259,"Production I.G"
9259,"animate Film"
9263,"Kinema Citrus"
9266,Sunrise
9267,"Office Takeout"
9268,"Toei Animation"
9273,"Nippon Animation"
9274,"Nippon Animation"
9275,"Nippon Animation"
9276,"Nippon Animation"
9277,"Studio Deen"
9278,"Nippon Animation"
9279,"Nippon Animation"
9280,"Nippon Animation"
9281,"Nippon Animation"
9282,"Nippon Animation"
9283,"Nippon Animation"
9287,"SILVER LINK."
9291,ufotable
9292,"A-1 Pictures"
9294,"CoMix Wave Films"
9296,"Seven Arcs Pictures"
9297,Trigger
9298,"Toei Animation"
9299,"TYO Animations"
9301,Manglobe
9302,"Toei Animation"
9303,C-Station
9305,"AIC ASTA"
9306,"AIC ASTA"
9307,Madhouse
9308,Madhouse
9308,MAPPA
9310,DiomedÃ©a
9311,TNK
9312,"Studio Ghibli"
9316,"Production I.G"
9318,Sunrise
9320,"Production I.G"
9320,Madhouse
9321,Seven
9323,OLM
9324,"Toei Animation"
9325,"Liberty Animation Studio"
9326,"Shin-Ei Animation"
9327,"Toei Animation"
9328,Shimogumi
9329,8bit
9330,Arms
9332,"Brain's Base"
9333,Seven
9334,Seven
9335,Madhouse
9338,Madhouse
9338,MAPPA
9340,"Steve N' Steven"
9341,"A-1 Pictures"
9342,"Studio Gokumi"
9344,ufotable
9345,"Tonko House"
9346,Satelight
9346,C2C
9350,NAZ
9353,"Production I.G"
9354,"Production I.G"
9355,"Toei Animation"
9358,"Polygon Pictures"
9359,"Polygon Pictures"
9360,"Polygon Pictures"
9361,"Polygon Pictures"
9363,"Polygon Pictures"
9367,Bones
9370,"Pierrot Plus"
9371,"Studio Deen"
9372,"Nippon Animation"
9374,"Office Takeout"
9375,"TMS Entertainment"
9376,"Toei Animation"
9377,Arms
9379,feel.
9380,"TYO Animations"
9381,Sunrise
9382,"Tatsunoko Production"
9383,"TMS Entertainment"
9384,"Wit Studio"
9385,"Wit Studio"
9386,"Studio Deen"
9387,OLM
9388,Karaku
9389,"Toei Animation"
9390,Satelight
9391,"P.A. Works"
9392,"SILVER LINK."
9392,Connect
9393,"Tatsunoko Production"
9394,"Pierrot Plus"
9395,Seven
9396,"Wit Studio"
9398,"Studio 4Â°C"
9399,Ordet
9399,"Studio Moriken"
9400,BreakBottle
9401,"A-1 Pictures"
9403,Madhouse
9404,"Shin-Ei Animation"
9405,Sunrise
9406,"A-1 Pictures"
9407,Lerche
9410,"A-1 Pictures"
9412,Trigger
9413,"RG Animation Studios"
9414,"RG Animation Studios"
9415,"RG Animation Studios"
9416,"RG Animation Studios"
9417,"RG Animation Studios"
9418,"RG Animation Studios"
9419,"RG Animation Studios"
9420,"RG Animation Studios"
9421,"RG Animation Studios"
9422,"RG Animation Studios"
9424,"RG Animation Studios"
9425,DLE
9426,Trigger
9428,"RG Animation Studios"
9429,"RG Animation Studios"
9430,"RG Animation Studios"
9431,"RG Animation Studios"
