anime_id,source_id,source
4346,1,Original
4347,1,Original
4348,8,Other
4349,2,Manga
4350,1,Original
4351,NULL,NULL
4352,1,Original
4353,8,Other
4354,7,Novel
4355,1,Original
4356,1,Original
4357,NULL,NULL
4358,1,Original
4359,NULL,NULL
4360,2,Manga
4361,2,Manga
4362,NULL,NULL
4363,2,Manga
4364,3,Lightnovel
4365,6,4-komamanga
4366,2,Manga
4367,NULL,NULL
4368,2,Manga
4369,4,Game
4370,3,Lightnovel
4371,3,Lightnovel
4372,3,Lightnovel
4373,NULL,NULL
4374,NULL,NULL
4375,1,Original
4376,1,Original
4377,2,Manga
4378,NULL,NULL
4379,NULL,NULL
4380,NULL,NULL
4381,7,Novel
4382,1,Original
4383,1,Original
4384,NULL,NULL
4385,NULL,NULL
4386,3,Lightnovel
4387,2,Manga
4388,NULL,NULL
4389,1,Original
4390,1,Original
4391,1,Original
4392,3,Lightnovel
4393,2,Manga
4394,6,4-komamanga
4395,2,Manga
4396,2,Manga
4397,2,Manga
4398,2,Manga
4399,2,Manga
4400,2,Manga
4401,2,Manga
4402,1,Original
4403,2,Manga
4404,NULL,NULL
4405,1,Original
4406,4,Game
4407,2,Manga
4408,5,Visualnovel
4409,NULL,NULL
4410,2,Manga
4411,2,Manga
4412,1,Original
4413,1,Original
4414,3,Lightnovel
4415,1,Original
4416,11,Music
4417,2,Manga
4418,2,Manga
4419,NULL,NULL
4420,3,Lightnovel
4421,2,Manga
4422,NULL,NULL
4423,2,Manga
4424,2,Manga
4425,2,Manga
4426,NULL,NULL
4427,2,Manga
4428,NULL,NULL
4429,5,Visualnovel
4430,2,Manga
4431,4,Game
4432,2,Manga
4433,2,Manga
4434,2,Manga
4435,2,Manga
4436,1,Original
4437,1,Original
4438,NULL,NULL
4439,5,Visualnovel
4440,2,Manga
4441,2,Manga
4442,6,4-komamanga
4443,1,Original
4444,9,Picturebook
4445,9,Picturebook
4446,NULL,NULL
4447,NULL,NULL
4448,2,Manga
4449,2,Manga
4450,NULL,NULL
4451,2,Manga
4452,1,Original
4453,NULL,NULL
4454,2,Manga
4455,2,Manga
4456,NULL,NULL
4457,2,Manga
4458,2,Manga
4459,NULL,NULL
4460,2,Manga
4461,2,Manga
4462,5,Visualnovel
4463,2,Manga
4464,NULL,NULL
4465,2,Manga
4466,2,Manga
4467,1,Original
4468,5,Visualnovel
4469,1,Original
4470,13,Book
4471,3,Lightnovel
4472,4,Game
4473,1,Original
4474,1,Original
4475,NULL,NULL
4476,1,Original
4477,6,4-komamanga
4478,2,Manga
4479,NULL,NULL
4480,7,Novel
4481,4,Game
4482,NULL,NULL
4483,NULL,NULL
4484,NULL,NULL
4485,1,Original
4486,2,Manga
4487,2,Manga
4488,5,Visualnovel
4489,3,Lightnovel
4490,1,Original
4491,2,Manga
4492,4,Game
4493,4,Game
4494,1,Original
4495,NULL,NULL
4496,NULL,NULL
4497,2,Manga
4498,2,Manga
4499,NULL,NULL
4500,2,Manga
4501,9,Picturebook
4502,2,Manga
4503,1,Original
4504,5,Visualnovel
4505,NULL,NULL
4506,2,Manga
4507,3,Lightnovel
4508,NULL,NULL
4509,1,Original
4510,1,Original
4511,2,Manga
4512,NULL,NULL
4513,2,Manga
4514,7,Novel
4515,5,Visualnovel
4516,NULL,NULL
4517,NULL,NULL
4518,NULL,NULL
4519,NULL,NULL
4520,NULL,NULL
4521,1,Original
4522,5,Visualnovel
4523,NULL,NULL
4524,NULL,NULL
4525,6,4-komamanga
4526,1,Original
4527,NULL,NULL
4528,NULL,NULL
4529,NULL,NULL
4530,NULL,NULL
4531,NULL,NULL
4532,NULL,NULL
4533,NULL,NULL
4534,NULL,NULL
4535,4,Game
4536,2,Manga
4537,NULL,NULL
4538,2,Manga
4539,1,Original
4540,5,Visualnovel
4541,3,Lightnovel
4542,1,Original
4543,3,Lightnovel
4544,2,Manga
4545,8,Other
4546,3,Lightnovel
4547,NULL,NULL
4548,NULL,NULL
4549,NULL,NULL
4550,NULL,NULL
4551,2,Manga
4552,NULL,NULL
4553,2,Manga
4554,2,Manga
4555,2,Manga
4556,5,Visualnovel
4557,NULL,NULL
4558,1,Original
4559,7,Novel
4560,2,Manga
4561,2,Manga
4562,2,Manga
4563,3,Lightnovel
4564,5,Visualnovel
4565,1,Original
4566,5,Visualnovel
4567,2,Manga
4568,NULL,NULL
4569,1,Original
4570,NULL,NULL
4571,NULL,NULL
4572,2,Manga
4573,2,Manga
4574,2,Manga
4575,1,Original
4576,1,Original
4577,2,Manga
4578,4,Game
4579,1,Original
4580,1,Original
4581,2,Manga
4582,NULL,NULL
4583,5,Visualnovel
4584,1,Original
4585,3,Lightnovel
4586,1,Original
4587,2,Manga
4588,2,Manga
4589,2,Manga
4590,2,Manga
4591,5,Visualnovel
4592,14,Cardgame
4593,1,Original
4594,1,Original
4595,NULL,NULL
4596,2,Manga
4597,1,Original
4598,2,Manga
4599,2,Manga
4600,NULL,NULL
4601,1,Original
4602,2,Manga
4603,2,Manga
4604,1,Original
4605,5,Visualnovel
4606,2,Manga
4607,NULL,NULL
4608,NULL,NULL
4609,1,Original
4610,NULL,NULL
4611,NULL,NULL
4612,NULL,NULL
4613,3,Lightnovel
4614,11,Music
4615,NULL,NULL
4616,NULL,NULL
4617,2,Manga
4618,NULL,NULL
4619,2,Manga
4620,NULL,NULL
4621,2,Manga
4622,NULL,NULL
4623,NULL,NULL
4624,8,Other
4625,NULL,NULL
4626,8,Other
4627,NULL,NULL
4628,NULL,NULL
4629,NULL,NULL
4630,1,Original
4631,1,Original
4632,NULL,NULL
4633,5,Visualnovel
4634,NULL,NULL
4635,1,Original
4636,1,Original
4637,1,Original
4638,1,Original
4639,2,Manga
4640,NULL,NULL
4641,4,Game
4642,7,Novel
4643,5,Visualnovel
4644,1,Original
4645,NULL,NULL
4646,2,Manga
4647,NULL,NULL
4648,2,Manga
4649,3,Lightnovel
4650,1,Original
4651,2,Manga
4652,NULL,NULL
4653,1,Original
4654,4,Game
4655,2,Manga
4656,NULL,NULL
4657,2,Manga
4658,NULL,NULL
4659,5,Visualnovel
4660,2,Manga
4661,NULL,NULL
4662,3,Lightnovel
4663,2,Manga
4664,NULL,NULL
4665,NULL,NULL
4666,2,Manga
4667,1,Original
4668,2,Manga
4669,3,Lightnovel
4670,6,4-komamanga
4671,NULL,NULL
4672,2,Manga
4673,NULL,NULL
4674,8,Other
4675,4,Game
4676,5,Visualnovel
4677,1,Original
4678,1,Original
4679,6,4-komamanga
4680,2,Manga
4681,2,Manga
4682,1,Original
4683,2,Manga
4684,1,Original
4685,NULL,NULL
4686,NULL,NULL
4687,13,Book
4688,NULL,NULL
4689,NULL,NULL
4690,1,Original
4691,1,Original
4692,3,Lightnovel
4693,1,Original
4694,5,Visualnovel
4695,1,Original
4696,5,Visualnovel
4697,2,Manga
4698,NULL,NULL
4699,NULL,NULL
4700,5,Visualnovel
4701,1,Original
4702,5,Visualnovel
4703,5,Visualnovel
4704,NULL,NULL
4705,5,Visualnovel
4706,NULL,NULL
4707,13,Book
4708,2,Manga
4709,8,Other
4710,NULL,NULL
4711,2,Manga
4712,2,Manga
4713,2,Manga
4714,NULL,NULL
4715,2,Manga
4716,1,Original
4717,1,Original
4718,2,Manga
4719,NULL,NULL
4720,NULL,NULL
4721,NULL,NULL
4722,8,Other
4723,2,Manga
4724,2,Manga
4725,2,Manga
4726,7,Novel
4727,4,Game
4728,NULL,NULL
4729,3,Lightnovel
4730,2,Manga
4731,3,Lightnovel
4732,NULL,NULL
4733,3,Lightnovel
4734,NULL,NULL
4735,NULL,NULL
4736,NULL,NULL
4737,NULL,NULL
4738,1,Original
4739,1,Original
4740,NULL,NULL
4741,2,Manga
4742,3,Lightnovel
4743,7,Novel
4744,11,Music
4745,NULL,NULL
4746,5,Visualnovel
4747,1,Original
4748,3,Lightnovel
4749,NULL,NULL
4750,2,Manga
4751,2,Manga
4752,1,Original
4753,2,Manga
4754,NULL,NULL
4755,NULL,NULL
4756,NULL,NULL
4757,1,Original
4758,1,Original
4759,2,Manga
4760,NULL,NULL
4761,8,Other
4762,NULL,NULL
4763,1,Original
4764,1,Original
4765,1,Original
4766,1,Original
4767,1,Original
4768,1,Original
4769,1,Original
4770,1,Original
4771,1,Original
4772,1,Original
4773,1,Original
4774,1,Original
4775,1,Original
4776,1,Original
4777,1,Original
4778,1,Original
4779,1,Original
4780,1,Original
4781,13,Book
4782,1,Original
4783,1,Original
4784,2,Manga
4785,1,Original
4786,1,Original
4787,7,Novel
4788,NULL,NULL
4789,1,Original
4790,1,Original
4791,6,4-komamanga
4792,NULL,NULL
4793,4,Game
4794,2,Manga
4795,2,Manga
4796,8,Other
4797,4,Game
4798,NULL,NULL
4799,2,Manga
4800,2,Manga
4801,4,Game
4802,3,Lightnovel
4803,2,Manga
4804,NULL,NULL
4805,2,Manga
4806,5,Visualnovel
4807,5,Visualnovel
4808,5,Visualnovel
4809,5,Visualnovel
4810,2,Manga
4811,8,Other
4812,4,Game
4813,14,Cardgame
4814,7,Novel
4815,NULL,NULL
4816,2,Manga
4817,NULL,NULL
4818,2,Manga
4819,NULL,NULL
4820,8,Other
4821,8,Other
4822,8,Other
4823,5,Visualnovel
4824,1,Original
4825,NULL,NULL
4826,6,4-komamanga
4827,NULL,NULL
4828,7,Novel
4829,1,Original
4830,2,Manga
4831,NULL,NULL
4832,2,Manga
4833,2,Manga
4834,NULL,NULL
4835,3,Lightnovel
4836,1,Original
4837,2,Manga
4838,1,Original
4839,3,Lightnovel
4840,6,4-komamanga
4841,2,Manga
4842,6,4-komamanga
4843,2,Manga
4844,NULL,NULL
4845,NULL,NULL
4846,2,Manga
4847,1,Original
4848,1,Original
4849,1,Original
4850,NULL,NULL
4851,5,Visualnovel
4852,9,Picturebook
4853,2,Manga
4854,6,4-komamanga
4855,13,Book
4856,5,Visualnovel
4857,2,Manga
4858,2,Manga
4859,NULL,NULL
4860,NULL,NULL
4861,1,Original
4862,1,Original
4863,NULL,NULL
4864,NULL,NULL
4865,2,Manga
4866,4,Game
4867,1,Original
4868,1,Original
4869,1,Original
4870,1,Original
4871,1,Original
4872,1,Original
4873,1,Original
4874,1,Original
4875,1,Original
4876,1,Original
4877,1,Original
4878,NULL,NULL
4879,1,Original
4880,2,Manga
4881,2,Manga
4882,NULL,NULL
4883,NULL,NULL
4884,NULL,NULL
4885,5,Visualnovel
4886,2,Manga
4887,2,Manga
4888,8,Other
4889,1,Original
4890,6,4-komamanga
4891,2,Manga
4892,1,Original
4893,5,Visualnovel
4894,4,Game
4895,2,Manga
4896,3,Lightnovel
4897,3,Lightnovel
4898,1,Original
4899,NULL,NULL
4900,1,Original
4901,1,Original
4902,2,Manga
4903,NULL,NULL
4904,2,Manga
4905,7,Novel
4906,NULL,NULL
4907,NULL,NULL
4908,1,Original
4909,1,Original
4910,2,Manga
4911,NULL,NULL
4912,1,Original
4913,3,Lightnovel
4914,1,Original
4915,NULL,NULL
4916,2,Manga
4917,NULL,NULL
4918,2,Manga
4919,2,Manga
4920,2,Manga
4921,NULL,NULL
4922,NULL,NULL
4923,8,Other
4924,8,Other
4925,1,Original
4926,NULL,NULL
4927,NULL,NULL
4928,13,Book
4929,2,Manga
4930,1,Original
4931,5,Visualnovel
4932,8,Other
4933,NULL,NULL
4934,7,Novel
4935,8,Other
4936,NULL,NULL
4937,1,Original
4938,NULL,NULL
4939,NULL,NULL
4940,NULL,NULL
4941,NULL,NULL
4942,NULL,NULL
4943,1,Original
4944,1,Original
4945,13,Book
4946,5,Visualnovel
4947,1,Original
4948,1,Original
4949,1,Original
4950,1,Original
4951,1,Original
4952,5,Visualnovel
4953,1,Original
4954,5,Visualnovel
4955,5,Visualnovel
4956,5,Visualnovel
4957,NULL,NULL
4958,1,Original
4959,2,Manga
4960,2,Manga
4961,NULL,NULL
4962,NULL,NULL
4963,NULL,NULL
4964,1,Original
4965,1,Original
4966,NULL,NULL
4967,NULL,NULL
4968,NULL,NULL
4969,2,Manga
4970,7,Novel
4971,3,Lightnovel
4972,NULL,NULL
4973,2,Manga
4974,NULL,NULL
4975,NULL,NULL
4976,NULL,NULL
4977,1,Original
4978,NULL,NULL
4979,10,Webmanga
4980,1,Original
4981,NULL,NULL
4982,1,Original
4983,NULL,NULL
4984,4,Game
4985,NULL,NULL
4986,1,Original
4987,NULL,NULL
4988,3,Lightnovel
4989,NULL,NULL
4990,8,Other
4991,NULL,NULL
4992,5,Visualnovel
4993,NULL,NULL
4994,NULL,NULL
4995,5,Visualnovel
4996,NULL,NULL
4997,NULL,NULL
4998,NULL,NULL
4999,NULL,NULL
5000,1,Original
5001,NULL,NULL
5002,NULL,NULL
5003,4,Game
5004,4,Game
5005,1,Original
5006,1,Original
5007,NULL,NULL
5008,NULL,NULL
5009,NULL,NULL
5010,NULL,NULL
5011,8,Other
5012,1,Original
5013,5,Visualnovel
5014,5,Visualnovel
5015,5,Visualnovel
5016,NULL,NULL
5017,NULL,NULL
5018,14,Cardgame
5019,1,Original
5020,NULL,NULL
5021,5,Visualnovel
5022,NULL,NULL
5023,2,Manga
5024,NULL,NULL
5025,1,Original
5026,2,Manga
5027,8,Other
5028,2,Manga
5029,NULL,NULL
5030,8,Other
5031,1,Original
5032,4,Game
5033,8,Other
5034,8,Other
5035,7,Novel
5036,8,Other
5037,1,Original
5038,1,Original
5039,1,Original
5040,1,Original
5041,NULL,NULL
5042,NULL,NULL
5043,NULL,NULL
5044,1,Original
5045,1,Original
5046,NULL,NULL
5047,8,Other
5048,1,Original
5049,4,Game
5050,1,Original
5051,1,Original
5052,1,Original
5053,1,Original
5054,1,Original
5055,1,Original
5056,1,Original
5057,1,Original
5058,2,Manga
5059,NULL,NULL
5060,4,Game
5061,NULL,NULL
5062,1,Original
5063,5,Visualnovel
5064,6,4-komamanga
5065,NULL,NULL
5066,NULL,NULL
5067,5,Visualnovel
5068,1,Original
5069,2,Manga
5070,1,Original
5071,2,Manga
5072,2,Manga
5073,5,Visualnovel
5074,5,Visualnovel
5075,5,Visualnovel
5076,2,Manga
5077,3,Lightnovel
5078,6,4-komamanga
5079,2,Manga
5080,2,Manga
5081,3,Lightnovel
5082,2,Manga
5083,7,Novel
5084,NULL,NULL
5085,NULL,NULL
5086,8,Other
5087,1,Original
5088,5,Visualnovel
5089,1,Original
5090,1,Original
5091,2,Manga
5092,13,Book
5093,NULL,NULL
5094,2,Manga
5095,2,Manga
5096,NULL,NULL
5097,NULL,NULL
5098,7,Novel
5099,1,Original
5100,1,Original
5101,1,Original
5102,2,Manga
5103,7,Novel
5104,1,Original
5105,2,Manga
5106,NULL,NULL
5107,2,Manga
5108,7,Novel
5109,7,Novel
5110,2,Manga
5111,2,Manga
5112,NULL,NULL
5113,3,Lightnovel
5114,2,Manga
5115,1,Original
5116,NULL,NULL
5117,5,Visualnovel
5118,4,Game
5119,NULL,NULL
5120,NULL,NULL
5121,NULL,NULL
5122,5,Visualnovel
5123,5,Visualnovel
5124,NULL,NULL
5125,7,Novel
5126,5,Visualnovel
5127,8,Other
5128,NULL,NULL
5129,1,Original
5130,2,Manga
5131,NULL,NULL
5132,9,Picturebook
5133,2,Manga
5134,2,Manga
5135,NULL,NULL
5136,1,Original
5137,5,Visualnovel
5138,8,Other
5139,NULL,NULL
5140,NULL,NULL
5141,5,Visualnovel
5142,NULL,NULL
5143,NULL,NULL
5144,8,Other
5145,2,Manga
5146,2,Manga
5147,2,Manga
5148,1,Original
5149,3,Lightnovel
5150,1,Original
5151,NULL,NULL
5152,5,Visualnovel
5153,NULL,NULL
5154,NULL,NULL
5155,NULL,NULL
5156,3,Lightnovel
5157,7,Novel
5158,13,Book
5159,6,4-komamanga
5160,2,Manga
5161,NULL,NULL
5162,3,Lightnovel
5163,NULL,NULL
5164,NULL,NULL
5165,1,Original
5166,1,Original
5167,1,Original
5168,2,Manga
5169,6,4-komamanga
5170,2,Manga
5171,NULL,NULL
5172,1,Original
5173,1,Original
5174,NULL,NULL
5175,1,Original
5176,NULL,NULL
5177,2,Manga
5178,NULL,NULL
5179,NULL,NULL
5180,NULL,NULL
5181,2,Manga
5182,3,Lightnovel
5183,NULL,NULL
5184,13,Book
5185,13,Book
5186,NULL,NULL
5187,1,Original
5188,NULL,NULL
5189,6,4-komamanga
5190,7,Novel
5191,NULL,NULL
5192,NULL,NULL
5193,4,Game
5194,NULL,NULL
5195,NULL,NULL
5196,NULL,NULL
5197,NULL,NULL
5198,NULL,NULL
5199,NULL,NULL
5200,5,Visualnovel
5201,2,Manga
5202,NULL,NULL
5203,NULL,NULL
5204,NULL,NULL
5205,1,Original
5206,NULL,NULL
5207,1,Original
5208,1,Original
5209,2,Manga
5210,1,Original
5211,4,Game
5212,2,Manga
5213,5,Visualnovel
5214,6,4-komamanga
5215,NULL,NULL
5216,5,Visualnovel
5217,1,Original
5218,2,Manga
5219,2,Manga
5220,1,Original
5221,2,Manga
5222,2,Manga
5223,3,Lightnovel
5224,1,Original
5225,NULL,NULL
5226,3,Lightnovel
5227,NULL,NULL
5228,2,Manga
5229,1,Original
5230,7,Novel
5231,2,Manga
5232,NULL,NULL
5233,NULL,NULL
5234,5,Visualnovel
5235,5,Visualnovel
5236,1,Original
5237,1,Original
5238,2,Manga
5239,2,Manga
5240,1,Original
5241,1,Original
5242,1,Original
5243,2,Manga
5244,NULL,NULL
5245,NULL,NULL
5246,NULL,NULL
5247,7,Novel
5248,NULL,NULL
5249,NULL,NULL
5250,NULL,NULL
5251,NULL,NULL
5252,NULL,NULL
5253,NULL,NULL
5254,NULL,NULL
5255,NULL,NULL
5256,NULL,NULL
5257,2,Manga
5258,NULL,NULL
5259,NULL,NULL
5260,2,Manga
5261,2,Manga
5262,13,Book
5263,2,Manga
5264,NULL,NULL
5265,NULL,NULL
5266,2,Manga
5267,NULL,NULL
5268,NULL,NULL
5269,NULL,NULL
5270,1,Original
5271,1,Original
5272,2,Manga
5273,13,Book
5274,13,Book
5275,2,Manga
5276,1,Original
5277,2,Manga
5278,1,Original
5279,NULL,NULL
5280,4,Game
5281,NULL,NULL
5282,2,Manga
5283,NULL,NULL
5284,7,Novel
5285,1,Original
5286,2,Manga
5287,1,Original
5288,NULL,NULL
5289,NULL,NULL
5290,NULL,NULL
5291,NULL,NULL
5292,2,Manga
5293,NULL,NULL
5294,1,Original
5295,NULL,NULL
5296,NULL,NULL
5297,13,Book
5298,13,Book
5299,NULL,NULL
5300,NULL,NULL
5301,8,Other
5302,NULL,NULL
5303,2,Manga
5304,2,Manga
5305,2,Manga
5306,2,Manga
5307,1,Original
5308,1,Original
5309,1,Original
5310,1,Original
5311,5,Visualnovel
5312,3,Lightnovel
5313,4,Game
5314,8,Other
5315,1,Original
5316,1,Original
5317,5,Visualnovel
5318,2,Manga
5319,5,Visualnovel
5320,5,Visualnovel
5321,5,Visualnovel
5322,1,Original
5323,3,Lightnovel
5324,NULL,NULL
5325,2,Manga
5326,2,Manga
5327,11,Music
5328,NULL,NULL
5329,2,Manga
5330,2,Manga
5331,2,Manga
5332,NULL,NULL
5333,NULL,NULL
5334,1,Original
5335,9,Picturebook
5336,1,Original
5337,2,Manga
5338,NULL,NULL
5339,NULL,NULL
5340,1,Original
5341,10,Webmanga
5342,1,Original
5343,NULL,NULL
5344,1,Original
5345,6,4-komamanga
5346,2,Manga
5347,2,Manga
5348,2,Manga
5349,2,Manga
5350,2,Manga
5351,2,Manga
5352,2,Manga
5353,2,Manga
5354,2,Manga
5355,2,Manga
5356,2,Manga
5357,NULL,NULL
5358,NULL,NULL
5359,NULL,NULL
5360,2,Manga
5361,6,4-komamanga
5362,2,Manga
5363,3,Lightnovel
5364,1,Original
5365,2,Manga
5366,2,Manga
5367,6,4-komamanga
5368,NULL,NULL
5369,2,Manga
5370,2,Manga
5371,3,Lightnovel
5372,3,Lightnovel
5373,2,Manga
5374,NULL,NULL
5375,NULL,NULL
5376,4,Game
5377,2,Manga
5378,2,Manga
5379,1,Original
5380,NULL,NULL
5381,5,Visualnovel
5382,7,Novel
5383,NULL,NULL
5384,8,Other
5385,2,Manga
5386,2,Manga
5387,NULL,NULL
5388,NULL,NULL
5389,NULL,NULL
5390,2,Manga
5391,2,Manga
5392,NULL,NULL
5393,10,Webmanga
5394,3,Lightnovel
5395,NULL,NULL
5396,1,Original
5397,1,Original
5398,1,Original
5399,NULL,NULL
5400,NULL,NULL
5401,9,Picturebook
5402,NULL,NULL
5403,2,Manga
5404,2,Manga
5405,NULL,NULL
5406,NULL,NULL
5407,NULL,NULL
5408,2,Manga
5409,3,Lightnovel
5410,1,Original
5411,NULL,NULL
5412,NULL,NULL
5413,NULL,NULL
5414,NULL,NULL
5415,NULL,NULL
5416,2,Manga
5417,NULL,NULL
5418,2,Manga
5419,1,Original
5420,5,Visualnovel
5421,2,Manga
5422,8,Other
5423,2,Manga
5424,2,Manga
5425,2,Manga
5426,2,Manga
5427,2,Manga
5428,2,Manga
5429,NULL,NULL
5430,7,Novel
5431,2,Manga
5432,2,Manga
5433,1,Original
5434,1,Original
5435,NULL,NULL
5436,NULL,NULL
5437,2,Manga
5438,NULL,NULL
5439,NULL,NULL
5440,13,Book
5441,NULL,NULL
5442,1,Original
5443,1,Original
5444,2,Manga
5445,3,Lightnovel
5446,1,Original
5447,11,Music
5448,1,Original
5449,3,Lightnovel
5450,NULL,NULL
5451,1,Original
5452,2,Manga
5453,5,Visualnovel
5454,2,Manga
5455,8,Other
5456,11,Music
5457,11,Music
5458,1,Original
5459,2,Manga
5460,2,Manga
5461,1,Original
5462,5,Visualnovel
5463,5,Visualnovel
5464,5,Visualnovel
5465,1,Original
5466,1,Original
5467,11,Music
5468,1,Original
5469,4,Game
5470,NULL,NULL
5471,1,Original
5472,NULL,NULL
5473,1,Original
5474,NULL,NULL
5475,1,Original
5476,6,4-komamanga
5477,5,Visualnovel
5478,NULL,NULL
5479,NULL,NULL
5480,1,Original
5481,1,Original
5482,1,Original
5483,NULL,NULL
5484,1,Original
5485,2,Manga
5486,1,Original
5487,1,Original
5488,1,Original
5489,NULL,NULL
5490,1,Original
5491,5,Visualnovel
5492,1,Original
5493,NULL,NULL
5494,NULL,NULL
5495,1,Original
5496,NULL,NULL
5497,1,Original
5498,1,Original
5499,1,Original
5500,11,Music
5501,1,Original
5502,NULL,NULL
5503,1,Original
5504,2,Manga
5505,1,Original
5506,1,Original
5507,1,Original
5508,1,Original
5509,8,Other
5510,1,Original
5511,2,Manga
5512,NULL,NULL
5513,1,Original
5514,NULL,NULL
5515,11,Music
5516,1,Original
5517,8,Other
5518,NULL,NULL
5519,2,Manga
5520,2,Manga
5521,2,Manga
5522,2,Manga
5523,NULL,NULL
5524,2,Manga
5525,3,Lightnovel
5526,1,Original
5527,1,Original
5528,8,Other
5529,NULL,NULL
5530,11,Music
5531,1,Original
5532,7,Novel
5533,NULL,NULL
5534,8,Other
5535,1,Original
5536,1,Original
5537,1,Original
5538,1,Original
5539,1,Original
5540,6,4-komamanga
5541,6,4-komamanga
5542,5,Visualnovel
5543,NULL,NULL
5544,1,Original
5545,3,Lightnovel
5546,2,Manga
5547,2,Manga
5548,NULL,NULL
5549,1,Original
5550,2,Manga
5551,5,Visualnovel
5552,4,Game
5553,2,Manga
5554,NULL,NULL
5555,NULL,NULL
5556,1,Original
5557,3,Lightnovel
5558,NULL,NULL
5559,NULL,NULL
5560,2,Manga
5561,NULL,NULL
5562,NULL,NULL
5563,1,Original
5564,NULL,NULL
5565,4,Game
5566,4,Game
5567,4,Game
5568,3,Lightnovel
5569,3,Lightnovel
5570,5,Visualnovel
5571,NULL,NULL
5572,NULL,NULL
5573,NULL,NULL
5574,NULL,NULL
5575,NULL,NULL
5576,1,Original
5577,NULL,NULL
5578,NULL,NULL
5579,3,Lightnovel
5580,2,Manga
5581,NULL,NULL
5582,7,Novel
5583,6,4-komamanga
5584,2,Manga
5585,2,Manga
5586,NULL,NULL
5587,NULL,NULL
5588,1,Original
5589,NULL,NULL
5590,4,Game
5591,6,4-komamanga
5592,8,Other
5593,NULL,NULL
5594,NULL,NULL
5595,NULL,NULL
5596,NULL,NULL
5597,NULL,NULL
5598,1,Original
5599,7,Novel
5600,8,Other
5601,5,Visualnovel
5602,2,Manga
5603,4,Game
5604,NULL,NULL
5605,3,Lightnovel
5606,NULL,NULL
5607,1,Original
5608,5,Visualnovel
5609,5,Visualnovel
5610,NULL,NULL
5611,1,Original
5612,5,Visualnovel
5613,2,Manga
5614,1,Original
5615,NULL,NULL
5616,NULL,NULL
5617,2,Manga
5618,NULL,NULL
5619,NULL,NULL
5620,NULL,NULL
5621,3,Lightnovel
5622,NULL,NULL
5623,NULL,NULL
5624,2,Manga
5625,NULL,NULL
5626,1,Original
5627,1,Original
5628,NULL,NULL
5629,1,Original
5630,2,Manga
5631,5,Visualnovel
5632,9,Picturebook
5633,2,Manga
5634,NULL,NULL
5635,NULL,NULL
5636,NULL,NULL
5637,2,Manga
5638,5,Visualnovel
5639,7,Novel
5640,NULL,NULL
5641,4,Game
5642,2,Manga
5643,4,Game
5644,5,Visualnovel
5645,NULL,NULL
5646,2,Manga
5647,1,Original
5648,2,Manga
5649,NULL,NULL
5650,2,Manga
5651,2,Manga
5652,2,Manga
5653,3,Lightnovel
5654,2,Manga
5655,NULL,NULL
5656,NULL,NULL
5657,NULL,NULL
5658,NULL,NULL
5659,NULL,NULL
5660,1,Original
5661,NULL,NULL
5662,NULL,NULL
5663,2,Manga
5664,2,Manga
5665,8,Other
5666,2,Manga
5667,2,Manga
5668,1,Original
5669,9,Picturebook
5670,2,Manga
5671,1,Original
5672,2,Manga
5673,1,Original
5674,1,Original
5675,NULL,NULL
5676,NULL,NULL
5677,2,Manga
5678,2,Manga
5679,4,Game
5680,2,Manga
5681,2,Manga
5682,2,Manga
5683,2,Manga
5684,5,Visualnovel
5685,NULL,NULL
5686,2,Manga
5687,3,Lightnovel
5688,NULL,NULL
5689,NULL,NULL
5690,NULL,NULL
5691,1,Original
5692,NULL,NULL
5693,5,Visualnovel
5694,1,Original
5695,1,Original
5696,NULL,NULL
5697,NULL,NULL
5698,NULL,NULL
5699,NULL,NULL
5700,NULL,NULL
5701,5,Visualnovel
5702,5,Visualnovel
5703,5,Visualnovel
5704,5,Visualnovel
5705,5,Visualnovel
5706,1,Original
5707,NULL,NULL
5708,NULL,NULL
5709,1,Original
5710,2,Manga
5711,2,Manga
5712,NULL,NULL
5713,5,Visualnovel
5714,2,Manga
5715,5,Visualnovel
5716,3,Lightnovel
5717,2,Manga
5718,1,Original
5719,1,Original
5720,NULL,NULL
5721,2,Manga
5722,NULL,NULL
5723,NULL,NULL
5724,9,Picturebook
5725,13,Book
5726,NULL,NULL
5727,2,Manga
5728,NULL,NULL
5729,NULL,NULL
5730,NULL,NULL
5731,14,Cardgame
5732,5,Visualnovel
5733,2,Manga
5734,NULL,NULL
5735,NULL,NULL
5736,NULL,NULL
5737,5,Visualnovel
5738,2,Manga
5739,1,Original
5740,NULL,NULL
5741,3,Lightnovel
5742,1,Original
5743,2,Manga
5744,2,Manga
5745,1,Original
5746,1,Original
5747,NULL,NULL
5748,3,Lightnovel
5749,NULL,NULL
5750,NULL,NULL
5751,NULL,NULL
5752,1,Original
5753,1,Original
5754,NULL,NULL
5755,NULL,NULL
5756,5,Visualnovel
5757,9,Picturebook
5758,NULL,NULL
5759,NULL,NULL
5760,NULL,NULL
5761,NULL,NULL
5762,NULL,NULL
5763,NULL,NULL
5764,NULL,NULL
5765,NULL,NULL
5766,NULL,NULL
5767,2,Manga
5768,NULL,NULL
5769,NULL,NULL
5770,5,Visualnovel
5771,NULL,NULL
5772,2,Manga
5773,2,Manga
5774,4,Game
5775,NULL,NULL
5776,NULL,NULL
5777,NULL,NULL
5778,2,Manga
5779,4,Game
