anime_id,source
4221,NULL
4222,Manga
4223,Original
4224,Manga
4225,Original
4226,Other
4227,"Visual novel"
4228,"Visual novel"
4229,"Visual novel"
4230,NULL
4231,"Visual novel"
4232,NULL
4233,NULL
4234,NULL
4235,NULL
4236,"Visual novel"
4237,NULL
4238,Manga
4239,Manga
4240,NULL
4241,Manga
4242,Game
4243,NULL
4244,NULL
4245,Original
4246,Original
4247,Original
4248,NULL
4249,NULL
4250,Manga
4251,"Visual novel"
4252,"Visual novel"
4253,"Visual novel"
4254,NULL
4255,Manga
4256,NULL
4257,"Visual novel"
4258,Original
4259,"Visual novel"
4260,NULL
4261,Manga
4262,Original
4263,Original
4264,NULL
4265,NULL
4266,NULL
4267,Manga
4268,"4-koma manga"
4269,Manga
4270,Novel
4271,"Visual novel"
4272,Original
4273,Manga
4274,"4-koma manga"
4275,Original
4276,"Visual novel"
4277,Original
4278,"Visual novel"
4279,NULL
4280,Manga
4281,"Light novel"
4282,Manga
4283,Manga
4284,NULL
4285,Original
4286,NULL
4287,Book
4288,Manga
4289,Original
4290,"Visual novel"
4291,Manga
4292,Original
4293,Game
4294,NULL
4295,"Visual novel"
4296,Manga
4297,"Visual novel"
4298,Manga
4299,Original
4300,NULL
4301,Manga
4302,Original
4303,Original
4304,"Light novel"
4305,"Visual novel"
4306,NULL
4307,Manga
4308,Original
4309,NULL
4310,"Light novel"
4311,NULL
4312,Original
4313,NULL
4314,NULL
4315,Original
4316,Original
4317,Original
4318,Other
4319,Original
4320,NULL
4321,Original
4322,Original
4323,NULL
4324,NULL
4325,"4-koma manga"
4326,Manga
4327,NULL
4328,Manga
4329,Manga
4330,Original
4331,Manga
4332,Original
4333,Game
4334,Game
4335,NULL
4336,NULL
4337,Novel
4338,Original
4339,NULL
4340,Manga
4341,Original
4342,Original
4343,Original
4344,Manga
4345,Original
4346,Original
4347,Original
4348,Other
4349,Manga
4350,Original
4351,NULL
4352,Original
4353,Other
4354,Novel
4355,Original
4356,Original
4357,NULL
4358,Original
4359,NULL
4360,Manga
4361,Manga
4362,NULL
4363,Manga
4364,"Light novel"
4365,"4-koma manga"
4366,Manga
4367,NULL
4368,Manga
4369,Game
4370,"Light novel"
4371,"Light novel"
4372,"Light novel"
4373,NULL
4374,NULL
4375,Original
4376,Original
4377,Manga
4378,NULL
4379,NULL
4380,NULL
4381,Novel
4382,Original
4383,Original
4384,NULL
4385,NULL
4386,"Light novel"
4387,Manga
4388,NULL
4389,Original
4390,Original
4391,Original
4392,"Light novel"
4393,Manga
4394,"4-koma manga"
4395,Manga
4396,Manga
4397,Manga
4398,Manga
4399,Manga
4400,Manga
4401,Manga
4402,Original
4403,Manga
4404,NULL
4405,Original
4406,Game
4407,Manga
4408,"Visual novel"
4409,NULL
4410,Manga
4411,Manga
4412,Original
4413,Original
4414,"Light novel"
4415,Original
4416,Music
4417,Manga
4418,Manga
4419,NULL
4420,"Light novel"
4421,Manga
4422,NULL
4423,Manga
4424,Manga
4425,Manga
4426,NULL
4427,Manga
4428,NULL
4429,"Visual novel"
4430,Manga
4431,Game
4432,Manga
4433,Manga
4434,Manga
4435,Manga
4436,Original
4437,Original
4438,NULL
4439,"Visual novel"
4440,Manga
4441,Manga
4442,"4-koma manga"
4443,Original
4444,"Picture book"
4445,"Picture book"
4446,NULL
4447,NULL
4448,Manga
4449,Manga
4450,NULL
4451,Manga
4452,Original
4453,NULL
4454,Manga
4455,Manga
4456,NULL
4457,Manga
4458,Manga
4459,NULL
4460,Manga
4461,Manga
4462,"Visual novel"
4463,Manga
4464,NULL
4465,Manga
4466,Manga
4467,Original
4468,"Visual novel"
4469,Original
4470,Book
4471,"Light novel"
4472,Game
4473,Original
4474,Original
4475,NULL
4476,Original
4477,"4-koma manga"
4478,Manga
4479,NULL
4480,Novel
4481,Game
4482,NULL
4483,NULL
4484,NULL
4485,Original
4486,Manga
4487,Manga
4488,"Visual novel"
4489,"Light novel"
4490,Original
4491,Manga
4492,Game
4493,Game
4494,Original
4495,NULL
4496,NULL
4497,Manga
4498,Manga
4499,NULL
4500,Manga
4501,"Picture book"
4502,Manga
4503,Original
4504,"Visual novel"
4505,NULL
4506,Manga
4507,"Light novel"
4508,NULL
4509,Original
4510,Original
4511,Manga
4512,NULL
4513,Manga
4514,Novel
4515,"Visual novel"
4516,NULL
4517,NULL
4518,NULL
4519,NULL
4520,NULL
4521,Original
4522,"Visual novel"
4523,NULL
4524,NULL
4525,"4-koma manga"
4526,Original
4527,NULL
4528,NULL
4529,NULL
4530,NULL
4531,NULL
4532,NULL
4533,NULL
4534,NULL
4535,Game
4536,Manga
4537,NULL
4538,Manga
4539,Original
4540,"Visual novel"
4541,"Light novel"
4542,Original
4543,"Light novel"
4544,Manga
4545,Other
4546,"Light novel"
4547,NULL
4548,NULL
4549,NULL
4550,NULL
4551,Manga
4552,NULL
4553,Manga
4554,Manga
4555,Manga
4556,"Visual novel"
4557,NULL
4558,Original
4559,Novel
4560,Manga
4561,Manga
4562,Manga
4563,"Light novel"
4564,"Visual novel"
4565,Original
4566,"Visual novel"
4567,Manga
4568,NULL
4569,Original
4570,NULL
4571,NULL
4572,Manga
4573,Manga
4574,Manga
4575,Original
4576,Original
4577,Manga
4578,Game
4579,Original
4580,Original
4581,Manga
4582,NULL
4583,"Visual novel"
4584,Original
4585,"Light novel"
4586,Original
4587,Manga
4588,Manga
4589,Manga
4590,Manga
4591,"Visual novel"
4592,"Card game"
4593,Original
4594,Original
4595,NULL
4596,Manga
4597,Original
4598,Manga
4599,Manga
4600,NULL
4601,Original
4602,Manga
4603,Manga
4604,Original
4605,"Visual novel"
4606,Manga
4607,NULL
4608,NULL
4609,Original
4610,NULL
4611,NULL
4612,NULL
4613,"Light novel"
4614,Music
4615,NULL
4616,NULL
4617,Manga
4618,NULL
4619,Manga
4620,NULL
4621,Manga
4622,NULL
4623,NULL
4624,Other
4625,NULL
4626,Other
4627,NULL
4628,NULL
4629,NULL
4630,Original
4631,Original
4632,NULL
4633,"Visual novel"
4634,NULL
4635,Original
4636,Original
4637,Original
4638,Original
4639,Manga
4640,NULL
4641,Game
4642,Novel
4643,"Visual novel"
4644,Original
4645,NULL
4646,Manga
4647,NULL
4648,Manga
4649,"Light novel"
4650,Original
4651,Manga
4652,NULL
4653,Original
4654,Game
4655,Manga
4656,NULL
4657,Manga
4658,NULL
4659,"Visual novel"
4660,Manga
4661,NULL
4662,"Light novel"
4663,Manga
4664,NULL
4665,NULL
4666,Manga
4667,Original
4668,Manga
4669,"Light novel"
4670,"4-koma manga"
4671,NULL
4672,Manga
4673,NULL
4674,Other
4675,Game
4676,"Visual novel"
4677,Original
4678,Original
4679,"4-koma manga"
4680,Manga
4681,Manga
4682,Original
4683,Manga
4684,Original
4685,NULL
4686,NULL
4687,Book
4688,NULL
4689,NULL
4690,Original
4691,Original
4692,"Light novel"
4693,Original
4694,"Visual novel"
4695,Original
4696,"Visual novel"
4697,Manga
4698,NULL
4699,NULL
4700,"Visual novel"
4701,Original
4702,"Visual novel"
4703,"Visual novel"
4704,NULL
4705,"Visual novel"
4706,NULL
4707,Book
4708,Manga
4709,Other
4710,NULL
4711,Manga
4712,Manga
4713,Manga
4714,NULL
4715,Manga
4716,Original
4717,Original
4718,Manga
4719,NULL
4720,NULL
4721,NULL
4722,Other
4723,Manga
4724,Manga
4725,Manga
4726,Novel
4727,Game
4728,NULL
4729,"Light novel"
4730,Manga
4731,"Light novel"
4732,NULL
4733,"Light novel"
4734,NULL
4735,NULL
4736,NULL
4737,NULL
4738,Original
4739,Original
4740,NULL
4741,Manga
4742,"Light novel"
4743,Novel
4744,Music
4745,NULL
4746,"Visual novel"
4747,Original
4748,"Light novel"
4749,NULL
4750,Manga
4751,Manga
4752,Original
4753,Manga
4754,NULL
4755,NULL
4756,NULL
4757,Original
4758,Original
4759,Manga
4760,NULL
4761,Other
4762,NULL
4763,Original
4764,Original
4765,Original
4766,Original
4767,Original
4768,Original
4769,Original
4770,Original
4771,Original
4772,Original
4773,Original
4774,Original
4775,Original
4776,Original
4777,Original
4778,Original
4779,Original
4780,Original
4781,Book
4782,Original
4783,Original
4784,Manga
4785,Original
4786,Original
4787,Novel
4788,NULL
4789,Original
4790,Original
4791,"4-koma manga"
4792,NULL
4793,Game
4794,Manga
4795,Manga
4796,Other
4797,Game
4798,NULL
4799,Manga
4800,Manga
4801,Game
4802,"Light novel"
4803,Manga
4804,NULL
4805,Manga
4806,"Visual novel"
4807,"Visual novel"
4808,"Visual novel"
4809,"Visual novel"
4810,Manga
4811,Other
4812,Game
4813,"Card game"
4814,Novel
4815,NULL
4816,Manga
4817,NULL
4818,Manga
4819,NULL
4820,Other
4821,Other
4822,Other
4823,"Visual novel"
4824,Original
4825,NULL
4826,"4-koma manga"
4827,NULL
4828,Novel
4829,Original
4830,Manga
4831,NULL
4832,Manga
4833,Manga
4834,NULL
4835,"Light novel"
4836,Original
4837,Manga
4838,Original
4839,"Light novel"
4840,"4-koma manga"
4841,Manga
4842,"4-koma manga"
4843,Manga
4844,NULL
4845,NULL
4846,Manga
4847,Original
4848,Original
4849,Original
4850,NULL
4851,"Visual novel"
4852,"Picture book"
4853,Manga
4854,"4-koma manga"
4855,Book
4856,"Visual novel"
4857,Manga
4858,Manga
4859,NULL
4860,NULL
4861,Original
4862,Original
4863,NULL
4864,NULL
4865,Manga
4866,Game
4867,Original
4868,Original
4869,Original
4870,Original
4871,Original
4872,Original
4873,Original
4874,Original
4875,Original
4876,Original
4877,Original
4878,NULL
4879,Original
4880,Manga
4881,Manga
4882,NULL
4883,NULL
4884,NULL
4885,"Visual novel"
4886,Manga
4887,Manga
4888,Other
4889,Original
4890,"4-koma manga"
4891,Manga
4892,Original
4893,"Visual novel"
4894,Game
4895,Manga
4896,"Light novel"
4897,"Light novel"
4898,Original
4899,NULL
4900,Original
4901,Original
4902,Manga
4903,NULL
4904,Manga
4905,Novel
4906,NULL
4907,NULL
4908,Original
4909,Original
4910,Manga
4911,NULL
4912,Original
4913,"Light novel"
4914,Original
4915,NULL
4916,Manga
4917,NULL
4918,Manga
4919,Manga
4920,Manga
4921,NULL
4922,NULL
4923,Other
4924,Other
4925,Original
4926,NULL
4927,NULL
4928,Book
4929,Manga
4930,Original
4931,"Visual novel"
4932,Other
4933,NULL
4934,Novel
4935,Other
4936,NULL
4937,Original
4938,NULL
4939,NULL
4940,NULL
4941,NULL
4942,NULL
4943,Original
4944,Original
4945,Book
4946,"Visual novel"
4947,Original
4948,Original
4949,Original
4950,Original
4951,Original
4952,"Visual novel"
4953,Original
4954,"Visual novel"
4955,"Visual novel"
4956,"Visual novel"
4957,NULL
4958,Original
4959,Manga
4960,Manga
4961,NULL
4962,NULL
4963,NULL
4964,Original
4965,Original
4966,NULL
4967,NULL
4968,NULL
4969,Manga
4970,Novel
4971,"Light novel"
4972,NULL
4973,Manga
4974,NULL
4975,NULL
4976,NULL
4977,Original
4978,NULL
4979,"Web manga"
4980,Original
4981,NULL
4982,Original
4983,NULL
4984,Game
4985,NULL
4986,Original
4987,NULL
4988,"Light novel"
4989,NULL
4990,Other
4991,NULL
4992,"Visual novel"
4993,NULL
4994,NULL
4995,"Visual novel"
4996,NULL
4997,NULL
4998,NULL
4999,NULL
5000,Original
5001,NULL
5002,NULL
5003,Game
5004,Game
5005,Original
5006,Original
5007,NULL
5008,NULL
5009,NULL
5010,NULL
5011,Other
5012,Original
5013,"Visual novel"
5014,"Visual novel"
5015,"Visual novel"
5016,NULL
5017,NULL
5018,"Card game"
5019,Original
5020,NULL
5021,"Visual novel"
5022,NULL
5023,Manga
5024,NULL
5025,Original
5026,Manga
5027,Other
5028,Manga
5029,NULL
5030,Other
5031,Original
5032,Game
5033,Other
5034,Other
5035,Novel
5036,Other
5037,Original
5038,Original
5039,Original
5040,Original
5041,NULL
5042,NULL
5043,NULL
5044,Original
5045,Original
5046,NULL
5047,Other
5048,Original
5049,Game
5050,Original
5051,Original
5052,Original
5053,Original
5054,Original
5055,Original
5056,Original
5057,Original
5058,Manga
5059,NULL
5060,Game
5061,NULL
5062,Original
5063,"Visual novel"
5064,"4-koma manga"
5065,NULL
5066,NULL
5067,"Visual novel"
5068,Original
5069,Manga
5070,Original
5071,Manga
5072,Manga
5073,"Visual novel"
5074,"Visual novel"
5075,"Visual novel"
5076,Manga
5077,"Light novel"
5078,"4-koma manga"
5079,Manga
5080,Manga
5081,"Light novel"
5082,Manga
5083,Novel
5084,NULL
5085,NULL
5086,Other
5087,Original
5088,"Visual novel"
5089,Original
5090,Original
5091,Manga
5092,Book
5093,NULL
5094,Manga
5095,Manga
5096,NULL
5097,NULL
5098,Novel
5099,Original
5100,Original
5101,Original
5102,Manga
5103,Novel
5104,Original
5105,Manga
5106,NULL
5107,Manga
5108,Novel
5109,Novel
5110,Manga
5111,Manga
5112,NULL
5113,"Light novel"
5114,Manga
5115,Original
5116,NULL
5117,"Visual novel"
5118,Game
5119,NULL
5120,NULL
5121,NULL
5122,"Visual novel"
5123,"Visual novel"
5124,NULL
5125,Novel
5126,"Visual novel"
5127,Other
5128,NULL
5129,Original
5130,Manga
5131,NULL
5132,"Picture book"
5133,Manga
5134,Manga
5135,NULL
5136,Original
5137,"Visual novel"
5138,Other
5139,NULL
5140,NULL
5141,"Visual novel"
5142,NULL
5143,NULL
5144,Other
5145,Manga
5146,Manga
5147,Manga
5148,Original
5149,"Light novel"
5150,Original
5151,NULL
5152,"Visual novel"
5153,NULL
5154,NULL
5155,NULL
5156,"Light novel"
5157,Novel
5158,Book
5159,"4-koma manga"
5160,Manga
5161,NULL
5162,"Light novel"
5163,NULL
5164,NULL
5165,Original
5166,Original
5167,Original
5168,Manga
5169,"4-koma manga"
5170,Manga
5171,NULL
5172,Original
5173,Original
5174,NULL
5175,Original
5176,NULL
5177,Manga
5178,NULL
5179,NULL
5180,NULL
5181,Manga
5182,"Light novel"
5183,NULL
5184,Book
5185,Book
5186,NULL
5187,Original
5188,NULL
5189,"4-koma manga"
5190,Novel
5191,NULL
5192,NULL
5193,Game
5194,NULL
5195,NULL
5196,NULL
5197,NULL
5198,NULL
5199,NULL
5200,"Visual novel"
5201,Manga
5202,NULL
5203,NULL
5204,NULL
5205,Original
5206,NULL
5207,Original
5208,Original
5209,Manga
5210,Original
5211,Game
5212,Manga
5213,"Visual novel"
5214,"4-koma manga"
5215,NULL
5216,"Visual novel"
5217,Original
5218,Manga
5219,Manga
5220,Original
5221,Manga
5222,Manga
5223,"Light novel"
5224,Original
5225,NULL
5226,"Light novel"
5227,NULL
5228,Manga
5229,Original
5230,Novel
5231,Manga
5232,NULL
5233,NULL
5234,"Visual novel"
5235,"Visual novel"
5236,Original
5237,Original
5238,Manga
5239,Manga
5240,Original
5241,Original
5242,Original
5243,Manga
5244,NULL
5245,NULL
5246,NULL
5247,Novel
5248,NULL
5249,NULL
5250,NULL
5251,NULL
5252,NULL
5253,NULL
5254,NULL
5255,NULL
5256,NULL
5257,Manga
5258,NULL
5259,NULL
5260,Manga
5261,Manga
5262,Book
5263,Manga
5264,NULL
5265,NULL
5266,Manga
5267,NULL
5268,NULL
5269,NULL
5270,Original
5271,Original
5272,Manga
5273,Book
5274,Book
5275,Manga
5276,Original
5277,Manga
5278,Original
5279,NULL
5280,Game
5281,NULL
5282,Manga
5283,NULL
5284,Novel
5285,Original
5286,Manga
5287,Original
5288,NULL
5289,NULL
5290,NULL
5291,NULL
5292,Manga
5293,NULL
5294,Original
5295,NULL
5296,NULL
5297,Book
5298,Book
5299,NULL
5300,NULL
5301,Other
5302,NULL
5303,Manga
5304,Manga
5305,Manga
5306,Manga
5307,Original
5308,Original
5309,Original
5310,Original
5311,"Visual novel"
5312,"Light novel"
5313,Game
5314,Other
5315,Original
5316,Original
5317,"Visual novel"
5318,Manga
5319,"Visual novel"
5320,"Visual novel"
5321,"Visual novel"
5322,Original
5323,"Light novel"
5324,NULL
5325,Manga
5326,Manga
5327,Music
5328,NULL
5329,Manga
5330,Manga
5331,Manga
5332,NULL
5333,NULL
5334,Original
5335,"Picture book"
5336,Original
5337,Manga
5338,NULL
5339,NULL
5340,Original
5341,"Web manga"
5342,Original
5343,NULL
5344,Original
5345,"4-koma manga"
5346,Manga
5347,Manga
5348,Manga
5349,Manga
5350,Manga
5351,Manga
5352,Manga
5353,Manga
5354,Manga
5355,Manga
5356,Manga
5357,NULL
5358,NULL
5359,NULL
5360,Manga
5361,"4-koma manga"
5362,Manga
5363,"Light novel"
5364,Original
5365,Manga
5366,Manga
5367,"4-koma manga"
5368,NULL
5369,Manga
5370,Manga
5371,"Light novel"
5372,"Light novel"
5373,Manga
5374,NULL
5375,NULL
5376,Game
5377,Manga
5378,Manga
5379,Original
5380,NULL
5381,"Visual novel"
5382,Novel
5383,NULL
5384,Other
5385,Manga
5386,Manga
5387,NULL
5388,NULL
5389,NULL
5390,Manga
5391,Manga
5392,NULL
5393,"Web manga"
5394,"Light novel"
5395,NULL
5396,Original
5397,Original
5398,Original
5399,NULL
5400,NULL
5401,"Picture book"
5402,NULL
5403,Manga
5404,Manga
5405,NULL
5406,NULL
5407,NULL
5408,Manga
5409,"Light novel"
5410,Original
5411,NULL
5412,NULL
5413,NULL
5414,NULL
5415,NULL
5416,Manga
5417,NULL
5418,Manga
5419,Original
5420,"Visual novel"
5421,Manga
5422,Other
5423,Manga
5424,Manga
5425,Manga
5426,Manga
5427,Manga
5428,Manga
5429,NULL
5430,Novel
5431,Manga
5432,Manga
5433,Original
5434,Original
5435,NULL
5436,NULL
5437,Manga
5438,NULL
5439,NULL
5440,Book
5441,NULL
5442,Original
5443,Original
5444,Manga
5445,"Light novel"
5446,Original
5447,Music
5448,Original
5449,"Light novel"
5450,NULL
5451,Original
5452,Manga
5453,"Visual novel"
5454,Manga
5455,Other
5456,Music
5457,Music
5458,Original
5459,Manga
5460,Manga
5461,Original
5462,"Visual novel"
5463,"Visual novel"
5464,"Visual novel"
5465,Original
5466,Original
5467,Music
5468,Original
5469,Game
5470,NULL
5471,Original
5472,NULL
5473,Original
5474,NULL
5475,Original
5476,"4-koma manga"
5477,"Visual novel"
5478,NULL
5479,NULL
5480,Original
5481,Original
5482,Original
5483,NULL
5484,Original
5485,Manga
5486,Original
5487,Original
5488,Original
5489,NULL
5490,Original
5491,"Visual novel"
5492,Original
5493,NULL
5494,NULL
5495,Original
5496,NULL
5497,Original
5498,Original
5499,Original
5500,Music
5501,Original
5502,NULL
5503,Original
5504,Manga
5505,Original
5506,Original
5507,Original
5508,Original
5509,Other
5510,Original
5511,Manga
5512,NULL
5513,Original
5514,NULL
5515,Music
5516,Original
5517,Other
5518,NULL
5519,Manga
5520,Manga
5521,Manga
5522,Manga
5523,NULL
5524,Manga
5525,"Light novel"
5526,Original
5527,Original
5528,Other
5529,NULL
5530,Music
5531,Original
5532,Novel
5533,NULL
5534,Other
5535,Original
5536,Original
5537,Original
5538,Original
5539,Original
5540,"4-koma manga"
5541,"4-koma manga"
5542,"Visual novel"
5543,NULL
5544,Original
5545,"Light novel"
5546,Manga
5547,Manga
5548,NULL
5549,Original
5550,Manga
5551,"Visual novel"
5552,Game
5553,Manga
5554,NULL
5555,NULL
5556,Original
5557,"Light novel"
5558,NULL
5559,NULL
5560,Manga
5561,NULL
5562,NULL
5563,Original
5564,NULL
5565,Game
5566,Game
5567,Game
5568,"Light novel"
5569,"Light novel"
5570,"Visual novel"
5571,NULL
5572,NULL
5573,NULL
5574,NULL
5575,NULL
5576,Original
5577,NULL
5578,NULL
5579,"Light novel"
5580,Manga
5581,NULL
5582,Novel
5583,"4-koma manga"
5584,Manga
5585,Manga
5586,NULL
5587,NULL
5588,Original
5589,NULL
5590,Game
5591,"4-koma manga"
5592,Other
5593,NULL
5594,NULL
5595,NULL
5596,NULL
5597,NULL
5598,Original
5599,Novel
5600,Other
5601,"Visual novel"
5602,Manga
5603,Game
5604,NULL
5605,"Light novel"
5606,NULL
5607,Original
5608,"Visual novel"
5609,"Visual novel"
5610,NULL
5611,Original
5612,"Visual novel"
5613,Manga
5614,Original
5615,NULL
5616,NULL
5617,Manga
5618,NULL
5619,NULL
5620,NULL
5621,"Light novel"
5622,NULL
5623,NULL
5624,Manga
5625,NULL
5626,Original
5627,Original
5628,NULL
5629,Original
5630,Manga
5631,"Visual novel"
5632,"Picture book"
5633,Manga
5634,NULL
5635,NULL
5636,NULL
5637,Manga
5638,"Visual novel"
5639,Novel
5640,NULL
5641,Game
5642,Manga
5643,Game
5644,"Visual novel"
5645,NULL
5646,Manga
5647,Original
5648,Manga
5649,NULL
5650,Manga
5651,Manga
5652,Manga
5653,"Light novel"
5654,Manga
5655,NULL
5656,NULL
5657,NULL
5658,NULL
5659,NULL
5660,Original
5661,NULL
5662,NULL
5663,Manga
5664,Manga
5665,Other
5666,Manga
5667,Manga
5668,Original
5669,"Picture book"
5670,Manga
5671,Original
5672,Manga
5673,Original
5674,Original
5675,NULL
5676,NULL
5677,Manga
5678,Manga
5679,Game
5680,Manga
5681,Manga
5682,Manga
5683,Manga
5684,"Visual novel"
5685,NULL
5686,Manga
5687,"Light novel"
5688,NULL
5689,NULL
5690,NULL
5691,Original
5692,NULL
5693,"Visual novel"
5694,Original
5695,Original
5696,NULL
5697,NULL
5698,NULL
5699,NULL
5700,NULL
5701,"Visual novel"
5702,"Visual novel"
5703,"Visual novel"
5704,"Visual novel"
5705,"Visual novel"
5706,Original
5707,NULL
5708,NULL
5709,Original
5710,Manga
5711,Manga
5712,NULL
5713,"Visual novel"
5714,Manga
5715,"Visual novel"
5716,"Light novel"
5717,Manga
5718,Original
5719,Original
5720,NULL
5721,Manga
5722,NULL
5723,NULL
5724,"Picture book"
5725,Book
5726,NULL
5727,Manga
5728,NULL
5729,NULL
5730,NULL
5731,"Card game"
5732,"Visual novel"
5733,Manga
5734,NULL
5735,NULL
5736,NULL
5737,"Visual novel"
5738,Manga
5739,Original
5740,NULL
5741,"Light novel"
5742,Original
5743,Manga
5744,Manga
5745,Original
5746,Original
5747,NULL
5748,"Light novel"
5749,NULL
5750,NULL
5751,NULL
5752,Original
5753,Original
5754,NULL
5755,NULL
5756,"Visual novel"
5757,"Picture book"
5758,NULL
5759,NULL
5760,NULL
5761,NULL
5762,NULL
5763,NULL
5764,NULL
5765,NULL
5766,NULL
5767,Manga
5768,NULL
5769,NULL
5770,"Visual novel"
5771,NULL
5772,Manga
5773,Manga
5774,Game
5775,NULL
5776,NULL
5777,NULL
5778,Manga
5779,Game
5780,Manga
5781,"Visual novel"
5782,"Light novel"
5783,Manga
5784,"Visual novel"
5785,"Visual novel"
5786,Original
5787,Original
5788,Manga
5789,NULL
5790,NULL
5791,Manga
5792,NULL
5793,Manga
5794,Game
5795,NULL
5796,Original
5797,NULL
5798,"Visual novel"
5799,"Visual novel"
5800,NULL
5801,Manga
5802,Manga
5803,Manga
5804,Manga
5805,NULL
5806,Manga
5807,Original
5808,Other
5809,NULL
5810,Manga
5811,Original
5812,Manga
5813,NULL
5814,Manga
5815,Manga
5816,"Picture book"
5817,NULL
5818,Original
5819,NULL
5820,NULL
5821,Game
5822,"Visual novel"
5823,NULL
5824,NULL
5825,NULL
5826,NULL
5827,Other
5828,"4-koma manga"
5829,NULL
5830,"4-koma manga"
5831,NULL
5832,Manga
5833,NULL
5834,"Light novel"
5835,NULL
5836,Manga
5837,"Visual novel"
5838,Original
5839,Original
5840,"Light novel"
5841,Manga
5842,Manga
5843,NULL
5844,Manga
5845,Manga
5846,Manga
5847,"4-koma manga"
5848,"Light novel"
5849,Book
5850,Original
5851,Manga
5852,NULL
5853,"Visual novel"
5854,Manga
5855,Manga
5856,Game
5857,Manga
5858,NULL
5859,NULL
5860,NULL
5861,Original
5862,NULL
5863,NULL
5864,NULL
5865,Manga
5866,Novel
5867,"Visual novel"
5868,NULL
5869,Manga
5870,Manga
5871,"Visual novel"
5872,"Visual novel"
5873,"Visual novel"
5874,Manga
5875,Manga
5876,Original
5877,Original
5878,Original
5879,Manga
5880,Manga
5881,Original
5882,Manga
5883,NULL
5884,Game
5885,NULL
5886,NULL
5887,"Light novel"
5888,Original
5889,Manga
5890,Original
5891,NULL
5892,Original
5893,Manga
5894,Original
5895,NULL
5896,Manga
5897,"4-koma manga"
5898,"4-koma manga"
5899,Original
5900,"Visual novel"
5901,Original
5902,Original
5903,NULL
5904,NULL
5905,"Picture book"
5906,Manga
5907,Other
5908,Game
5909,"4-koma manga"
5910,NULL
5911,NULL
5912,Game
5913,Original
5914,NULL
5915,Original
5916,Novel
5917,Original
5918,"Picture book"
5919,Manga
5920,NULL
5921,NULL
5922,NULL
5923,NULL
5924,NULL
5925,NULL
5926,Novel
5927,Original
5928,NULL
5929,NULL
5930,NULL
5931,Manga
5932,Manga
5933,NULL
5934,NULL
5935,Original
5936,Other
5937,NULL
5938,"Visual novel"
5939,NULL
5940,Manga
5941,Manga
5942,NULL
5943,Original
5944,Manga
5945,"Web manga"
5946,NULL
5947,NULL
5948,NULL
5949,Game
5950,Game
5951,NULL
5952,NULL
5953,NULL
5954,NULL
5955,NULL
5956,Manga
5957,Manga
5958,Other
5959,NULL
5960,NULL
5961,NULL
5962,Manga
5963,Original
5964,Original
5965,NULL
5966,NULL
5967,NULL
5968,"Visual novel"
5969,Manga
5970,NULL
5971,Music
5972,NULL
5973,Original
5974,Manga
5975,Game
5976,Manga
5977,"Visual novel"
5978,"Visual novel"
5979,"Visual novel"
5980,Manga
5981,Music
5982,NULL
5983,Manga
5984,Manga
5985,Manga
5986,Manga
5987,"Visual novel"
5988,Original
5989,Original
5990,Manga
5991,Manga
5992,Original
5993,Original
5994,NULL
5995,NULL
5996,NULL
5997,NULL
5998,NULL
5999,NULL
6000,NULL
6001,Manga
6002,NULL
6003,Manga
6004,NULL
6005,"Visual novel"
6006,"Visual novel"
6007,Manga
6008,"Visual novel"
6009,NULL
6010,Other
6011,Original
6012,NULL
6013,Original
6014,Original
6015,Manga
6016,"Visual novel"
6017,Original
6018,Original
6019,NULL
6020,NULL
6021,Manga
6022,NULL
6023,Manga
6024,NULL
6025,Original
6026,NULL
6027,Manga
6028,NULL
6029,Original
6030,Manga
6031,Original
6032,Manga
6033,"Light novel"
6034,Manga
6035,Manga
6036,Manga
6037,NULL
6038,NULL
6039,NULL
6040,"Visual novel"
6041,NULL
6042,Manga
6043,Manga
6044,Manga
6045,Original
6046,Manga
6047,NULL
6048,NULL
6049,NULL
6050,NULL
6051,NULL
6052,NULL
6053,Original
6054,Manga
6055,NULL
6056,Manga
6057,"Light novel"
6058,Original
6059,"Visual novel"
6060,Manga
6061,"Light novel"
6062,"Light novel"
6063,NULL
6064,Manga
6065,Manga
6066,"Visual novel"
6067,NULL
6068,Novel
6069,"Visual novel"
6070,"Light novel"
6071,Manga
6072,"Light novel"
6073,NULL
6074,NULL
6075,Manga
6076,Novel
6077,Manga
6078,NULL
6079,"4-koma manga"
6080,Original
6081,NULL
6082,NULL
6083,NULL
6084,NULL
6085,NULL
6086,NULL
6087,NULL
6088,NULL
6089,Original
6090,Original
6091,Original
6092,Novel
6093,Manga
6094,Original
6095,Manga
6096,NULL
6097,Manga
6098,Novel
6099,Manga
6100,Manga
6101,Manga
6102,Manga
6103,NULL
6104,"Light novel"
6105,Manga
6106,Original
6107,NULL
6108,Original
6109,NULL
6110,NULL
6111,Original
6112,"Light novel"
6113,Game
6114,"Visual novel"
6115,Manga
6116,Game
6117,Manga
6118,Manga
6119,Original
6120,Original
6121,NULL
6122,NULL
6123,NULL
6124,NULL
6125,NULL
6126,NULL
6127,Manga
6128,NULL
6129,NULL
6130,NULL
6131,NULL
6132,Manga
6133,"Visual novel"
6134,Game
6135,Manga
6136,Original
6137,Game
6138,Novel
6139,NULL
6140,Game
6141,Original
6142,Manga
