anime_id,duration
9251,"7 min. per ep."
9252,"3 min. per ep."
9253,"2 min."
9254,"1 hr. 42 min."
9255,"2 min."
9256,"5 min. per ep."
9257,"24 min. per ep."
9258,"1 hr. 22 min."
9259,"30 min."
9260,"26 min."
9261,"1 hr. 10 min."
9262,"1 hr. 10 min."
9263,"2 min. per ep."
9264,"4 min. per ep."
9265,"1 hr. 2 min."
9266,"23 min."
9267,"27 min."
9268,"1 hr. 15 min."
9269,"9 min. per ep."
9270,"1 hr. 10 min."
9271,"15 min. per ep."
9272,"45 min."
9273,"45 min. per ep."
9274,"45 min. per ep."
9275,"45 min. per ep."
9276,"45 min. per ep."
9277,"23 min."
9278,"45 min. per ep."
9279,"45 min. per ep."
9280,"45 min. per ep."
9281,"45 min. per ep."
9282,"45 min. per ep."
9283,"45 min. per ep."
9284,"20 min."
9285,"19 min."
9286,"1 hr. per ep."
9287,"23 min. per ep."
9288,"5 min. per ep."
9289,"6 min."
9290,"3 min. per ep."
9291,"2 min."
9292,"5 min. per ep."
9293,"25 min. per ep."
9294,"27 min."
9295,"20 min."
9296,"24 min. per ep."
9297,"24 min. per ep."
9298,"1 hr. 47 min."
9299,"18 min."
9300,"15 min."
9301,"23 min. per ep."
9302,"15 min."
9303,"1 min. per ep."
9304,"16 min. per ep."
9305,"2 min. per ep."
9306,"1 min."
9307,"3 min."
9308,"6 min."
9309,"15 sec."
9310,"23 min. per ep."
9311,"3 min. per ep."
9312,"15 sec."
9313,"1 min. per ep."
9314,"55 min."
9315,"1 hr. 10 min."
9316,"24 min."
9317,"1 hr. 25 min."
9318,"24 min."
9319,"15 min."
9320,"23 min. per ep."
9321,"26 min. per ep."
9322,"30 min. per ep."
9323,"5 min."
9324,"3 min."
9325,"4 min."
9326,"1 hr. 40 min."
9327,"1 hr. 47 min."
9328,"23 min."
9329,"24 min. per ep."
9330,"23 min. per ep."
9331,"5 min. per ep."
9332,"22 min. per ep."
9333,"3 min."
9334,"3 min."
9335,"1 hr. 22 min."
9336,"5 min."
9337,"30 min. per ep."
9338,"4 min."
9339,"3 min."
9340,"5 min. per ep."
9341,"24 min. per ep."
9342,"24 min. per ep."
9343,"2 min."
9344,"2 hr."
9345,"13 min."
9346,"24 min."
9347,"1 min."
9348,"2 min."
9349,"4 min."
9350,"24 min."
9351,"24 min. per ep."
9352,"27 min. per ep."
9353,"23 min. per ep."
9354,"2 min."
9355,"25 min. per ep."
9356,"20 min."
9357,"25 min. per ep."
9358,"6 min. per ep."
9359,"6 min. per ep."
9360,"32 min."
9361,"6 min. per ep."
9362,"32 min."
9363,"30 min."
9364,"40 min. per ep."
9365,"12 min."
9366,"26 min."
9367,"5 min. per ep."
9368,"9 min."
9369,"6 min."
9370,"10 min. per ep."
9371,"24 min. per ep."
9372,"20 min. per ep."
9373,"26 min."
9374,"28 min."
9375,"23 min. per ep."
9376,"1 hr. 29 min."
9377,"24 min. per ep."
9378,"24 min. per ep."
9379,"23 min."
9380,"52 min."
9381,"23 min. per ep."
9382,"49 min. per ep."
9383,"1 hr. 28 min."
9384,"24 min. per ep."
9385,"27 min. per ep."
9386,"39 min. per ep."
9387,"1 hr. 18 min."
9388,"30 min. per ep."
9389,"50 min. per ep."
9390,"26 min."
9391,"24 min. per ep."
9392,"5 min. per ep."
9393,"1 hr. 30 min."
9394,"24 min. per ep."
9395,"4 min."
9396,"24 min. per ep."
9397,"9 min. per ep."
9398,"5 min."
9399,"3 min. per ep."
9400,"20 min. per ep."
9401,"23 min. per ep."
9402,"30 sec."
9403,"21 min."
9404,"48 min."
9405,"8 min. per ep."
9406,"1 hr. 7 min."
9407,"40 min."
9408,"16 min."
9409,"27 min."
9410,"25 min. per ep."
9411,"4 min. per ep."
9412,"1 min. per ep."
9413,"1 hr. 16 min."
9414,"4 min. per ep."
9415,"3 min. per ep."
9416,"1 min."
9417,"6 min."
9418,"4 min."
9419,"4 min."
9420,"3 min."
9421,"9 min. per ep."
9422,"3 min."
9423,"15 min. per ep."
9424,"1 min."
9425,"1 hr. 25 min."
9426,"1 min."
9427,"2 min. per ep."
9428,"2 min."
9429,"5 min."
9430,"7 min."
9431,"39 sec. per ep."
9432,"31 sec."
9433,"49 sec. per ep."
9434,"6 min."
9435,"27 min."
9436,"27 min. per ep."
9437,"42 min."
9438,"45 min."
9439,"1 hr. 20 min."
9440,"12 min."
9441,"23 min. per ep."
9442,"26 min."
9443,"24 min."
9444,"4 min. per ep."
9445,"2 min. per ep."
9446,"1 hr. 41 min."
9447,"3 min. per ep."
9448,"8 min. per ep."
9449,"8 min. per ep."
9450,"40 min."
9451,"40 min."
9452,"42 min."
9453,"40 min."
9454,"42 min."
9455,"42 min."
9456,"18 min."
9457,"12 min."
9458,"30 min."
9459,"43 min."
9460,"22 min."
9461,"18 min."
9462,"25 min."
9463,"25 min."
9464,"20 min."
9465,"25 min. per ep."
9466,"26 min."
9467,"16 min."
9468,"14 min."
9469,"20 min."
9470,"21 min."
9471,"27 min."
9472,"26 min."
9473,"27 min."
9474,"19 min."
9475,"25 min."
9476,"18 min."
9477,"22 min."
9478,"24 min."
9479,"32 min."
9480,"5 min. per ep."
9481,"24 min. per ep."
9482,"25 min. per ep."
9483,"10 min. per ep."
9484,"20 min."
9485,"23 min. per ep."
9486,"15 min."
9487,"24 min."
9488,"31 min."
9489,"42 min."
9490,"40 min."
9491,"41 min."
9492,"36 min."
9493,"21 min."
9494,"22 min."
9495,"30 min."
9496,"25 min."
9497,"28 min."
9498,"14 min."
9499,"42 min."
9500,"41 min."
9501,"48 min."
9502,"23 min. per ep."
9503,"16 min."
9504,"17 min."
9505,"18 min."
9506,"22 min."
9507,"20 min."
9508,"17 min."
9509,"19 min."
9510,"19 min."
9511,"19 min."
9512,"20 min."
9513,"16 min."
9514,"18 min."
9515,"22 min."
9516,"23 min."
9517,"21 min."
9518,"19 min."
9519,"11 min."
9520,"20 min."
9521,"13 min."
9522,"13 min."
9523,"20 min."
9524,"16 min."
9525,"18 min."
9526,"13 min."
9527,"14 min."
9528,"18 min."
9529,"16 min."
9530,"19 min."
9531,"20 min."
9532,"20 min."
9533,"41 min."
9534,"43 min."
9535,"24 min."
9536,"16 min."
9537,"17 min."
9538,"20 min."
9539,"11 min."
9540,"12 min."
9541,"23 min."
9542,"13 min."
9543,"11 min."
9544,"24 min."
9545,"16 min."
9546,"17 min."
9547,"12 min."
9548,"20 min. per ep."
9549,"20 min."
9550,"15 min."
9551,"30 min."
9552,"4 min. per ep."
9553,"3 min. per ep."
9554,"24 min. per ep."
9555,"16 min."
9556,"2 min. per ep."
9557,"24 min. per ep."
9558,"23 min. per ep."
9559,"5 min."
9560,"42 min."
9561,"20 min. per ep."
9562,"30 min. per ep."
9563,"25 min. per ep."
9564,"25 min."
9565,"30 min. per ep."
9566,"25 min."
9567,"15 min."
9568,"56 min."
9569,"38 min."
9570,"52 min."
9571,"25 min. per ep."
9572,"7 min. per ep."
9573,"7 min."
9574,"1 hr. 40 min."
9575,"27 min. per ep."
9576,"11 min."
9577,"11 min."
9578,"11 min."
9579,"24 min. per ep."
9580,"5 min. per ep."
9581,"3 min. per ep."
9582,"5 min. per ep."
9583,"11 min. per ep."
9584,"11 min. per ep."
9585,"5 min. per ep."
9586,"1 hr. 16 min."
9587,"14 min."
9588,"5 min. per ep."
9589,"20 min."
9590,"50 min."
9591,"20 min."
9592,"50 min."
9593,"25 min."
9594,"11 min. per ep."
9595,"1 min."
9596,"15 min. per ep."
9597,"2 min. per ep."
9598,"23 min. per ep."
9599,"7 min. per ep."
9600,"1 min. per ep."
9601,"54 min. per ep."
9602,"44 min."
9603,"1 hr. 45 min."
9604,"2 min. per ep."
9605,"20 min."
9606,"50 min."
9607,"18 min."
9608,"12 min."
9609,"15 min."
9610,"20 min."
9611,"1 min. per ep."
9612,"24 min."
9613,"15 min. per ep."
9614,"5 min. per ep."
9615,"3 min. per ep."
9616,"3 min. per ep."
9617,"22 min. per ep."
9618,"23 min. per ep."
9619,"3 min. per ep."
9620,"17 min."
9621,"1 hr. 43 min."
9622,"23 min. per ep."
9623,"24 min. per ep."
9624,"5 min."
9625,"25 min. per ep."
9626,"20 min."
9627,"5 min. per ep."
9628,"3 min. per ep."
9629,"24 min."
9630,"25 min. per ep."
9631,"25 min. per ep."
9632,"24 min. per ep."
9633,"22 min. per ep."
9634,"23 min. per ep."
9635,"25 min."
9636,"5 min. per ep."
9637,"24 min. per ep."
9638,"22 min. per ep."
9639,"2 min. per ep."
9640,"24 min. per ep."
9641,"3 min."
9642,"5 min."
9643,"25 min. per ep."
9644,"24 min. per ep."
9645,"51 min."
9646,"1 hr. 30 min."
9647,"23 min. per ep."
9648,"24 min. per ep."
9649,"24 min. per ep."
9650,"34 min."
9651,"28 min."
9652,"20 min. per ep."
9653,"33 min. per ep."
9654,"20 min. per ep."
9655,"45 min."
9656,"20 min. per ep."
9657,"46 min."
9658,"51 min."
9659,"40 min."
9660,"2 min. per ep."
9661,"21 min. per ep."
9662,"20 min. per ep."
9663,"15 min. per ep."
9664,"24 min."
9665,"24 min. per ep."
9666,"4 min. per ep."
9667,"25 min."
9668,"5 min. per ep."
9669,"1 hr. 54 min."
9670,"18 min."
9671,"3 min. per ep."
9672,"3 min."
9673,"25 min. per ep."
9674,"3 min. per ep."
9675,"25 min. per ep."
9676,"9 min."
9677,"13 min."
9678,"3 min. per ep."
9679,"1 hr."
9680,"54 min."
9681,"25 min. per ep."
9682,"30 min."
9683,"1 hr. 38 min."
9684,"23 min. per ep."
9685,"24 min. per ep."
9686,"25 min."
9687,"25 min. per ep."
9688,"23 min. per ep."
9689,"25 min."
9690,"2 min. per ep."
9691,"30 min. per ep."
9692,"17 min."
9693,"24 min. per ep."
9694,"8 min."
9695,"15 min."
9696,"16 min."
9697,"11 min."
9698,"7 min."
9699,"6 min."
9700,"10 min."
9701,"8 min."
9702,"9 min."
9703,"13 min. per ep."
9704,"10 min."
9705,"23 min."
9706,"10 min. per ep."
9707,"1 hr. 5 min."
9708,"3 min."
9709,"8 min."
9710,"5 min. per ep."
9711,"28 min. per ep."
9712,"1 hr. 10 min."
9713,"5 min."
9714,"25 min. per ep."
9715,"25 min."
9716,"1 hr. 10 min."
9717,"8 min."
9718,"25 min. per ep."
9719,"30 min."
9720,"9 min."
9721,"30 min."
9722,"27 min."
9723,"30 min."
9724,"23 min."
9725,"24 min. per ep."
9726,"12 min."
9727,"5 min. per ep."
9728,"8 min. per ep."
9729,"30 sec."
9730,"24 min. per ep."
9731,"30 min."
9732,"24 min."
9733,"25 min. per ep."
9734,"4 min."
9735,"2 min. per ep."
9736,"3 min."
9737,"20 min. per ep."
9738,"6 min."
9739,"2 min. per ep."
9740,"1 hr. 59 min."
9741,"24 min. per ep."
9742,"24 min. per ep."
9743,"23 min. per ep."
9744,"6 min. per ep."
9745,"1 hr. 15 min."
9746,"21 min."
9747,"13 min."
9748,"11 min."
9749,"4 min. per ep."
9750,"24 min. per ep."
9751,"1 hr. 21 min."
9752,"1 hr. 34 min."
9753,"30 min."
9754,"24 min. per ep."
9755,"26 min."
9756,"1 hr. 1 min."
9757,"22 min. per ep."
9758,"23 min."
9759,"5 min."
9760,"30 min."
9761,"24 min."
9762,"16 min. per ep."
9763,"1 min."
9764,"17 sec."
9765,"2 min."
9766,"46 min."
9767,"2 min."
9768,"4 min. per ep."
9769,"28 min. per ep."
9770,"24 min. per ep."
9771,"46 min."
9772,"8 min."
9773,"3 min. per ep."
9774,"15 min."
9775,"24 min. per ep."
9776,"24 min. per ep."
9777,"5 min. per ep."
9778,"10 min."
9779,"2 min."
9780,"24 min. per ep."
9781,"3 min. per ep."
9782,"4 min."
9783,"3 min."
9784,"54 sec."
9785,"24 min."
9786,"1 hr. 52 min."
9787,"15 min."
9788,"22 min."
9789,"15 min."
9790,"40 min."
9791,"2 hr. 14 min."
9792,"24 min. per ep."
9793,"1 hr. 14 min."
9794,"15 min."
9795,"18 min. per ep."
9796,"4 min. per ep."
9797,"24 min. per ep."
9798,"1 hr. 18 min."
9799,"11 min."
9800,"10 min."
9801,"12 min."
9802,"12 min."
9803,"14 min."
9804,"10 min."
9805,"12 min."
9806,"14 min."
9807,"15 min."
9808,"15 min."
9809,"13 min."
9810,"12 min."
9811,"11 min."
9812,"17 min."
9813,"13 min."
9814,"16 min."
9815,"24 min."
9816,"23 min."
9817,"11 min."
9818,"11 min."
9819,"11 min."
9820,"14 min."
9821,"6 min."
9822,"30 sec. per ep."
9823,"1 min. per ep."
9824,"25 min. per ep."
9825,"6 min. per ep."
9826,"5 min. per ep."
9827,"47 min."
9828,"23 min. per ep."
9829,"23 min. per ep."
9830,"23 min. per ep."
9831,"22 min. per ep."
9832,"2 hr."
9833,"1 min. per ep."
9834,"5 min."
9835,"6 min."
9836,"7 min."
9837,"4 min."
9838,"4 min."
9839,"2 min."
9840,"3 min."
9841,"5 min."
9842,"4 min."
9843,"24 min. per ep."
9844,"14 min. per ep."
9845,"1 hr. 30 min."
9846,"24 min. per ep."
9847,"15 min."
9848,"6 min."
9849,"3 min."
9850,"5 min."
9851,"3 min."
9852,"8 min."
9853,"27 min."
9854,"23 min. per ep."
9855,"25 min."
9856,"5 min."
9857,"1 min."
9858,"47 min."
9859,"1 hr. 59 min."
9860,"15 min. per ep."
9861,"26 min. per ep."
9862,"14 min."
9863,"1 hr. 35 min."
9864,"19 min."
9865,"5 min."
9866,"3 min."
9867,"2 hr. 10 min."
9868,"2 min."
9869,"20 min. per ep."
9870,"5 min."
9871,"23 min. per ep."
9872,"1 hr. 59 min."
9873,"3 min. per ep."
9874,"30 sec. per ep."
9875,"3 min. per ep."
9876,"30 sec. per ep."
9877,"24 min. per ep."
9878,"8 min. per ep."
9879,"24 min. per ep."
9880,"10 min."
9881,"13 min."
9882,"3 min."
9883,"24 min. per ep."
9884,"23 min. per ep."
9885,"54 min."
9886,"3 min."
9887,"2 hr. 10 min."
9888,"15 min."
9889,"27 min."
9890,"2 min. per ep."
9891,"24 min. per ep."
9892,"1 hr."
9893,"23 min. per ep."
9894,"2 min. per ep."
9895,"3 min. per ep."
9896,"24 min. per ep."
9897,"2 min."
9898,"23 min. per ep."
9899,"43 min."
9900,"50 min."
9901,"1 hr. 7 min."
9902,"2 min. per ep."
9903,"12 min."
9904,"23 min. per ep."
9905,"3 min. per ep."
9906,"5 min."
9907,"4 min."
9908,"9 min."
9909,"47 min."
9910,"1 min."
9911,"27 min."
9912,"1 min."
9913,"45 min."
9914,"24 min. per ep."
9915,"23 min. per ep."
9916,"2 min. per ep."
9917,"1 hr. 35 min."
9918,"5 min."
9919,"5 min."
9920,"10 min."
9921,"15 min."
9922,"24 min. per ep."
9923,"5 min. per ep."
9924,"7 min. per ep."
9925,"25 min."
9926,"8 min. per ep."
9927,"2 min."
9928,"3 min. per ep."
9929,"30 sec."
9930,"30 min. per ep."
9931,"25 min."
9932,"9 min. per ep."
9933,"13 min. per ep."
9934,"47 min."
9935,"24 min. per ep."
9936,"10 min. per ep."
9937,"3 min. per ep."
9938,"2 min."
9939,"2 min."
9940,"2 min."
9941,"40 min."
9942,"3 min."
9943,"24 min."
9944,"12 min."
9945,"16 sec."
9946,"1 min. per ep."
9947,"5 min."
9948,"23 min. per ep."
9949,"9 min. per ep."
9950,"4 min."
9951,"2 min."
9952,"2 min."
9953,"2 min."
9954,"22 min."
9955,"5 min. per ep."
9956,"48 min."
9957,"26 min."
9958,"50 min."
9959,"52 min."
9960,"30 min."
9961,"27 min."
9962,"3 min."
9963,"17 min. per ep."
9964,"25 min."
9965,"25 min."
9966,"14 min."
9967,"20 min."
9968,"11 min."
9969,"4 min."
9970,"4 min."
9971,"10 min."
9972,"29 min."
9973,"28 min. per ep."
9974,"3 min."
9975,"23 min."
9976,"1 min."
9977,"24 min. per ep."
9978,"15 sec."
9979,"3 min."
9980,"5 min. per ep."
9981,"5 min."
9982,"4 min."
9983,"5 min."
9984,"15 sec. per ep."
9985,"1 min."
9986,"45 min. per ep."
9987,"30 min."
9988,"5 min. per ep."
9989,"5 min. per ep."
9990,"5 min. per ep."
9991,"5 min. per ep."
9992,"5 min."
9993,"3 min."
9994,NULL
9995,NULL
9996,"6 min."
9997,"5 min. per ep."
9998,"5 min. per ep."
9999,"5 min. per ep."
10000,"1 min. per ep."
10001,"2 min."
10002,"41 sec. per ep."
10003,"1 min."
10004,"5 min. per ep."
10005,"5 min. per ep."
10006,"5 min. per ep."
10007,"1 min."
10008,"1 min."
10009,"24 min."
10010,"48 min."
10011,"5 min."
10012,"5 min. per ep."
10013,"5 min. per ep."
10014,"5 min. per ep."
10015,"5 min. per ep."
10016,"5 min. per ep."
10017,"5 min. per ep."
10018,"5 min. per ep."
10019,"24 min."
10020,"24 min. per ep."
10021,"2 min."
10022,"2 min."
10023,"2 min."
10024,"2 min."
10025,"2 min."
10026,"5 min. per ep."
10027,"5 min. per ep."
10028,"5 min. per ep."
10029,"5 min. per ep."
10030,"5 min."
10031,"5 min."
10032,"5 min."
10033,"5 min."
10034,"5 min."
10035,"5 min. per ep."
10036,"5 min. per ep."
10037,"5 min. per ep."
10038,"20 min."
10039,"5 min."
10040,"5 min."
10041,"5 min."
10042,"5 min."
10043,"5 min."
10044,"5 min."
10045,"5 min."
10046,"5 min. per ep."
10047,"25 min."
10048,"25 min."
10049,"25 min."
10050,"23 min."
10051,"15 min. per ep."
10052,"15 min. per ep."
10053,"15 min."
10054,"10 min."
10055,"10 min."
10056,"10 min."
10057,"15 min."
10058,"23 min."
10059,"5 min."
10060,"15 min."
10061,"11 min."
10062,"9 min."
10063,"7 min."
10064,"9 min."
10065,"29 min."
10066,"30 min. per ep."
10067,"16 min."
10068,"11 min."
10069,"3 min."
10070,"23 min. per ep."
10071,"1 min."
10072,"12 min. per ep."
10073,"12 min. per ep."
10074,"27 sec."
10075,"32 min."
10076,"25 min."
10077,"4 min."
10078,"7 min."
10079,"4 min."
10080,"24 min."
10081,"3 min."
10082,"3 min."
10083,"3 min."
10084,"7 min."
10085,"22 min."
10086,"7 min."
10087,"5 min."
10088,"3 min."
10089,"7 min."
10090,"6 min."
10091,"7 min."
10092,"7 min."
10093,"2 min."
10094,"4 min."
10095,"5 min."
10096,"5 min."
10097,"2 min."
10098,"1 min."
10099,"2 min."
10100,"3 min."
10101,"4 min."
10102,"3 min."
10103,"24 min. per ep."
10104,"11 min."
10105,"13 min."
10106,"25 min."
10107,"16 min. per ep."
10108,"4 min."
10109,"7 min."
10110,"1 min."
10111,"3 min."
10112,"1 min."
10113,"3 min."
10114,"4 min."
10115,"2 min. per ep."
10116,"25 min."
10117,"23 min."
10118,"4 min."
10119,"19 min. per ep."
10120,"20 min."
10121,"5 min. per ep."
10122,"15 min. per ep."
10123,"5 min."
10124,"35 min."
10125,"2 min. per ep."
10126,"30 sec."
10127,"3 min. per ep."
10128,"2 min. per ep."
10129,"2 min. per ep."
10130,"2 min. per ep."
10131,"5 min."
10132,"1 min. per ep."
10133,"3 min. per ep."
10134,"1 min. per ep."
10135,"2 min. per ep."
10136,"1 min. per ep."
10137,"11 min."
10138,"3 min."
10139,"5 min. per ep."
10140,"1 hr. 29 min."
10141,"50 min."
10142,"5 min."
10143,"24 min. per ep."
10144,NULL
10145,"1 min."
10146,"4 min."
10147,"3 min."
10148,"2 min."
10149,"6 min."
10150,"5 min."
10151,"1 min."
10152,"7 min."
10153,"5 min."
10154,"3 min."
10155,"8 min."
10156,"26 min."
10157,"23 min. per ep."
10158,"23 min. per ep."
10159,"23 min. per ep."
10160,"21 min."
10161,"19 min."
10162,"10 min."
10163,"23 min."
10164,"4 min."
10165,"21 min."
10166,"2 min."
10167,"2 min."
10168,"2 min."
10169,"42 sec."
10170,"24 min. per ep."
10171,"27 min."
10172,"26 min."
10173,"31 min."
10174,"15 min."
10175,"20 min."
10176,"5 min. per ep."
10177,"5 min. per ep."
10178,"5 min. per ep."
10179,"5 min. per ep."
10180,"1 min. per ep."
10181,"52 min."
10182,"51 min."
10183,"57 min."
10184,"1 hr. 3 min."
10185,"16 min."
10186,"1 hr. 13 min."
10187,"4 min. per ep."
10188,"25 min. per ep."
10189,"16 min."
10190,"1 hr. 45 min."
10191,"25 min. per ep."
10192,"4 min. per ep."
10193,"10 min. per ep."
10194,"14 sec."
10195,"1 min. per ep."
10196,"21 min. per ep."
10197,"14 min. per ep."
10198,"24 min. per ep."
10199,"1 hr."
10200,"2 min."
10201,"6 min."
10202,"4 min."
10203,"3 min."
10204,"3 min."
10205,"1 hr. 22 min."
10206,"1 min. per ep."
10207,"13 min."
10208,"1 hr. 15 min."
10209,"12 min."
10210,"4 min."
10211,"16 min. per ep."
10212,"55 min."
10213,"1 min."
10214,"1 min."
10215,"21 min. per ep."
10216,"20 min."
10217,"12 min."
10218,"9 min."
10219,"19 min."
10220,"1 hr. 10 min."
10221,"6 min."
10222,"9 min."
10223,"3 min."
10224,"6 min."
10225,"5 min."
10226,"2 min."
10227,"1 hr. 38 min."
10228,"19 min. per ep."
10229,"27 min. per ep."
10230,"17 min."
10231,"16 min."
10232,"18 min."
10233,"20 min."
10234,"13 min."
10235,"19 min."
10236,"18 min."
10237,"3 min. per ep."
10238,"26 min."
10239,"9 min."
10240,"26 min."
10241,"10 min."
10242,"17 min."
10243,"2 min."
10244,"26 sec. per ep."
10245,"26 min. per ep."
10246,"26 min. per ep."
10247,"18 min."
10248,"4 min. per ep."
10249,"3 min."
10250,"3 min."
10251,"6 min."
10252,"20 min."
10253,"20 min."
10254,"3 min."
10255,"2 min."
10256,"9 min."
10257,"8 min."
10258,"2 min."
10259,"4 min."
10260,"36 sec."
10261,"5 min."
10262,"2 min."
10263,"2 min."
10264,"2 min."
10265,"4 min."
10266,"5 min."
10267,"5 min."
10268,"12 min. per ep."
10269,"9 min."
10270,"23 min. per ep."
10271,"37 sec."
10272,"16 sec."
10273,"4 min."
10274,"2 min."
10275,"8 min."
10276,"7 min."
10277,"4 min."
10278,"4 min."
10279,"3 min."
10280,"30 min."
10281,"50 min."
10282,"1 min."
10283,"16 sec."
10284,NULL
10285,"5 min."
10286,"9 min."
10287,"5 min. per ep."
10288,"12 min. per ep."
10289,"23 min. per ep."
10290,"23 min. per ep."
10291,"11 min."
10292,"10 min."
10293,"1 hr. 8 min."
10294,"4 min. per ep."
10295,"2 min. per ep."
10296,"25 min. per ep."
10297,"25 min. per ep."
10298,"25 min. per ep."
10299,"24 min. per ep."
10300,"22 min. per ep."
10301,"13 min."
10302,"24 min. per ep."
10303,"50 min."
10304,"11 min."
10305,"2 min."
10306,"24 min. per ep."
10307,"20 min."
10308,"46 min."
10309,"1 hr. 15 min."
10310,"1 hr. 21 min."
10311,"10 min."
10312,"30 min."
10313,"1 hr. 25 min."
10314,"4 min. per ep."
10315,NULL
10316,"4 min."
10317,"13 min."
10318,"20 min. per ep."
10319,"28 min."
10320,"30 min. per ep."
10321,"3 min."
10322,"23 min."
10323,"22 min."
10324,"21 min."
10325,"21 min."
10326,"2 min."
10327,"2 min."
10328,"2 min."
10329,"2 min."
10330,"2 min."
10331,"1 min."
10332,"15 sec. per ep."
10333,"58 sec. per ep."
10334,"2 min."
10335,"2 min."
10336,"2 min."
10337,"2 min."
10338,"6 min."
10339,"1 min."
10340,"3 min. per ep."
10341,"3 min."
10342,"24 min. per ep."
10343,"1 min."
10344,"1 min."
10345,"3 min."
10346,"1 hr. 20 min."
10347,"1 hr. 12 min."
10348,"1 hr. 12 min."
10349,"1 hr. 20 min."
10350,"1 hr. 26 min."
10351,"1 min."
10352,"3 min."
10353,"2 min."
10354,"8 min."
10355,"5 min."
10356,"52 min."
10357,"1 min. per ep."
10358,"1 min. per ep."
10359,"1 min. per ep."
10360,"1 min."
10361,"1 min. per ep."
10362,"1 min. per ep."
10363,"22 min."
10364,"24 min. per ep."
10365,"9 min."
10366,"14 min."
10367,"3 min. per ep."
10368,"27 min."
10369,"1 min."
10370,"3 min. per ep."
10371,"21 min."
10372,"5 min."
10373,"1 hr. 26 min."
10374,"38 min."
10375,"5 min. per ep."
10376,"1 hr. 24 min. per ep."
10377,"12 min. per ep."
10378,"25 min."
10379,"5 min. per ep."
10380,"32 min."
10381,"2 min. per ep."
10382,"2 min. per ep."
10383,"2 min. per ep."
10384,"2 min."
10385,"2 min. per ep."
10386,"2 min. per ep."
10387,"2 min."
10388,"8 min."
10389,"22 min. per ep."
10390,"3 min."
10391,"11 min."
10392,"10 min."
10393,"2 min."
10394,"2 min."
10395,"1 min."
10396,"4 min."
10397,"2 min."
10398,"2 min."
10399,"12 min."
10400,"2 min."
10401,"3 min."
10402,"2 min."
10403,"3 min. per ep."
10404,"8 min."
10405,"24 min."
10406,"1 hr. 35 min. per ep."
10407,"23 min. per ep."
10408,"23 min."
10409,"1 hr. 2 min."
10410,"1 min. per ep."
10411,"1 hr. 30 min. per ep."
10412,"4 min."
10413,"3 min."
10414,"2 min."
10415,"2 min."
10416,"1 hr. 13 min."
10417,"24 min. per ep."
10418,"23 min."
10419,"2 min."
10420,NULL
10421,NULL
10422,"5 min."
10423,"6 min."
10424,"2 min."
10425,"3 min."
10426,"3 min."
10427,"6 min."
10428,"10 min."
10429,NULL
10430,"1 hr. 15 min."
10431,"24 min. per ep."
10432,NULL
10433,"7 min."
10434,"3 min."
10435,"5 min. per ep."
10436,"24 min. per ep."
10437,"3 min."
10438,"31 min. per ep."
10439,"29 min. per ep."
10440,"5 min."
10441,"6 min. per ep."
10442,"1 hr. 21 min."
10443,"1 hr. 17 min. per ep."
10444,"23 min."
10445,"23 min. per ep."
10446,"1 min. per ep."
10447,"15 min."
10448,"15 min."
10449,"1 hr. 33 min."
10450,"1 hr. 27 min."
10451,"21 min. per ep."
10452,"24 min. per ep."
10453,"1 hr. 18 min."
10454,"23 min. per ep."
10455,"10 min."
10456,"1 min. per ep."
10457,"1 hr. 8 min."
10458,"5 min. per ep."
10459,"12 min."
10460,"23 min. per ep."
10461,"21 min. per ep."
10462,"24 min."
10463,"1 hr. 6 min."
10464,"23 min. per ep."
10465,"1 min. per ep."
10466,"2 min. per ep."
10467,"1 hr. 30 min. per ep."
10468,"48 min."
10469,"23 min. per ep."
10470,"11 min."
10471,"3 min."
10472,"5 min."
10473,"5 min."
10474,"3 min."
10475,"5 min."
10476,"3 min."
10477,"3 min."
10478,"5 min."
10479,"4 min."
10480,"3 min."
10481,"3 min."
10482,"5 min."
10483,"1 min."
10484,"6 min."
10485,"1 min. per ep."
10486,"1 hr. 38 min."
10487,"24 min. per ep."
10488,"1 hr."
10489,"24 min. per ep."
10490,"1 hr. 35 min."
10491,"7 min. per ep."
10492,"2 min."
10493,"1 hr. 11 min."
10494,"22 min."
10495,"23 min. per ep."
10496,"1 hr. 28 min."
10497,"23 min."
10498,"2 min. per ep."
10499,"23 min. per ep."
10500,"24 min. per ep."
10501,"13 min."
10502,"15 min."
10503,"24 min."
10504,"26 min."
10505,"24 min. per ep."
10506,"24 min. per ep."
10507,"7 min. per ep."
10508,"24 min. per ep."
10509,"15 min. per ep."
10510,"30 sec. per ep."
10511,"13 min."
10512,"5 min."
10513,"4 min."
10514,"5 min."
10515,"16 sec."
10516,"2 min."
10517,"2 min."
10518,"2 min."
10519,"2 min."
10520,"2 min."
10521,"6 min."
10522,"3 min."
10523,"2 min."
10524,"29 min."
10525,"11 min."
10526,"6 min. per ep."
10527,"12 min. per ep."
10528,"1 min. per ep."
10529,"8 min. per ep."
10530,"1 hr. 29 min."
10531,"1 hr. 50 min."
10532,"5 min. per ep."
10533,"6 min."
10534,"53 min."
10535,"13 min."
10536,"3 min."
10537,"3 min."
10538,"1 min."
10539,"2 min."
10540,"6 min."
10541,"5 min."
10542,"4 min."
10543,"2 min."
10544,"7 min. per ep."
10545,"2 min. per ep."
