anime_id,duration
4334,"21 min."
4335,"45 min."
4336,"24 min."
4337,"20 min. per ep."
4338,"6 min."
4339,"1 hr. 26 min."
4340,"25 min."
4341,"3 min."
4342,"8 min."
4343,"4 min."
4344,"5 min."
4345,"8 min."
4346,"15 min."
4347,"15 min."
4348,"10 min."
4349,"48 min. per ep."
4350,"3 min. per ep."
4351,"1 hr. 33 min."
4352,"1 min."
4353,"12 min. per ep."
4354,"25 min. per ep."
4355,"1 hr. 24 min."
4356,"10 min. per ep."
4357,"25 min. per ep."
4358,"1 hr. 14 min."
4359,"1 hr. 9 min."
4360,"24 min. per ep."
4361,"29 min."
4362,"40 min. per ep."
4363,"25 min. per ep."
4364,"24 min. per ep."
4365,"24 min. per ep."
4366,"1 hr. 40 min."
4367,"27 min."
4368,"32 min."
4369,"50 min."
4370,"1 hr. 20 min."
4371,"1 hr. 11 min."
4372,"30 min. per ep."
4373,"55 min."
4374,"30 min."
4375,"29 min."
4376,"30 min. per ep."
4377,"43 min."
4378,"1 hr. 20 min."
4379,"30 min. per ep."
4380,"48 min."
4381,"1 hr. 13 min."
4382,"57 min."
4383,"20 min. per ep."
4384,"1 hr. 24 min."
4385,"20 min. per ep."
4386,"24 min. per ep."
4387,"23 min. per ep."
4388,"1 hr. 31 min."
4389,"24 min. per ep."
4390,"5 min."
4391,"24 min. per ep."
4392,"8 min. per ep."
4393,"50 min."
4394,"2 min. per ep."
4395,"24 min. per ep."
4396,"30 min. per ep."
4397,"25 min. per ep."
4398,"24 min. per ep."
4399,"24 min. per ep."
4400,"24 min. per ep."
4401,"23 min."
4402,"5 min. per ep."
4403,"22 min. per ep."
4404,"50 min. per ep."
4405,"17 min."
4406,"42 min."
4407,"22 min. per ep."
4408,"30 min. per ep."
4409,"30 min. per ep."
4410,"22 min."
4411,"25 min. per ep."
4412,"1 hr. 38 min."
4413,"30 min."
4414,"23 min."
4415,"23 min. per ep."
4416,"25 min. per ep."
4417,"30 min."
4418,"29 min. per ep."
4419,"1 hr. 30 min."
4420,"24 min. per ep."
4421,"3 min. per ep."
4422,"30 min."
4423,"48 min."
4424,"24 min. per ep."
4425,"50 min. per ep."
4426,"1 hr. 56 min."
4427,"23 min. per ep."
4428,"23 min."
4429,"30 min. per ep."
4430,"22 min. per ep."
4431,"1 hr. 50 min."
4432,"29 min. per ep."
4433,"25 min. per ep."
4434,"25 min. per ep."
4435,"45 min."
4436,"30 min. per ep."
4437,"1 hr. 11 min."
4438,"23 min."
4439,"1 min. per ep."
4440,"27 min. per ep."
4441,"24 min. per ep."
4442,"23 min. per ep."
4443,"2 min. per ep."
4444,"1 hr. 23 min."
4445,"1 hr. 30 min."
4446,"1 hr. 32 min."
4447,"40 min."
4448,"4 min. per ep."
4449,"48 min."
4450,"4 min. per ep."
4451,"1 hr. 10 min."
4452,"23 min. per ep."
4453,"59 min."
4454,"45 min."
4455,"24 min. per ep."
4456,"5 min. per ep."
4457,"30 min."
4458,"45 min. per ep."
4459,"47 min."
4460,"23 min. per ep."
4461,"1 min. per ep."
4462,"25 min. per ep."
4463,"22 min. per ep."
4464,"1 hr. 45 min."
4465,"25 min. per ep."
4466,"24 min. per ep."
4467,"6 min. per ep."
4468,"30 min. per ep."
4469,"30 min. per ep."
4470,"20 min."
4471,"5 min. per ep."
4472,"24 min. per ep."
4473,"5 min. per ep."
4474,"3 min. per ep."
4475,"45 min."
4476,"4 min."
4477,"37 min."
4478,"23 min."
4479,"1 hr. 21 min."
4480,"28 min."
4481,"23 min."
4482,"25 min."
4483,"54 min. per ep."
4484,"1 hr. 25 min."
4485,"27 min."
4486,"24 min."
4487,"22 min. per ep."
4488,"25 min. per ep."
4489,"24 min. per ep."
4490,"1 hr. 30 min."
4491,"24 min. per ep."
4492,"1 hr. 39 min."
4493,"1 hr. 34 min."
4494,"28 min."
4495,"30 min."
4496,"24 min."
4497,"30 min."
4498,"21 min."
4499,"20 min. per ep."
4500,"30 min. per ep."
4501,"5 min. per ep."
4502,"25 min."
4503,"4 min."
4504,"24 min. per ep."
4505,"1 hr. 10 min."
4506,"24 min. per ep."
4507,"24 min. per ep."
4508,"25 min. per ep."
4509,"2 min. per ep."
4510,"22 min. per ep."
4511,"24 min. per ep."
4512,"5 min."
4513,"1 hr. 36 min."
4514,"1 hr. 45 min."
4515,"30 min. per ep."
4516,"15 min. per ep."
4517,"28 min."
4518,"40 min. per ep."
4519,"30 min. per ep."
4520,"20 min."
4521,"30 sec. per ep."
4522,"30 min. per ep."
4523,"12 min. per ep."
4524,"22 min."
4525,"7 min. per ep."
4526,"24 min. per ep."
4527,"30 min. per ep."
4528,"24 min."
4529,"24 min."
4530,"26 min."
4531,"42 min."
4532,"46 min."
4533,"48 min."
4534,"36 min."
4535,"20 min."
4536,"43 min."
4537,"25 min. per ep."
4538,"22 min."
4539,"1 hr. 5 min."
4540,"25 min. per ep."
4541,"23 min."
4542,"2 hr."
4543,"5 min."
4544,"45 min. per ep."
4545,"4 min. per ep."
4546,"1 min. per ep."
4547,"25 min. per ep."
4548,"4 min."
4549,"30 min."
4550,"25 min. per ep."
4551,"21 min."
4552,"12 min. per ep."
4553,"24 min. per ep."
4554,"1 hr. 35 min."
4555,"1 min."
4556,"26 min."
4557,"4 min. per ep."
4558,"22 min."
4559,"1 hr. 2 min. per ep."
4560,"28 min. per ep."
4561,"23 min."
4562,"10 min."
4563,"24 min. per ep."
4564,"24 min."
4565,"5 min."
4566,"4 min."
4567,"1 hr. 7 min."
4568,"8 min. per ep."
4569,"1 hr. 22 min."
4570,"23 min. per ep."
4571,"24 min. per ep."
4572,"23 min. per ep."
4573,"28 min."
4574,"27 min."
4575,"24 min. per ep."
4576,"6 min. per ep."
4577,"46 min. per ep."
4578,"3 min."
4579,"3 min."
4580,"24 min."
4581,"25 min. per ep."
4582,"4 min."
4583,"4 min."
4584,"30 min. per ep."
4585,"1 hr. 40 min."
4586,"6 min. per ep."
4587,"15 min."
4588,"11 min."
4589,"47 min."
4590,"15 min. per ep."
4591,"31 min. per ep."
4592,"2 min. per ep."
4593,"24 min. per ep."
4594,"6 min."
4595,"3 min. per ep."
4596,"22 min."
4597,"26 min. per ep."
4598,"20 min. per ep."
4599,"43 min."
4600,"25 min. per ep."
4601,"25 min. per ep."
4602,"1 hr. 39 min."
4603,"24 min."
4604,"16 min."
4605,"30 min. per ep."
4606,"1 hr. 42 min."
4607,"30 min. per ep."
4608,"5 min. per ep."
4609,"9 min."
4610,"11 min. per ep."
4611,"8 min. per ep."
4612,"15 min."
4613,"3 min. per ep."
4614,"1 min. per ep."
4615,"30 min."
4616,"38 min."
4617,"24 min. per ep."
4618,"5 min. per ep."
4619,"25 min. per ep."
4620,"23 min. per ep."
4621,"24 min. per ep."
4622,"18 min."
4623,"1 hr. 30 min."
4624,"1 hr. 27 min."
4625,"9 min."
4626,"20 min. per ep."
4627,"7 min. per ep."
4628,"5 min. per ep."
4629,"1 hr. 11 min."
4630,"5 min. per ep."
4631,"1 hr. 10 min."
4632,"30 min. per ep."
4633,"30 min. per ep."
4634,"3 min."
4635,"4 min."
4636,"30 min."
4637,"24 min. per ep."
4638,"4 min."
4639,"16 min."
4640,"1 hr. 10 min."
4641,"20 min."
4642,"25 min. per ep."
4643,"28 min. per ep."
4644,"4 min. per ep."
4645,"3 min."
4646,"27 min."
4647,"22 min."
4648,"5 min. per ep."
4649,"28 min. per ep."
4650,"24 min. per ep."
4651,"24 min. per ep."
4652,"30 min. per ep."
4653,"22 min."
4654,"23 min."
4655,"13 min. per ep."
4656,"24 min. per ep."
4657,"24 min. per ep."
4658,"23 min."
4659,"30 min. per ep."
4660,"2 min."
4661,"1 hr. 38 min."
4662,"50 min. per ep."
4663,"2 min. per ep."
4664,"3 min."
4665,"23 min. per ep."
4666,"1 hr. 50 min."
4667,"30 min."
4668,"30 min."
4669,"1 hr. 1 min."
4670,"25 min. per ep."
4671,"3 min."
4672,"24 min. per ep."
4673,"24 min."
4674,"24 min. per ep."
4675,"24 min. per ep."
4676,"30 min. per ep."
4677,"23 min. per ep."
4678,"1 hr. 32 min."
4679,"1 min."
4680,"24 min. per ep."
4681,"15 min."
4682,"4 min."
4683,"8 min. per ep."
4684,"2 min. per ep."
4685,"4 min."
4686,"4 min."
4687,"1 hr. 52 min."
4688,"1 hr. 6 min."
4689,"24 min. per ep."
4690,"22 min. per ep."
4691,"1 hr. 42 min."
4692,"24 min. per ep."
4693,"18 min."
4694,"25 min. per ep."
4695,"4 min."
4696,"30 min. per ep."
4697,"30 min. per ep."
4698,"40 min. per ep."
4699,"1 hr. 30 min."
4700,"30 min. per ep."
4701,"25 min. per ep."
4702,"30 min."
4703,"30 min. per ep."
4704,"1 hr. 34 min."
4705,"30 min. per ep."
4706,"1 hr. 12 min."
4707,"23 min. per ep."
4708,"24 min. per ep."
4709,"3 min. per ep."
4710,"3 min. per ep."
4711,"24 min. per ep."
4712,"4 min."
4713,"24 min. per ep."
4714,"25 min. per ep."
4715,"30 min."
4716,"57 min. per ep."
4717,"6 min. per ep."
4718,"24 min. per ep."
4719,"25 min. per ep."
4720,"1 hr. 12 min."
4721,"23 min. per ep."
4722,"7 min. per ep."
4723,"1 hr. 33 min."
4724,"48 min."
4725,"1 hr. 33 min."
4726,"16 min."
4727,"5 min."
4728,"18 min. per ep."
4729,"24 min. per ep."
4730,"24 min. per ep."
4731,"23 min."
4732,"11 min."
4733,"24 min. per ep."
4734,"8 min."
4735,"8 min."
4736,"8 min."
4737,"8 min."
4738,"1 hr. 56 min."
4739,"2 min."
4740,"25 min. per ep."
4741,"51 min."
4742,"23 min. per ep."
4743,"23 min. per ep."
4744,"4 min."
4745,"10 min. per ep."
4746,"58 min."
4747,"22 min."
4748,"25 min. per ep."
4749,"12 min. per ep."
4750,"26 min."
4751,"23 min."
4752,"15 min. per ep."
4753,"1 hr. 13 min."
4754,"10 min."
4755,"2 min. per ep."
4756,"23 min."
4757,"24 min. per ep."
4758,"40 min."
4759,"24 min. per ep."
4760,"5 min. per ep."
4761,"7 min."
4762,"10 min."
4763,"1 min."
4764,"10 min."
4765,"1 min."
4766,"1 min."
4767,"9 min."
4768,"1 min."
4769,"1 min."
4770,"10 min."
4771,"9 min."
4772,"8 min."
4773,"1 min."
4774,"5 min."
4775,"1 min."
4776,"6 min."
4777,"10 min."
4778,"9 min."
4779,"3 min."
4780,"9 min."
4781,"9 min."
4782,"8 min."
4783,"1 min."
4784,"1 min."
4785,"1 min."
4786,"1 min."
4787,"1 hr. 54 min."
4788,"4 min."
4789,"36 min."
4790,"14 min."
4791,"23 min."
4792,"35 min. per ep."
4793,"16 min. per ep."
4794,"25 min. per ep."
4795,"1 hr. 5 min."
4796,"24 min. per ep."
4797,"20 min."
4798,"1 min."
4799,"24 min. per ep."
4800,"4 min. per ep."
4801,"24 min."
4802,"3 min. per ep."
4803,"2 min. per ep."
4804,"24 min. per ep."
4805,"11 min. per ep."
4806,"30 min. per ep."
4807,"30 min. per ep."
4808,"30 min. per ep."
4809,"23 min. per ep."
4810,"4 min. per ep."
4811,"25 min. per ep."
4812,"25 min. per ep."
4813,"23 min. per ep."
4814,"25 min. per ep."
4815,"28 min."
4816,"28 min."
4817,"22 sec. per ep."
4818,"1 hr. 46 min."
4819,"25 min. per ep."
4820,"23 min. per ep."
4821,"23 min. per ep."
4822,"24 min. per ep."
4823,"1 hr. 40 min."
4824,"2 hr. 3 min."
4825,"1 hr. 38 min."
4826,"28 min."
4827,"4 min."
4828,"1 hr. 54 min."
4829,"1 hr. 53 min."
4830,"27 min."
4831,"1 hr. 34 min."
4832,"10 min."
4833,"8 min. per ep."
4834,"3 min. per ep."
4835,"24 min."
4836,"9 min."
4837,"49 min."
4838,"2 min."
4839,"33 min."
4840,"24 min. per ep."
4841,"9 min."
4842,"24 min."
4843,"6 min."
4844,"53 min."
4845,"25 min. per ep."
4846,"25 min. per ep."
4847,"23 min. per ep."
4848,"24 min. per ep."
4849,"14 min."
4850,"1 hr. 51 min."
4851,"24 min. per ep."
4852,"19 min. per ep."
4853,"25 min. per ep."
4854,"24 min. per ep."
4855,"1 hr. 55 min."
4856,"30 min. per ep."
4857,"21 min."
4858,"1 hr. 39 min."
4859,"25 min. per ep."
4860,"39 min."
4861,"13 min."
4862,"16 min."
4863,"3 min. per ep."
4864,"21 min. per ep."
4865,"1 hr. 51 min."
4866,"3 min. per ep."
4867,"2 min. per ep."
4868,"4 min."
4869,"22 min."
4870,"9 min."
4871,"4 min."
4872,"9 min."
4873,"5 min."
4874,"7 min."
4875,"2 min."
4876,"9 min."
4877,"3 min."
4878,"13 min."
4879,"6 min."
4880,"40 sec. per ep."
4881,"26 min. per ep."
4882,"1 hr. 31 min."
4883,"23 min. per ep."
4884,"28 min. per ep."
4885,"29 min. per ep."
4886,"24 min. per ep."
4887,"23 min. per ep."
4888,"52 min."
4889,"5 min."
4890,"24 min. per ep."
4891,"24 min. per ep."
4892,"1 min."
4893,"24 min. per ep."
4894,"23 min. per ep."
4895,"21 min. per ep."
4896,"3 min. per ep."
4897,"23 min. per ep."
4898,"25 min. per ep."
4899,"30 min."
4900,"23 min. per ep."
4901,"25 min. per ep."
4902,"3 min."
4903,"25 min. per ep."
4904,"35 min."
4905,"48 min."
4906,"2 min."
4907,"9 min."
4908,"45 min. per ep."
4909,"25 min. per ep."
4910,"1 hr. 24 min."
4911,"45 min."
4912,"2 hr. 15 min."
4913,"24 min. per ep."
4914,"23 min. per ep."
4915,"25 min."
4916,"27 min."
4917,"25 min."
4918,"31 min."
4919,"20 min."
4920,"23 min. per ep."
4921,"30 min. per ep."
4922,"5 min. per ep."
4923,"21 min."
4924,"19 min."
4925,"7 min."
4926,"2 min. per ep."
4927,"11 min. per ep."
4928,"3 min. per ep."
4929,"19 min. per ep."
4930,"30 min. per ep."
4931,"30 min. per ep."
4932,"3 min. per ep."
4933,"59 min."
4934,"23 min. per ep."
4935,"5 min. per ep."
4936,"10 min. per ep."
4937,"1 hr. 54 min."
4938,"16 min. per ep."
4939,"22 min."
4940,"5 min."
4941,"12 min."
4942,"24 min. per ep."
4943,"5 min. per ep."
4944,"2 min. per ep."
4945,"1 hr. 24 min."
4946,"56 min."
4947,"13 min."
4948,"19 min."
4949,"12 min."
4950,"8 min."
4951,"30 sec. per ep."
4952,"28 min. per ep."
4953,"30 min. per ep."
4954,"27 min. per ep."
4955,"32 min."
4956,"28 min. per ep."
4957,"1 hr. 30 min. per ep."
4958,"27 min."
4959,"30 min. per ep."
4960,"43 min. per ep."
4961,"16 min."
4962,"1 hr."
4963,"30 min. per ep."
4964,"2 min."
4965,"2 min."
4966,"24 min."
4967,"25 min."
4968,"23 min."
4969,"25 min. per ep."
4970,"2 hr. 2 min."
4971,"2 hr. 42 min."
4972,"1 hr. 30 min."
4973,"2 min. per ep."
4974,"54 min."
4975,"54 min."
4976,"26 min."
4977,"24 min. per ep."
4978,"2 hr. 10 min."
4979,"1 hr. 20 min."
4980,"24 min. per ep."
4981,"35 min. per ep."
4982,"2 min."
4983,"6 min."
4984,"40 min."
4985,"1 hr. 40 min."
4986,"27 min."
4987,"53 min."
4988,"7 min. per ep."
4989,"1 hr. 21 min."
4990,"25 min."
4991,"25 min. per ep."
4992,"8 min."
4993,"10 min. per ep."
4994,"25 min. per ep."
4995,"29 min. per ep."
4996,"5 min."
4997,"10 min."
4998,"25 min. per ep."
4999,"12 min. per ep."
5000,"3 min."
5001,"23 min. per ep."
5002,"18 min."
5003,"31 min."
5004,"40 min."
5005,"4 min."
5006,"4 min."
5007,"1 min. per ep."
5008,"1 min."
5009,"14 min."
5010,"4 min."
5011,"1 min. per ep."
5012,"5 min. per ep."
5013,"30 min."
5014,"30 min. per ep."
5015,"30 min."
5016,"10 min. per ep."
5017,"20 min."
5018,"2 min. per ep."
5019,"1 hr. 46 min."
5020,"32 sec."
5021,"9 min. per ep."
5022,"23 min."
5023,"1 hr. 35 min."
5024,"1 hr. 33 min."
5025,"3 min."
5026,"10 min."
5027,"25 min."
5028,"24 min. per ep."
5029,"37 min."
5030,"1 min."
5031,"4 min."
5032,"45 min."
5033,"9 min."
5034,"5 min."
5035,"8 min."
5036,"6 min."
5037,"13 min."
5038,"11 min."
5039,"9 min."
5040,"11 min."
5041,"5 min."
5042,"1 hr. 10 min."
5043,"11 min. per ep."
5044,"5 min."
5045,"2 min."
5046,"27 min. per ep."
5047,"30 min."
5048,"10 min."
5049,"23 min. per ep."
5050,"33 min."
5051,"10 min."
5052,"10 min."
5053,"9 min."
5054,"9 min."
5055,"25 min."
5056,"16 min."
5057,"1 hr. 58 min."
5058,"23 min. per ep."
5059,"58 min."
5060,"29 min."
5061,"21 min."
5062,"25 min. per ep."
5063,"1 hr. per ep."
5064,"3 min. per ep."
5065,"1 min. per ep."
5066,"2 min."
5067,"24 min."
5068,"17 min. per ep."
5069,"23 min. per ep."
5070,"30 min."
5071,"25 min."
5072,"24 min. per ep."
5073,"30 min. per ep."
5074,"30 min. per ep."
5075,"30 min. per ep."
5076,"23 min. per ep."
5077,"24 min. per ep."
5078,"37 min."
5079,"24 min. per ep."
5080,"24 min. per ep."
5081,"2 min. per ep."
5082,"35 min."
5083,"1 hr. 38 min."
5084,"28 min. per ep."
5085,"10 min. per ep."
5086,"1 hr. 23 min."
5087,"31 min."
5088,"30 min. per ep."
5089,"13 min. per ep."
5090,"3 min."
5091,"25 min. per ep."
5092,"18 min."
5093,"20 min. per ep."
5094,"1 hr. 14 min. per ep."
5095,"24 min. per ep."
5096,"5 min. per ep."
5097,"14 min."
5098,"23 min. per ep."
5099,"39 sec. per ep."
5100,"24 min. per ep."
5101,"2 min. per ep."
5102,"24 min. per ep."
5103,"1 hr. 29 min."
5104,"51 min."
5105,"24 min. per ep."
5106,"8 min."
5107,"24 min. per ep."
5108,"24 min. per ep."
5109,"1 hr. 22 min."
5110,"25 min."
5111,"52 min."
5112,"15 min. per ep."
5113,"15 min."
5114,"24 min. per ep."
5115,"15 min. per ep."
5116,"16 min."
5117,"35 min."
5118,"1 hr. 36 min."
5119,"2 hr. 16 min."
5120,"2 hr. 28 min."
5121,"2 hr. 27 min."
5122,"11 min. per ep."
5123,"30 min. per ep."
5124,"5 min."
5125,"1 hr. 34 min."
5126,"30 min. per ep."
5127,"19 min."
5128,"12 min."
5129,"45 min."
5130,"24 min. per ep."
5131,"1 min. per ep."
5132,"5 min. per ep."
5133,"22 min. per ep."
5134,"3 min."
5135,"1 hr. 18 min."
5136,"17 min. per ep."
5137,"23 min."
5138,"3 min. per ep."
5139,"6 min. per ep."
5140,"25 min."
5141,"22 min."
5142,"3 min. per ep."
5143,"22 min. per ep."
5144,"1 hr. 25 min."
5145,"8 min. per ep."
5146,"5 min. per ep."
5147,"21 min. per ep."
5148,"24 min. per ep."
5149,"24 min. per ep."
5150,"4 min. per ep."
5151,"28 min."
5152,"25 min."
5153,"46 min."
5154,"24 min. per ep."
5155,"1 hr. 10 min."
5156,"11 min."
5157,"23 min. per ep."
5158,"1 hr. 21 min."
5159,"24 min. per ep."
5160,"21 min. per ep."
5161,"35 min."
5162,"4 min."
5163,"15 min."
5164,"30 min. per ep."
5165,"4 min. per ep."
5166,"17 min."
5167,"4 min."
5168,"42 min."
5169,"24 min. per ep."
5170,"1 hr."
5171,"28 min. per ep."
5172,"9 min."
5173,"6 min."
5174,"25 min. per ep."
5175,"18 min."
5176,"6 min. per ep."
5177,"24 min."
5178,"24 min."
5179,"6 min. per ep."
5180,"30 min. per ep."
5181,"23 min. per ep."
5182,"4 min. per ep."
5183,"3 min. per ep."
5184,"1 hr. 12 min."
5185,"1 hr. 19 min."
5186,"20 min."
5187,"49 min."
5188,"1 hr. 41 min."
5189,"2 min. per ep."
5190,"20 min. per ep."
5191,"30 min."
5192,"40 min."
5193,"24 min. per ep."
5194,"6 min. per ep."
5195,"4 min."
5196,"24 min. per ep."
5197,"24 min. per ep."
5198,"25 min. per ep."
5199,"31 min."
5200,"30 min. per ep."
5201,"13 min."
5202,"25 min. per ep."
5203,"15 min. per ep."
5204,"11 min."
5205,"1 hr. 44 min."
5206,"24 min. per ep."
5207,"24 min. per ep."
5208,"3 min. per ep."
5209,"8 min. per ep."
5210,"1 min. per ep."
5211,"35 min."
5212,"25 min."
5213,"30 min. per ep."
5214,"15 min. per ep."
5215,"5 min. per ep."
5216,"25 min. per ep."
5217,"4 min."
5218,"21 min. per ep."
5219,"6 min."
5220,"30 min. per ep."
5221,"17 min."
5222,"24 min. per ep."
5223,"29 min. per ep."
5224,"17 min. per ep."
5225,"1 hr. 4 min."
5226,"24 min. per ep."
5227,"1 hr. 25 min."
5228,"1 hr. 32 min."
5229,"1 hr. 30 min."
5230,"1 hr. 10 min."
5231,"26 min. per ep."
5232,"52 min."
5233,"50 min."
5234,"29 min. per ep."
5235,"30 min. per ep."
5236,"2 hr. 16 min."
5237,"1 hr. 15 min."
5238,"25 min. per ep."
5239,"22 min. per ep."
5240,"23 min. per ep."
5241,"13 min."
5242,"1 hr. 10 min."
5243,"1 hr. 14 min."
5244,"25 min. per ep."
5245,"25 min. per ep."
5246,"1 hr. 40 min."
5247,"2 hr. 7 min."
5248,"5 min. per ep."
5249,"1 hr. 23 min."
5250,"50 min."
5251,"46 min."
5252,"12 min."
5253,"24 min."
5254,"40 min."
5255,"49 min."
5256,"48 min."
5257,"30 min."
5258,"23 min."
5259,"25 min. per ep."
5260,"49 min."
5261,"29 min."
5262,"3 min. per ep."
5263,"30 min."
5264,"25 min. per ep."
5265,"4 min."
5266,"30 min."
5267,"10 min. per ep."
5268,"25 min. per ep."
5269,"24 min. per ep."
5270,"2 min."
5271,"13 min. per ep."
5272,"11 min."
5273,"10 min. per ep."
5274,"20 min."
5275,"25 min. per ep."
5276,"25 min. per ep."
5277,"2 min."
5278,"24 min. per ep."
5279,"3 min. per ep."
5280,"24 min. per ep."
5281,"48 min."
5282,"24 min."
5283,"5 min. per ep."
5284,"25 min."
5285,"25 min. per ep."
5286,"24 min. per ep."
5287,"24 min. per ep."
5288,"8 min."
5289,"4 min. per ep."
5290,"40 min."
5291,"25 min."
5292,"45 min."
5293,"55 min."
5294,"3 min."
5295,"30 sec. per ep."
5296,"45 min. per ep."
5297,"25 min. per ep."
5298,"25 min. per ep."
5299,"40 min. per ep."
5300,"25 min. per ep."
5301,"23 min. per ep."
5302,NULL
5303,"1 min. per ep."
5304,"1 hr. 16 min."
5305,"1 hr. 25 min."
5306,"1 hr. 34 min."
5307,"50 min."
5308,"39 min."
5309,"49 min."
5310,"3 min. per ep."
5311,"30 min. per ep."
5312,"24 min. per ep."
5313,"1 hr. 22 min."
5314,"25 min. per ep."
5315,"12 min. per ep."
5316,"27 min. per ep."
5317,"30 min."
5318,"29 min. per ep."
5319,"31 min."
5320,"28 min. per ep."
5321,"15 min. per ep."
5322,"53 min."
5323,"3 min. per ep."
5324,"24 min."
5325,"24 min. per ep."
5326,"20 min. per ep."
5327,"5 min."
5328,"1 min. per ep."
5329,"2 min. per ep."
5330,"56 min."
5331,"55 min."
5332,"25 min."
5333,"9 min."
5334,"5 min."
5335,"10 min."
5336,"24 min."
5337,"30 min."
5338,"5 min. per ep."
5339,"5 min. per ep."
5340,"5 min. per ep."
5341,"2 min. per ep."
5342,"1 hr. 10 min."
5343,"1 hr. 30 min."
5344,"1 hr. 35 min."
5345,"1 hr. 33 min."
5346,"1 hr. 37 min."
5347,"1 hr. 39 min."
5348,"1 hr. 50 min."
5349,"1 hr. 28 min."
5350,"1 hr. 30 min."
5351,"1 hr. 37 min."
5352,"1 hr. 28 min."
5353,"1 hr. 30 min."
5354,"1 hr. 33 min."
5355,"1 hr. 36 min."
5356,"1 hr. 40 min."
5357,"1 hr. 25 min."
5358,"25 min. per ep."
5359,"25 min. per ep."
5360,"24 min. per ep."
5361,"1 hr. 1 min."
5362,"23 min. per ep."
5363,"23 min. per ep."
5364,"5 min. per ep."
5365,"25 min. per ep."
5366,"25 min. per ep."
5367,"1 hr. 43 min."
5368,NULL
5369,"3 min."
5370,"1 hr. 30 min. per ep."
5371,"23 min. per ep."
5372,"24 min. per ep."
5373,"23 min. per ep."
5374,"14 min."
5375,"25 min. per ep."
5376,"5 min. per ep."
5377,"3 min. per ep."
5378,"42 min."
5379,"1 hr."
5380,"15 min."
5381,"24 min. per ep."
5382,"1 hr. 25 min."
5383,"25 min."
5384,"29 min. per ep."
5385,"28 min. per ep."
5386,"8 min."
5387,"32 min."
5388,"3 min. per ep."
5389,"22 min."
5390,"1 hr. 15 min."
5391,"24 min. per ep."
5392,"5 min. per ep."
5393,"5 min. per ep."
5394,"24 min. per ep."
5395,"52 sec."
5396,"1 hr. 38 min."
5397,"7 min."
5398,"7 min."
5399,"31 min."
5400,"13 min."
5401,"1 hr. 2 min."
5402,"22 min."
5403,"25 min."
5404,"1 hr. 31 min."
5405,"25 min. per ep."
5406,"12 min. per ep."
5407,"3 min. per ep."
5408,"51 min."
5409,"24 min. per ep."
5410,"5 min."
5411,"13 min. per ep."
5412,"25 min. per ep."
5413,"1 hr. 21 min."
5414,"24 min. per ep."
5415,"24 min."
5416,"23 min. per ep."
5417,"11 min."
5418,"26 min."
5419,"17 min."
5420,"24 min. per ep."
5421,"24 min. per ep."
5422,"31 min."
5423,"25 min. per ep."
5424,"1 hr. 30 min."
5425,"38 min."
5426,"25 min."
5427,"50 min."
5428,"5 min."
5429,"25 min. per ep."
5430,"1 hr. 7 min."
5431,"24 min. per ep."
5432,"20 min. per ep."
5433,"1 hr. 5 min."
5434,"1 hr. 45 min."
5435,"4 min."
5436,"25 min. per ep."
5437,"25 min. per ep."
5438,"2 hr. 5 min."
5439,"25 min. per ep."
5440,"1 hr. 29 min."
5441,"3 min. per ep."
5442,"4 min."
5443,"2 min."
5444,"24 min."
5445,"3 min."
5446,"25 min. per ep."
5447,"3 min."
5448,"3 min."
5449,"24 min. per ep."
5450,"2 min. per ep."
5451,"13 min."
5452,"29 min. per ep."
5453,"22 min."
5454,"45 min. per ep."
5455,"25 min. per ep."
5456,"2 min."
5457,"2 min."
5458,"1 min."
5459,"4 min. per ep."
5460,"15 min."
5461,"7 min. per ep."
5462,"30 min. per ep."
5463,"29 min. per ep."
5464,"30 min. per ep."
5465,"4 min."
5466,"2 min."
5467,"2 min."
5468,"5 min. per ep."
5469,"15 min."
5470,"27 min. per ep."
5471,"4 min."
5472,"2 min. per ep."
5473,"2 min."
5474,"1 min. per ep."
5475,"2 min."
5476,"24 min. per ep."
5477,"24 min. per ep."
5478,"1 hr. 30 min."
5479,"1 hr. 30 min."
5480,"2 min."
5481,"2 min."
5482,"2 min."
5483,"2 min."
5484,"25 min. per ep."
5485,"25 min."
5486,"6 min."
5487,"2 min."
5488,"2 min."
5489,"5 min."
5490,"2 min."
5491,"6 min. per ep."
5492,"2 min. per ep."
5493,"25 min."
5494,"21 min."
5495,"2 min."
5496,"4 min."
5497,"2 min."
5498,"2 min."
5499,"2 min."
5500,"2 min."
5501,"2 min."
5502,"13 min. per ep."
5503,"2 min."
5504,"24 min. per ep."
5505,"27 min."
5506,"2 min."
5507,"2 min."
5508,"2 min."
5509,"2 min."
5510,"2 min."
5511,"18 min."
5512,"7 min."
5513,"56 min."
5514,"4 min."
5515,"3 min."
5516,"2 min."
5517,"24 min. per ep."
5518,"3 min. per ep."
5519,"1 hr. 30 min. per ep."
5520,"24 min. per ep."
5521,"25 min. per ep."
5522,"8 min. per ep."
5523,"4 min. per ep."
5524,"22 min."
5525,"24 min. per ep."
5526,"2 min."
5527,"4 min."
5528,"30 min."
5529,"25 min. per ep."
5530,"2 min."
5531,"2 min."
5532,"1 hr. 5 min."
5533,"24 min. per ep."
5534,"1 min."
5535,"23 min. per ep."
5536,"25 min. per ep."
5537,"23 min. per ep."
