anime_id,episodes,aired,premiered
8824,1,Jun-1905,NULL
8825,1,Feb-2013,NULL
8826,1,Apr-2014,NULL
8827,12,Jul-2014,"Summer 2014"
8828,1,Dec-2012,NULL
8829,2,May-2014,NULL
8830,1,Jun-1905,NULL
8831,1,Jun-1905,NULL
8832,1,Jun-1905,NULL
8833,1,Jun-1905,NULL
8834,1,Jun-1905,NULL
8835,1,Jan-1999,NULL
8836,1,Jun-1905,NULL
8837,1,Jun-1905,NULL
8838,52,Apr-2014,"Spring 2014"
8839,13,Jul-2014,"Summer 2014"
8840,1,Oct-2014,NULL
8841,1,Mar-1997,NULL
8842,1,Aug-1934,NULL
8843,1,Mar-1954,NULL
8844,1,Sep-2013,NULL
8845,1,Jun-2014,NULL
8846,50,Apr-2014,"Spring 2014"
8847,1,Mar-2014,NULL
8848,13,Jul-2014,"Summer 2014"
8849,1,Oct-2007,NULL
8850,1,Jan-1987,NULL
8851,24,Apr-2014,"Spring 2014"
8852,140,Jul-2014,"Summer 2014"
8853,4,Sep-2013,NULL
8854,12,Jan-2014,"Winter 2014"
8855,13,Jul-2014,"Summer 2014"
8856,3,Jun-2014,NULL
8857,1,Jun-1905,NULL
8858,1,Aug-2014,NULL
8859,4,Jan-2003,NULL
8860,1,Oct-2009,NULL
8861,1,Oct-1917,NULL
8862,1,Jul-1917,NULL
8863,1,Aug-1917,NULL
8864,1,Apr-1917,NULL
8865,1,Feb-1917,NULL
8866,1,Oct-1917,NULL
8867,12,Jan-2015,"Winter 2015"
8868,12,Jul-2014,"Summer 2014"
8869,13,Oct-2014,"Fall 2014"
8870,13,Apr-2014,"Spring 2014"
8871,1,Feb-2015,NULL
8872,1,Mar-2014,NULL
8873,13,Apr-2014,"Spring 2014"
8874,12,Jan-2015,"Winter 2015"
8875,7,Mar-2014,NULL
8876,1,Apr-1986,NULL
8877,1,May-2014,NULL
8878,1,Dec-2014,NULL
8879,12,Oct-2014,"Fall 2014"
8880,26,Oct-2014,"Fall 2014"
8881,1,Jun-1934,NULL
8882,1,Dec-1933,NULL
8883,12,Apr-2015,"Spring 2015"
8884,22,Oct-2014,"Fall 2014"
8885,5,NULL,NULL
8886,12,Jan-2015,"Winter 2015"
8887,1,Feb-2017,NULL
8888,11,Oct-2014,"Fall 2014"
8889,11,Jul-2014,"Summer 2014"
8890,1,Mar-2014,NULL
8891,12,Jul-2014,"Summer 2014"
8892,1,Jun-2014,NULL
8893,1,Mar-2014,NULL
8894,4,Apr-2014,NULL
8895,1,Jul-1994,NULL
8896,1,Jun-2014,NULL
8897,12,Jul-2014,"Summer 2014"
8898,24,Oct-2014,"Fall 2014"
8899,33,Oct-2003,"Fall 2003"
8900,1,Dec-2003,NULL
8901,2,Jan-2015,NULL
8902,2,Sep-2014,NULL
8903,25,Oct-2014,"Fall 2014"
8904,24,Jul-2014,"Summer 2014"
8905,13,Jul-2014,"Summer 2014"
8906,12,Jul-2014,"Summer 2014"
8907,6,Feb-2014,NULL
8908,1,Jul-1996,NULL
8909,1,Dec-1985,NULL
8910,260,Apr-1974,"Spring 1974"
8911,1565,Jan-1975,"Winter 1975"
8912,25,Apr-1976,"Spring 1976"
8913,1,Feb-1996,NULL
8914,1,Dec-2013,NULL
8915,2,Jun-2013,NULL
8916,1,Jan-2014,NULL
8917,1,Mar-2014,NULL
8918,6,Oct-2013,NULL
8919,1,Sep-2012,NULL
8920,10,Jul-2014,"Summer 2014"
8921,1,Sep-2014,NULL
8922,1,Jul-2014,NULL
8923,4,Mar-2014,NULL
8924,73,Apr-1976,"Spring 1976"
8925,1,Apr-2014,NULL
8926,1,Feb-2014,NULL
8927,3,Oct-2013,NULL
8928,2,Dec-2003,NULL
8929,49,Apr-2014,"Spring 2014"
8930,12,Jul-2014,"Summer 2014"
8931,3,Aug-2014,NULL
8932,11,Jun-2013,NULL
8933,1,Mar-2014,NULL
8934,12,Jul-2014,"Summer 2014"
8935,1,Jun-2014,NULL
8936,1,Nov-2014,NULL
8937,1,Aug-2014,NULL
8938,1,Oct-2014,NULL
8939,1,Sep-2013,NULL
8940,1,Nov-2013,NULL
8941,1,Mar-2014,NULL
8942,1,Feb-2014,NULL
8943,6,Mar-2014,NULL
8944,3,Apr-2014,NULL
8945,32,Apr-2014,"Spring 2014"
8946,1,Aug-1983,NULL
8947,1,Dec-1982,NULL
8948,2,May-2014,NULL
8949,1,Dec-2002,NULL
8950,1,May-1982,NULL
8951,0,Mar-2014,"Spring 2014"
8952,12,Jul-2014,"Summer 2014"
8953,52,Apr-2014,"Spring 2014"
8954,1,Jun-1905,NULL
8955,1,Aug-1980,NULL
8956,8,Apr-2014,NULL
8957,2,Jun-1905,NULL
8958,2,Feb-2001,NULL
8959,2,Jun-1905,NULL
8960,13,Jan-2015,"Winter 2015"
8961,1,Dec-1994,NULL
8962,1,Jun-1905,NULL
8963,1,Sep-2002,NULL
8964,26,Apr-2015,NULL
8965,22,Oct-1989,"Fall 1989"
8966,3,Nov-1989,NULL
8967,1,Mar-1987,NULL
8968,1,Sep-1984,NULL
8969,1,Sep-1996,NULL
8970,1,Jul-2014,NULL
8971,1,Apr-2014,NULL
8972,1,Dec-2013,NULL
8973,12,Jul-2015,"Summer 2015"
8974,13,Apr-2014,NULL
8975,1,Oct-1948,NULL
8976,1,Jun-1949,NULL
8977,1,Dec-1950,NULL
8978,1,Apr-1954,NULL
8979,1,Oct-1955,NULL
8980,1,May-1905,NULL
8981,1,Oct-1993,NULL
8982,1,Mar-1983,NULL
8983,1,Mar-1905,NULL
8984,1,Jul-2004,NULL
8985,1,Jul-2000,NULL
8986,1,Jun-2014,NULL
8987,12,Oct-2014,"Fall 2014"
8988,1,Jun-2012,NULL
8989,5,Apr-1989,NULL
8990,1,Apr-2014,NULL
8991,7,Dec-2007,NULL
8992,2,Mar-1991,NULL
8993,1,Apr-2009,NULL
8994,1,Jan-2014,NULL
8995,1,Mar-2001,NULL
8996,1,Jun-1905,NULL
8997,1,Jul-1905,NULL
8998,1,Jun-1905,NULL
8999,1,May-2014,NULL
9000,26,Apr-2014,"Spring 2014"
9001,2,Jan-1996,NULL
9002,3,Dec-2014,NULL
9003,1,Jun-1905,NULL
9004,1,Jun-1905,NULL
9005,1,Apr-1995,NULL
9006,0,Apr-2014,NULL
9007,6,Jul-2014,NULL
9008,51,May-2014,"Spring 2014"
9009,2,Jun-1905,NULL
9010,2,Jun-2001,NULL
9011,2,Aug-2006,NULL
9012,24,Oct-2014,"Fall 2014"
9013,1,Mar-1930,NULL
9014,3,Jun-2014,NULL
9015,1,Mar-1983,NULL
9016,2,Feb-1995,NULL
9017,2,Aug-1995,NULL
9018,2,Jun-1996,NULL
9019,1,Nov-2014,NULL
9020,1,Jun-2015,NULL
9021,1,Mar-1981,NULL
9022,7,Jun-2014,NULL
9023,13,Oct-2014,"Fall 2014"
9024,50,Oct-1999,"Fall 1999"
9025,1,Sep-1983,NULL
9026,1,Jun-1966,NULL
9027,1,Apr-1990,NULL
9028,1,Jun-1905,NULL
9029,24,Oct-1989,"Fall 1989"
9030,4,Oct-2013,NULL
9031,1,Apr-2014,NULL
9032,1,Apr-2014,NULL
9033,13,Apr-2015,"Spring 2015"
9034,1,Jul-2014,NULL
9035,2,Aug-1998,NULL
9036,78,Apr-2014,NULL
9037,1,Dec-1982,NULL
9038,1,Aug-1986,NULL
9039,1,Feb-1990,NULL
9040,1,Mar-1997,NULL
9041,1,Jun-1905,NULL
9042,1,Mar-2014,NULL
9043,1,Dec-1997,NULL
9044,8,Apr-2014,NULL
9045,1,Mar-2014,NULL
9046,3,Dec-2008,NULL
9047,1,Apr-2014,NULL
9048,20,Jul-2013,"Summer 2013"
9049,3,Mar-2014,NULL
9050,22,Apr-2014,"Spring 2014"
9051,1,Feb-2014,NULL
9052,1,Oct-1989,NULL
9053,2,Jan-1967,NULL
9054,52,Feb-2008,NULL
9055,1,Jan-2014,NULL
9056,1,Oct-2014,NULL
9057,1,Jun-1905,NULL
9058,1,Jun-1905,NULL
9059,1,Aug-2013,NULL
9060,12,Jul-2014,"Summer 2014"
9061,3,Jan-1991,NULL
9062,1,Mar-1942,NULL
9063,1,Jul-1943,NULL
9064,71,Feb-1982,"Winter 1982"
9065,1,Sep-1990,NULL
9066,1,Feb-2006,NULL
9067,1,Mar-2004,NULL
9068,3,Oct-2014,NULL
9069,1,May-2015,NULL
9070,5,Mar-2014,NULL
9071,1,Sep-2014,NULL
9072,12,Oct-2015,"Fall 2015"
9073,1,Jun-1905,NULL
9074,1,Jul-2014,NULL
9075,0,NULL,NULL
9076,4,Nov-2013,NULL
9077,12,Oct-2014,"Fall 2014"
9078,12,Oct-2014,"Fall 2014"
9079,10,Apr-2010,"Spring 2010"
9080,1,Mar-2011,NULL
9081,1,Mar-2011,NULL
9082,1,Mar-2011,NULL
9083,1,Mar-2011,NULL
9084,1,Jul-1905,NULL
9085,1,Sep-2014,NULL
9086,1,Sep-2014,NULL
9087,12,Jul-2014,"Summer 2014"
9088,2,Dec-1994,NULL
9089,3,Mar-1991,NULL
9090,1,Feb-1992,NULL
9091,2,Jun-1992,NULL
9092,1,Jan-2014,NULL
9093,26,Aug-2006,"Summer 2006"
9094,2,Feb-2012,NULL
9095,1,Sep-2012,NULL
9096,12,Oct-2015,"Fall 2015"
9097,10,Jul-2014,"Summer 2014"
9098,1,Dec-1992,NULL
9099,2,Aug-2014,NULL
9100,2,Mar-1997,NULL
9101,1,Apr-2014,NULL
9102,3,Jul-2014,NULL
9103,3,Aug-2014,NULL
9104,1,Sep-2011,NULL
9105,1,Mar-2013,NULL
9106,1,Apr-2014,NULL
9107,1,Dec-2013,NULL
9108,1,Apr-2014,NULL
9109,13,Oct-2014,"Fall 2014"
9110,3,Oct-2014,NULL
9111,10,Oct-2014,"Fall 2014"
9112,2,Jun-2012,NULL
9113,1,Jun-1990,NULL
9114,3,Sep-1995,NULL
9115,1,Mar-2015,NULL
9116,1,Jul-1999,NULL
9117,1,Jul-2014,NULL
9118,2,Feb-2015,NULL
9119,4,Aug-2014,NULL
9120,24,Oct-2014,"Fall 2014"
9121,1,Oct-2008,NULL
9122,2,Jul-2014,NULL
9123,1,Dec-2012,NULL
9124,2,Nov-2014,NULL
9125,1,Jun-2014,NULL
9126,2,Jun-2002,NULL
9127,1,Jul-2014,NULL
9128,1,May-1905,NULL
9129,2,May-2014,NULL
9130,1,May-2014,NULL
9131,1,Oct-1991,NULL
9132,2,Sep-2014,NULL
9133,3,Jul-2014,NULL
9134,73,Oct-2014,"Fall 2014"
9135,25,Jan-2015,"Winter 2015"
9136,25,Jul-2014,"Summer 2014"
9137,1,May-2014,NULL
9138,6,Apr-2013,NULL
9139,12,Apr-2015,"Spring 2015"
9140,1,Mar-2004,NULL
9141,1,Mar-2014,NULL
9142,1,Feb-1983,NULL
9143,1,Dec-2014,NULL
9144,1,Jul-2014,NULL
9145,13,Oct-2014,"Fall 2014"
9146,5,Oct-2014,NULL
9147,1,Dec-2014,NULL
9148,42,Feb-1998,"Winter 1998"
9149,2,Sep-2014,NULL
9150,4,Feb-2015,NULL
9151,6,Jun-2014,NULL
9152,3,May-1991,NULL
9153,5,Jul-2014,NULL
9154,1,Oct-2006,NULL
9155,3,Sep-2014,NULL
9156,1,Apr-2015,NULL
9157,1,Feb-1982,NULL
9158,1,Jul-1917,NULL
9159,1,May-1917,NULL
9160,1,May-1917,NULL
9161,1,Dec-2014,NULL
9162,1,Dec-1981,NULL
9163,2,Dec-1989,NULL
9164,25,Oct-2014,"Fall 2014"
9165,2,Dec-2014,NULL
9166,12,Jan-2015,"Winter 2015"
9167,1,Sep-2012,NULL
9168,1,Mar-2003,NULL
9169,1,Aug-2014,NULL
9170,2,Apr-2001,NULL
9171,2,Apr-2001,NULL
9172,1,Aug-2015,NULL
9173,115,Apr-1991,"Spring 1991"
9174,1,Jun-1982,NULL
9175,1,Jun-2014,NULL
9176,1,Jun-1905,NULL
9177,2,Dec-2000,NULL
9178,2,Jun-1905,NULL
9179,1,Nov-1981,NULL
9180,1,Aug-2014,NULL
9181,1,Sep-2014,NULL
9182,50,Oct-2014,"Fall 2014"
9183,10,Oct-2014,"Fall 2014"
9184,12,Apr-2015,"Spring 2015"
9185,12,Oct-2014,"Fall 2014"
9186,1,Jun-2014,NULL
9187,1,Jun-2014,NULL
9188,1,Oct-2011,NULL
9189,2,Mar-2003,NULL
9190,2,Nov-2014,NULL
9191,1,Nov-2014,NULL
9192,3,Jun-2014,NULL
9193,12,Jul-2015,"Summer 2015"
9194,0,Oct-2013,NULL
9195,0,Jan-2015,NULL
9196,3,Oct-2014,NULL
9197,1,Oct-1988,NULL
9198,1,Apr-1961,NULL
9199,1,Apr-2010,NULL
9200,4,Jul-1996,NULL
9201,26,Jul-2012,NULL
9202,2,Jun-2013,NULL
9203,7,Apr-2012,NULL
9204,1,Oct-2010,NULL
9205,1,Mar-2011,NULL
9206,11,Nov-2011,NULL
9207,1,Nov-2011,NULL
9208,3,Sep-2014,NULL
9209,1,Aug-2014,NULL
9210,12,Jun-2014,NULL
9211,1,Jun-2014,NULL
9212,22,Jan-2015,"Winter 2015"
9213,13,Jul-2014,"Summer 2014"
9214,7,Mar-2014,NULL
9215,1,Feb-1963,NULL
9216,124,Feb-2014,"Winter 2014"
9217,1,Aug-2012,NULL
9218,1,Aug-2014,NULL
9219,1,Aug-2014,NULL
9220,12,Oct-2014,"Fall 2014"
9221,1,Apr-1905,NULL
9222,6,Jun-1905,NULL
9223,1,Dec-1977,NULL
9224,1,Jun-1905,NULL
9225,1,Jul-1983,NULL
9226,12,Jan-2015,"Winter 2015"
9227,52,Aug-2009,"Summer 2009"
9228,1,Aug-1988,NULL
9229,1,Jul-1928,NULL
9230,1,Aug-2004,NULL
9231,12,Apr-2015,"Spring 2015"
9232,1,Aug-1964,NULL
9233,1,Oct-1966,NULL
9234,1,Aug-1964,NULL
9235,13,Oct-2014,"Fall 2014"
9236,1,Sep-2014,NULL
9237,1,Jan-2015,NULL
9238,1,Jan-2015,NULL
9239,1,Oct-2015,NULL
9240,1,Sep-1976,NULL
9241,1,Mar-1970,NULL
9242,1,Oct-2013,NULL
9243,1,Aug-2014,NULL
9244,8,Jul-2014,"Summer 2014"
9245,14,Jul-2014,NULL
9246,10,Nov-2005,NULL
9247,0,Jul-2014,NULL
9248,1,Nov-1935,NULL
9249,6,Aug-2014,NULL
9250,1,Jun-2014,NULL
9251,20,Jun-2014,NULL
9252,6,Jun-2014,NULL
9253,1,Jun-2012,NULL
9254,1,Jun-2015,NULL
9255,1,Apr-1999,NULL
9256,5,Sep-2014,NULL
9257,24,Oct-2014,"Fall 2014"
9258,1,Mar-2015,NULL
9259,1,Apr-1990,NULL
9260,1,Dec-1991,NULL
9261,1,Mar-1984,NULL
9262,1,Dec-1990,NULL
9263,12,Jul-2014,NULL
9264,3,Jul-2014,NULL
9265,1,Jun-1905,NULL
9266,1,Feb-1989,NULL
9267,1,Sep-2014,NULL
9268,1,Aug-1981,NULL
9269,40,Jun-1905,NULL
9270,1,Jan-1990,NULL
9271,30,Apr-2000,"Spring 2000"
9272,1,Jul-1992,NULL
9273,2,Feb-2001,NULL
9274,2,Mar-2001,NULL
9275,2,Apr-2001,NULL
9276,2,May-2001,NULL
9277,1,Sep-2014,NULL
9278,2,Jun-2001,NULL
9279,2,Jun-2001,NULL
9280,2,Jun-2001,NULL
9281,2,Jul-2001,NULL
9282,2,Jul-2001,NULL
9283,2,Dec-2000,NULL
9284,1,May-1986,NULL
9285,1,May-1905,NULL
9286,3,Jun-1905,NULL
9287,12,Oct-2015,"Fall 2015"
9288,2,Jun-1905,NULL
9289,1,Apr-2012,NULL
9290,2,Jun-2014,NULL
9291,1,Jun-2014,NULL
9292,6,Jun-2014,NULL
9293,22,May-1991,"Spring 1991"
9294,1,Dec-2014,NULL
9295,1,Jun-1905,NULL
9296,12,Oct-2014,"Fall 2014"
9297,12,Oct-2014,"Fall 2014"
9298,1,Aug-2014,NULL
9299,1,Oct-2013,NULL
9300,1,May-1905,NULL
9301,12,Jul-2015,"Summer 2015"
9302,1,Jun-1905,NULL
9303,24,Jul-2014,NULL
9304,3,Jul-2014,NULL
9305,5,Apr-2013,NULL
9306,1,Apr-2013,NULL
9307,1,May-2011,NULL
9308,1,Feb-2012,NULL
9309,1,Sep-2007,NULL
9310,12,Jul-2015,"Summer 2015"
9311,6,Oct-2014,NULL
9312,1,Aug-2009,NULL
9313,4,Nov-2013,NULL
9314,1,May-1994,NULL
9315,1,Aug-1996,NULL
9316,1,Mar-2015,NULL
9317,1,Nov-1989,NULL
9318,1,Apr-2015,NULL
9319,1,Nov-1989,NULL
9320,3,Nov-2014,NULL
9321,4,Dec-2014,NULL
9322,3,Sep-1988,NULL
9323,1,Jul-2014,NULL
9324,1,Jul-2014,NULL
9325,1,Oct-2011,NULL
9326,1,Mar-2015,NULL
9327,1,Apr-2015,NULL
9328,1,Mar-2015,NULL
9329,12,Jan-2015,"Winter 2015"
9330,10,Jan-2015,"Winter 2015"
9331,8,Sep-2014,NULL
9332,2,Dec-2014,NULL
9333,1,Oct-2014,NULL
9334,1,Oct-2014,NULL
9335,1,Mar-2014,NULL
9336,1,Jul-1905,NULL
9337,5,Jan-1992,NULL
9338,1,Jun-2012,NULL
9339,1,Apr-2014,NULL
9340,26,Sep-2014,"Fall 2014"
9341,24,Oct-2014,"Fall 2014"
9342,12,Oct-2014,"Fall 2014"
9343,1,Apr-2013,NULL
9344,1,Oct-2017,NULL
9345,1,Mar-2016,NULL
9346,1,Jul-2014,NULL
9347,1,Jun-2014,NULL
9348,1,Jun-2014,NULL
9349,1,Mar-2013,NULL
9350,1,Dec-2014,NULL
9351,13,Jun-1905,NULL
9352,3,Aug-2001,NULL
9353,3,Oct-2002,NULL
9354,1,Jun-1905,NULL
9355,2,Jun-1979,NULL
9356,1,Jun-1992,NULL
9357,10,May-1905,NULL
9358,15,Nov-2002,"Fall 2002"
9359,10,Apr-2004,"Spring 2004"
9360,1,Nov-2004,NULL
9361,10,Oct-2006,"Fall 2006"
9362,1,Feb-2009,NULL
9363,1,Apr-2013,NULL
9364,2,Feb-1997,NULL
9365,1,Mar-1970,NULL
9366,1,Jun-1905,NULL
9367,2,Jul-2014,NULL
9368,1,Nov-2010,NULL
9369,1,Oct-2012,NULL
9370,6,Sep-2014,NULL
9371,12,Jul-2015,"Summer 2015"
9372,2,Aug-1993,NULL
9373,1,Oct-2014,NULL
9374,1,Oct-2014,NULL
9375,12,Jan-2015,"Winter 2015"
9376,1,Nov-2015,NULL
9377,2,Jan-2015,NULL
9378,26,Jun-1989,"Summer 1989"
9379,1,Sep-2014,NULL
9380,1,Apr-2015,NULL
9381,25,Oct-2014,"Fall 2014"
9382,2,May-2008,NULL
9383,1,Sep-2014,NULL
9384,12,Apr-2017,"Spring 2017"
9385,2,Dec-2014,NULL
9386,2,Mar-2015,NULL
9387,1,Jul-2015,NULL
9388,14,Dec-2004,"Winter 2005"
9389,4,Dec-1993,NULL
9390,1,Oct-2014,NULL
9391,24,Oct-2014,"Fall 2014"
9392,24,Oct-2014,NULL
9393,1,Mar-2015,NULL
9394,13,Apr-2015,"Spring 2015"
9395,1,Jul-2014,NULL
9396,12,Jan-2015,"Winter 2015"
9397,16,Feb-1994,NULL
9398,1,Aug-2014,NULL
9399,10,Oct-2014,NULL
9400,2,Nov-2014,NULL
9401,13,Jul-2015,"Summer 2015"
9402,1,Aug-2014,NULL
9403,1,Aug-2010,NULL
9404,1,Jun-2012,NULL
9405,3,Jul-2014,NULL
9406,1,Jan-2016,NULL
9407,1,Aug-2014,NULL
9408,1,Jul-1970,NULL
9409,1,Oct-2014,NULL
9410,12,Apr-2015,"Spring 2015"
9411,2,Oct-2012,NULL
9412,2,Aug-2014,NULL
9413,1,Mar-2007,NULL
9414,52,Jun-1905,NULL
9415,52,Jul-1905,NULL
9416,1,Jun-1905,NULL
9417,1,Jun-1905,NULL
9418,1,Jun-1905,NULL
9419,1,Jun-1905,NULL
9420,1,Jun-1905,NULL
9421,2,Jun-1905,NULL
9422,1,Jun-1905,NULL
9423,3,Aug-1995,NULL
9424,1,Jun-2004,NULL
9425,1,May-2015,NULL
9426,1,Aug-2014,NULL
9427,12,Jan-2015,"Winter 2015"
9428,1,Apr-2009,NULL
9429,1,Feb-2012,NULL
9430,1,Jun-1905,NULL
9431,2,Jun-1905,NULL
9432,1,Jul-1905,NULL
9433,8,Jun-1905,NULL
9434,1,Jun-2010,NULL
9435,1,Jun-2015,NULL
9436,2,Oct-1985,NULL
9437,1,May-1993,NULL
9438,1,Apr-1991,NULL
9439,1,Nov-2014,NULL
9440,1,Jan-2008,NULL
9441,24,Jan-2015,"Winter 2015"
9442,1,Jul-2015,NULL
9443,1,Oct-2014,NULL
9444,3,Dec-2010,NULL
9445,2,Dec-2013,NULL
9446,1,Sep-1971,NULL
9447,12,Jan-2015,"Winter 2015"
9448,15,May-1987,"Spring 1987"
9449,5,Nov-1987,"Fall 1987"
9450,1,Jun-1905,NULL
9451,1,Jul-1905,NULL
9452,1,Jun-1905,NULL
9453,1,Jun-1905,NULL
9454,1,Jun-1905,NULL
9455,1,Jul-1905,NULL
9456,1,Jun-1905,NULL
9457,1,Jun-1905,NULL
9458,1,Jun-1905,NULL
9459,1,Jun-1905,NULL
9460,1,Jun-1905,NULL
9461,1,Jun-1905,NULL
9462,1,Mar-2004,NULL
9463,1,Jul-1905,NULL
9464,1,Jul-1905,NULL
9465,10,May-2014,NULL
9466,1,Apr-2014,NULL
9467,1,Jun-1905,NULL
9468,1,Jun-1905,NULL
9469,1,Jun-1905,NULL
9470,1,Jun-1905,NULL
9471,1,Jun-1983,NULL
9472,1,Jun-1905,NULL
9473,1,Jun-1905,NULL
9474,1,Jun-1905,NULL
9475,1,Jun-1905,NULL
9476,1,Jun-1987,NULL
9477,1,Jun-1905,NULL
9478,1,NULL,NULL
9479,1,Apr-2012,NULL
9480,26,Sep-2014,"Fall 2014"
9481,12,Jan-2015,"Winter 2015"
9482,2,Dec-2014,NULL
9483,2,Nov-1995,NULL
9484,1,Oct-2005,NULL
9485,7,Oct-1995,NULL
9486,1,Apr-2009,NULL
9487,1,Mar-2015,NULL
9488,1,Jul-1905,NULL
9489,1,Jun-1905,NULL
9490,1,Jun-1905,NULL
9491,1,Jun-1905,NULL
9492,1,Jun-1905,NULL
9493,1,Jun-1905,NULL
9494,1,Jun-1905,NULL
9495,1,Jun-1905,NULL
9496,1,Jun-1905,NULL
9497,1,Jun-1905,NULL
9498,1,Jun-1905,NULL
9499,1,NULL,NULL
9500,1,Jun-1905,NULL
9501,1,Jun-1905,NULL
9502,12,Apr-2015,"Spring 2015"
9503,1,Jun-1905,NULL
9504,1,Jun-1905,NULL
9505,1,Jun-1905,NULL
9506,1,Jun-1905,NULL
9507,1,Jun-1905,NULL
9508,1,Jun-1905,NULL
9509,1,Jun-1905,NULL
9510,1,Jun-1905,NULL
9511,1,Jun-1905,NULL
9512,1,Jun-1905,NULL
9513,1,Jun-1905,NULL
9514,1,Jun-1905,NULL
9515,1,Jun-1905,NULL
9516,1,Jun-1905,NULL
9517,1,Jun-1905,NULL
9518,1,Jun-1905,NULL
9519,1,Jun-1905,NULL
9520,1,Jun-1905,NULL
9521,1,Jun-1905,NULL
9522,1,Jun-1905,NULL
9523,1,Jun-1905,NULL
9524,1,Jun-1905,NULL
9525,1,Jun-1905,NULL
9526,1,Jun-1905,NULL
9527,1,Jun-1905,NULL
9528,1,Jun-1905,NULL
9529,1,Jun-1905,NULL
9530,1,Jun-1905,NULL
9531,1,Jun-1905,NULL
9532,1,Jun-1905,NULL
9533,1,Jun-1905,NULL
9534,1,Jun-1905,NULL
9535,1,May-1905,NULL
9536,1,Jun-1905,NULL
9537,1,Jun-1905,NULL
9538,1,Jun-1905,NULL
9539,1,Jun-1905,NULL
9540,1,Jun-1905,NULL
9541,1,Jun-1905,NULL
9542,1,Jun-1905,NULL
9543,1,Jun-1905,NULL
9544,1,Jun-1905,NULL
9545,1,Jun-1905,NULL
9546,1,Jun-1905,NULL
9547,1,Jun-1905,NULL
9548,6,Jul-1905,NULL
9549,1,Jun-1905,NULL
9550,1,Jun-1905,NULL
9551,1,Jun-1905,NULL
9552,4,Mar-2008,NULL
9553,13,Oct-2014,"Fall 2014"
9554,16,Apr-2015,"Spring 2015"
9555,1,Dec-2014,NULL
9556,12,Apr-2015,"Spring 2015"
9557,12,Jan-2015,"Winter 2015"
9558,10,Apr-2015,"Spring 2015"
9559,1,Jun-1905,NULL
9560,1,Aug-2014,NULL
9561,50,Sep-2014,"Fall 2014"
9562,2,Nov-2014,NULL
9563,100,Apr-1990,"Spring 1990"
9564,1,Jul-1997,NULL
9565,12,Apr-1995,NULL
9566,1,Mar-1969,NULL
9567,1,Mar-1967,NULL
9568,1,Dec-1966,NULL
9569,1,Aug-2016,NULL
9570,1,Dec-2006,NULL
9571,28,Apr-1997,"Spring 1997"
9572,9,Nov-2014,NULL
9573,1,Oct-2007,NULL
9574,1,Jun-2015,NULL
9575,2,Nov-2014,NULL
9576,1,Feb-2015,NULL
9577,1,Dec-2014,NULL
9578,1,Jul-1905,NULL
9579,12,Apr-2015,"Spring 2015"
9580,52,Dec-2005,"Winter 2006"
9581,14,Jun-1905,NULL
9582,52,May-2009,"Spring 2009"
9583,26,Feb-2012,"Winter 2012"
9584,26,Feb-2014,"Winter 2014"
9585,13,Jul-1905,NULL
9586,1,Jan-2013,NULL
9587,1,Mar-2013,NULL
9588,6,Jul-1905,NULL
9589,1,Jul-2003,NULL
9590,1,Nov-2003,NULL
9591,1,Jul-2001,NULL
9592,1,Feb-2000,NULL
9593,1,Jul-1999,NULL
9594,11,Sep-2014,NULL
9595,1,Sep-2014,NULL
9596,12,Oct-2014,"Fall 2014"
9597,61,Oct-2014,"Fall 2014"
9598,10,Jul-2015,"Summer 2015"
9599,3,Oct-2014,NULL
9600,61,Apr-2002,"Spring 2002"
9601,4,Aug-2004,NULL
9602,1,Jul-1993,NULL
9603,1,Jun-1994,NULL
9604,2,Jul-1996,NULL
9605,1,Jul-2010,NULL
9606,1,Dec-1995,NULL
9607,1,Apr-1905,NULL
9608,1,Jul-1942,NULL
9609,1,Dec-1949,NULL
9610,1,May-1993,NULL
9611,26,Apr-2011,"Spring 2011"
9612,1,Sep-2014,NULL
9613,2,Dec-2014,NULL
9614,3,Aug-2014,NULL
9615,6,Apr-2014,NULL
9616,14,Apr-2013,"Spring 2013"
9617,12,Jan-2015,"Winter 2015"
9618,13,Jul-2015,"Summer 2015"
9619,6,Sep-2014,NULL
9620,1,Jul-2001,NULL
9621,1,Apr-2015,NULL
9622,12,Jan-2015,"Winter 2015"
9623,25,Apr-2015,"Spring 2015"
9624,1,May-2004,NULL
9625,13,Apr-1992,"Spring 1992"
9626,1,Jul-2012,NULL
9627,10,Oct-2014,"Fall 2014"
9628,77,Oct-1986,"Fall 1986"
9629,1,Jul-2015,NULL
9630,26,Oct-2001,"Fall 2001"
9631,26,Oct-2002,"Fall 2002"
9632,12,Jan-2015,"Winter 2015"
9633,51,Apr-2015,"Spring 2015"
9634,13,Jan-2015,"Winter 2015"
9635,1,Nov-2014,NULL
9636,13,Aug-2013,"Summer 2013"
9637,13,Apr-2015,"Spring 2015"
9638,12,Mar-2018,NULL
9639,13,Jan-2015,"Winter 2015"
9640,12,Apr-2015,"Spring 2015"
9641,1,Oct-2014,NULL
9642,1,Sep-2014,NULL
9643,26,Dec-2006,NULL
9644,48,Oct-2014,"Fall 2014"
9645,1,Oct-2014,NULL
9646,1,Jul-2014,NULL
9647,24,Oct-2015,"Fall 2015"
9648,12,Jul-2015,"Summer 2015"
9649,12,Jan-2016,"Winter 2016"
9650,1,Sep-1988,NULL
