anime_id,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1
1,229170,182126,131625,62330,20688,8904,3184,1357,741,1580
2,30043,49201,49505,22632,5805,1877,577,221,109,379
3,50229,75651,86142,49432,15376,5838,1965,664,316,533
4,2182,4806,10128,11618,5709,2920,1083,353,164,131
5,312,529,1242,1713,1068,634,265,83,50,27
6,9226,14904,22811,16734,6206,2621,795,336,140,151
7,11829,16309,20008,13062,5574,3148,1339,484,278,321
8,1123,1777,3102,3075,1286,602,218,88,31,32
9,10948,15820,22379,12912,3874,1236,369,97,48,259
10,77350,60652,43459,22045,8861,4381,2086,882,593,1177
11,216866,234481,345563,286175,108155,46886,15477,6098,3582,5310
12,292445,166186,141755,85424,35342,19019,8201,3675,2616,6340
13,9576,12719,19791,16284,6624,3086,1071,443,210,225
14,69,61,152,260,236,143,88,40,32,28
15,17907,27623,38112,27327,11034,5396,1897,780,441,405
16,3589,6664,12349,12702,6033,3079,1521,643,350,297
17,6856,8309,10851,8636,4429,2462,1456,684,411,664
18,6091,9759,17761,20152,10273,5392,2250,873,456,298
19,4347,7425,11074,7965,3038,1248,345,118,56,58
20,430,874,1801,1696,662,279,114,38,13,28
21,186797,168056,157596,93532,38385,17571,9686,4408,3263,3714
22,13516,15245,23683,25396,12694,6313,2636,1042,654,737
23,127081,95821,77593,41261,16444,7057,4493,2279,1941,2264
24,58627,65906,60815,29055,9477,3899,1748,671,456,842
25,56237,65298,70881,39446,13704,5107,1842,675,292,486
26,39845,33317,25800,11782,3575,1393,448,163,106,490
27,38050,50380,57604,33295,10220,3867,1167,372,176,314
28,2958,3683,6232,6557,2832,1310,426,129,71,59
29,77192,82148,91288,54906,22369,9462,4322,1737,992,1067
30,5266,8051,15537,20391,12617,7610,3688,1502,825,619
31,2021,3077,5826,7079,3737,1795,433,172,59,46
32,5425,9097,17037,20033,10160,5221,1678,591,291,214
33,1464,2043,3490,5450,5008,3621,2115,992,689,415
34,1644,3245,6253,7975,4261,2092,579,211,89,87
35,3124,5402,10587,13835,8066,4414,1627,609,287,206
36,2107,4369,8991,11644,6182,3050,1249,451,213,113
37,174,271,762,1605,1252,814,297,108,50,37
38,166,259,699,1335,1371,1135,698,343,222,133
39,23840,31103,30926,17566,6598,3000,1173,446,225,235
40,1451,2733,5800,7810,4354,2327,1012,381,229,168
41,20499,32733,55560,58689,29800,14855,5772,2124,1159,816
42,11469,16051,25109,23075,11012,5331,1919,652,280,256
43,7515,11105,19858,25101,15032,8167,3203,1092,595,378
44,1542,2446,5172,7807,5472,3340,1493,645,376,242
45,3464,5632,11499,19352,14791,8839,4070,1863,1029,730
46,7868,12729,23021,23961,11535,5531,2028,737,387,292
47,5500,9205,15835,14172,5733,2345,760,255,95,97
48,18422,27283,35693,25478,10326,5162,1797,707,406,412
49,6677,11140,19570,17421,7816,3800,1554,643,316,244
50,8654,15253,29392,34019,16081,7534,2521,863,395,234
51,113,162,372,652,627,412,261,108,62,31
52,17675,36500,64969,56993,21492,9171,3035,991,448,329
53,24023,37507,45884,30305,11085,4417,1332,442,194,164
54,14139,30146,45246,29917,9377,3127,816,235,115,129
55,5560,7151,11074,11158,5331,2357,618,214,115,104
56,926,1667,3344,3838,1827,955,424,184,94,71
57,3193,5032,9945,10737,4999,2363,736,276,140,112
58,4189,6809,9368,6267,2220,864,250,83,53,71
59,8852,14660,26443,32343,18951,10530,5019,2184,1323,1088
60,5395,7488,12922,11417,4169,1598,505,179,59,104
61,4241,8768,11589,6745,2121,819,262,87,38,50
62,2957,5210,7398,5147,1817,748,236,82,36,47
63,275,461,1054,1788,1273,630,193,73,30,22
64,1167,2602,5380,5460,2544,1163,497,180,58,41
65,4021,5901,7986,5578,2118,896,392,152,65,97
66,622,1062,2740,4440,2977,1601,930,372,182,115
67,2400,3571,5995,4692,1865,824,376,147,69,54
68,530,892,2239,3834,2824,1462,649,221,93,52
69,430,735,1589,2272,1406,796,487,240,90,89
70,9965,13704,21396,18315,7559,3460,1507,518,210,175
71,3190,4480,6953,5766,2210,921,307,127,54,50
72,788,1633,3412,3998,1801,813,304,100,43,39
73,11353,15863,22505,17695,7560,3710,1701,762,379,404
74,5979,8245,12662,12913,6928,3887,2752,1300,865,584
75,1815,2212,3129,2892,1403,706,299,127,87,66
76,3208,4873,8426,8118,3463,1607,696,279,129,104
77,7078,12558,20122,14844,5886,2579,825,286,140,109
78,4076,7287,12622,12897,6091,3053,1129,391,211,191
79,1673,3271,5798,6647,3441,1676,706,242,128,101
80,2198,3135,5368,7030,4152,2306,783,270,127,98
81,15057,20060,31042,33295,19368,10463,4988,2039,1105,803
82,4497,7282,12321,12618,6389,3227,1069,426,187,180
83,407,578,1068,1283,664,379,76,28,18,16
84,2450,3244,5415,6299,3891,2210,923,322,216,149
85,293,487,1201,2242,1965,1301,521,206,135,95
86,3054,3590,4926,4575,2356,1150,531,184,131,125
87,1207,1611,2900,3598,2020,1075,433,186,101,56
88,465,673,1208,1470,746,344,141,42,20,14
89,1383,2510,5383,8232,5547,3386,1514,575,283,185
90,653,1051,1978,1930,768,313,85,29,12,26
91,288,424,929,1531,1205,635,217,90,32,29
92,58,65,159,332,474,547,390,306,258,206
93,602,1185,2345,2383,1088,624,190,77,32,38
94,6849,9462,13308,9330,3951,1749,777,340,190,181
95,213,339,820,1383,944,460,158,57,25,19
96,333,526,1268,2070,1145,604,194,75,28,27
97,472,812,1707,2079,1016,451,116,31,17,21
98,171,312,708,1243,772,386,135,41,14,9
99,706,1106,2476,4634,3714,2099,946,430,219,135
100,31688,40622,59206,56487,25501,12518,4273,1538,810,684
101,124399,176993,211302,133850,44438,16255,5872,1769,970,1150
102,7554,8073,10115,8601,4017,2128,662,301,147,118
103,6725,7328,10308,10558,5267,2796,1106,434,249,184
104,844,938,1382,1942,1311,813,459,229,137,86
105,554,951,2189,3951,3320,2136,955,400,199,123
106,560,1097,2174,3058,2019,1125,534,209,112,72
107,368,734,1738,2740,1575,850,289,121,54,37
108,148,364,769,1295,910,484,166,51,34,19
109,2047,2974,4914,4998,2227,1164,477,160,95,84
110,991,1565,3008,3394,1533,687,239,91,41,44
111,716,1020,1877,2162,944,439,157,62,20,24
112,4256,7697,13542,13161,5666,2726,877,320,136,108
113,2977,4121,8463,13923,12367,8440,4931,2663,2082,1929
114,5251,9781,18687,18770,9310,4497,1770,641,294,273
115,8488,12124,15895,10584,4099,1818,520,171,84,121
116,47419,54430,58285,30731,9392,3638,1134,429,258,756
117,11508,14218,16660,8671,2419,805,184,76,39,337
118,12763,16102,20072,11433,3505,1179,386,160,131,300
119,12905,16044,18455,9667,2997,1048,351,155,111,304
120,95,146,451,957,909,710,314,129,76,46
121,2675,3492,5692,6523,3509,1692,538,167,101,54
122,2385,2784,4804,6447,4552,2848,1593,750,414,297
123,2080,2785,5100,6498,3833,2084,886,450,251,235
124,6330,11119,18489,16634,7499,3331,1230,428,262,209
125,1514,2347,4842,7311,5021,3079,1446,607,343,197
126,6057,9127,14332,14635,8360,4503,2468,1128,771,691
127,106,151,400,688,480,310,124,75,17,20
128,5825,7084,10721,14257,10659,6853,3832,1732,1173,1081
129,16366,23972,36825,34360,16234,8377,3281,1140,595,452
130,433,903,2314,2742,1446,651,223,98,38,42
131,730,1303,2914,3287,1692,853,286,111,46,37
132,6014,8974,10809,6879,2926,1462,616,277,146,154
133,22092,27013,45643,41073,16854,6947,2045,797,342,254
134,1096,1596,2816,3780,3072,1868,1193,567,349,200
135,3338,4772,7876,8060,4254,2047,893,317,203,138
136,3438,5581,11739,16816,10244,5568,2566,981,524,346
137,1570,2405,4446,4901,2611,1342,521,234,105,142
138,218,391,731,1364,1202,838,464,236,135,90
139,4012,6505,9669,7286,3490,1636,804,376,170,220
140,1565,2755,5455,6245,3005,1468,560,183,85,66
141,601,939,1793,2671,1814,1058,409,165,71,55
142,150,182,393,863,763,483,190,65,31,30
143,184173,167754,131050,57874,17052,5570,1660,545,283,702
144,3247,5815,10129,10104,4981,2400,1150,424,228,179
145,4415,8054,15364,16074,6890,3029,1018,387,167,126
146,1831,4724,10148,10497,4387,2085,625,193,92,97
147,2742,4865,8857,9983,4771,2331,880,307,163,92
148,3795,6704,13229,16972,9908,5351,2881,1453,933,895
149,24041,26797,25578,12645,4036,1603,493,215,125,443
150,28,58,177,333,293,180,71,28,20,18
151,929,1528,3007,3854,2149,1192,418,149,56,34
152,4525,7930,16479,23495,14073,7564,3713,1556,769,479
153,380,675,1717,3071,2310,1460,547,216,113,70
154,85,110,276,582,574,423,196,86,37,21
155,9325,13441,22827,22477,10508,5296,2054,818,338,272
156,886,1372,2664,3686,2002,1091,320,133,73,44
157,125,163,335,650,522,278,76,27,22,14
158,2434,4688,9516,12448,6101,2829,1032,427,236,132
159,2142,4084,7875,8786,3742,1571,500,204,73,44
160,6311,10107,16442,14572,6125,2595,891,320,144,109
161,452,746,1505,1811,765,332,110,42,27,26
162,282,426,1041,1995,1781,1191,583,263,116,78
163,22426,29409,37279,20081,5685,2073,633,209,149,225
164,12292,18903,29970,17122,4454,1244,293,96,33,62
165,9194,12565,23574,18429,5581,1659,417,144,44,64
166,51,42,89,168,159,132,59,19,20,33
167,8738,14308,27588,33959,19199,10492,4394,1873,1072,746
168,3712,6222,11477,13780,7002,3362,1285,582,274,150
169,2798,4607,8293,9697,4732,2240,677,256,142,102
170,2266,3599,6893,9013,4466,2241,737,274,186,100
171,2426,3800,8155,12682,8392,5076,2221,926,535,297
172,1399,2836,5185,4475,1973,817,298,103,35,33
173,6741,10008,18771,22906,13008,6991,2839,1109,655,427
174,2262,4369,8902,13224,8488,4553,1963,798,439,267
175,466,652,1425,2515,2046,1348,622,292,201,134
176,2619,5094,9838,9937,4854,2515,1108,392,233,174
177,324768,254426,182709,76025,22207,7695,2393,856,489,1174
178,752,1269,2277,2239,1183,554,227,99,42,54
179,800,1272,2551,3132,1814,834,257,97,53,32
180,17941,21254,31099,25311,11350,5440,2206,736,424,296
181,211,291,606,871,577,331,149,69,51,40
182,471,563,1424,2725,2645,1905,1088,550,344,232
183,104898,146580,132652,62330,17685,6462,1984,768,348,932
184,680,1066,2199,2886,1568,814,340,111,59,34
185,1863,2735,5130,5432,2769,1328,461,156,57,44
186,2682,5574,9304,7576,2951,1270,423,131,60,49
187,2087,4094,7830,7279,3044,1434,497,151,87,67
188,11247,16178,27857,25475,10377,4226,1117,393,199,209
189,64,71,165,268,310,175,86,43,25,26
190,361,561,1282,1835,1203,636,269,112,43,27
191,50,48,114,240,281,196,89,54,18,30
192,42,40,97,169,197,119,62,23,11,28
193,42,45,102,200,204,155,41,18,18,15
194,34,35,89,238,231,197,100,40,26,21
195,53,47,92,197,176,138,53,20,16,23
196,1355,2665,4818,4780,2007,923,327,123,50,47
197,372,683,1406,2016,1276,738,383,156,98,58
198,31,26,94,150,187,139,77,37,37,27
199,539,828,2159,3589,2716,1342,578,243,123,120
200,269,491,1265,2223,1573,890,378,139,70,53
201,88245,89656,134427,108758,39962,14806,3942,1392,834,1204
202,22680,23836,44045,74704,67689,42801,26843,11272,5903,4003
203,101509,127032,173008,153170,76952,36944,21729,11087,7416,5519
204,73488,73911,82013,55189,25030,12152,6542,3043,2162,2112
205,12770,18579,31006,28324,13007,6219,2436,949,470,301
206,889,1401,2845,4082,2624,1517,704,294,174,127
207,908,1397,2770,3882,2431,1473,759,328,239,185
208,58,59,243,540,560,404,159,71,33,23
209,34575,38128,48217,35300,13099,5113,1226,454,223,442
210,1138,1570,2383,2433,1162,530,156,41,35,33
211,85,108,245,410,283,174,95,39,20,21
212,27670,25632,31481,21333,7803,3401,993,415,254,469
213,222,466,1100,1808,1425,877,347,126,70,46
214,28639,36899,44615,31088,12411,6085,2479,912,472,431
215,1668,2980,6203,7513,3338,1659,575,205,98,89
216,10893,15369,17396,10207,4046,1788,886,306,257,439
217,4848,11090,20448,16986,6345,2584,815,291,187,161
218,3153,4394,9352,15964,13243,8824,4349,2177,1249,937
219,1269,2335,4702,5280,2355,942,268,114,47,39
220,5417,6715,10740,13742,9320,5603,2634,1158,789,578
221,121,178,329,482,392,216,95,46,28,24
222,86645,93002,70904,32510,9587,3720,1434,644,385,903
223,2767,4134,8472,10148,5269,2943,1146,485,227,185
224,490,755,1338,1924,1186,708,266,104,54,45
225,2307,3748,8468,13779,9992,5937,2623,1114,674,424
226,48201,51683,79233,71630,29876,14032,4881,1804,906,776
227,4655,6752,12887,13803,6058,2914,920,321,167,117
228,4451,6120,8673,8713,4296,2178,865,324,203,182
229,700,1290,2641,3450,1919,1164,510,219,99,59
230,1621,2589,3825,2819,1183,546,220,103,68,67
231,749,1253,1975,1454,507,178,64,24,12,27
232,552,908,1495,1264,534,184,76,16,17,17
233,6585,9469,16047,17432,9912,5109,2536,1212,623,442
234,2798,4216,9084,15910,12945,7823,4334,2240,1307,920
235,246,361,806,1350,1239,873,488,254,140,85
236,225,273,693,1221,892,554,191,72,46,31
237,482,750,1765,3227,2319,1355,543,244,123,83
238,294,486,1054,1852,1147,624,205,106,36,27
239,241,325,693,1209,690,402,154,77,40,19
240,55801,62613,47851,19316,4981,1823,544,218,147,651
241,9818,16146,20661,9505,2375,671,129,64,30,252
242,7524,12418,17077,8457,2098,576,126,94,32,230
243,216,419,998,1788,1069,584,239,106,42,35
244,7943,12204,17257,13022,5445,2631,1103,345,209,347
245,25719,30250,40393,27244,11205,4635,1795,701,435,398
246,116063,136177,192980,174721,81327,42155,16961,6766,3102,2906
247,32856,45861,75346,77857,36859,16240,7094,2617,1184,770
248,164,285,731,1231,920,583,203,76,36,26
249,2696,4666,8468,9628,5156,2665,1176,400,217,162
250,220,474,1269,1909,1286,799,296,103,39,37
251,1211,2007,3995,4886,2791,1483,607,245,106,72
252,313,383,945,1883,2005,1546,830,435,328,254
253,1316,2631,5857,7280,3755,1791,660,238,95,75
254,900,1762,3559,4543,2335,1134,438,150,71,33
255,290,320,709,1255,900,529,246,109,73,53
256,496,962,2029,2513,1291,662,268,113,49,70
257,51,55,120,182,133,83,19,17,5,8
258,221,308,842,1770,1952,1717,991,494,312,205
259,402,569,1134,1318,727,402,143,68,26,30
260,1153,1117,1483,1466,864,399,135,46,43,39
261,230,471,1027,1450,783,400,153,44,34,33
262,250,491,1104,1752,1243,739,285,105,53,38
263,273,413,1011,1318,774,391,143,51,35,19
264,3041,4995,10738,12104,4885,1915,716,307,152,158
265,3532,4279,9037,15837,12165,7272,2574,1152,554,325
266,223,392,1129,2249,1589,1008,365,145,72,41
267,1622,2892,4952,3885,1645,667,259,106,48,53
268,960,1548,3001,4228,2476,1330,549,250,126,86
269,455,717,1669,2770,1790,1007,380,142,90,73
270,477,643,1328,2232,1646,1038,387,177,104,74
271,123,134,368,788,831,572,383,235,154,116
272,89,134,276,555,531,291,172,91,57,43
273,410,648,1444,2546,1902,1154,434,171,110,47
274,978,1762,4149,7034,4927,2742,1175,514,237,133
275,1391,2264,5260,9124,7062,4101,1744,697,375,219
276,675,1047,2453,4307,3469,2095,753,246,125,80
277,522,882,1962,3161,2087,1206,437,140,83,63
278,66,108,282,625,674,330,167,65,37,20
279,2403,2623,3487,2417,901,361,110,56,34,41
280,601,835,1694,2608,1822,1036,365,141,75,56
281,2256,3318,5518,5689,2556,1124,282,97,44,42
282,43,26,97,205,308,269,186,106,79,53
283,1701,4011,7925,8776,4269,2232,848,290,169,128
284,17,18,39,91,92,71,25,21,21,10
285,176,324,694,980,650,346,153,73,36,23
286,64,44,137,326,297,208,128,57,29,33
287,34,22,52,103,153,107,36,25,12,15
288,122,212,519,723,371,207,79,29,22,22
289,23,21,59,109,74,67,10,5,4,5
290,58,128,259,362,211,135,53,21,12,12
291,50,56,102,169,110,65,17,8,3,5
292,56,67,155,257,201,134,48,36,16,14
293,100,112,207,382,360,262,124,77,44,39
294,21459,24033,33054,29241,13517,6182,2560,952,527,329
295,527,965,2097,3698,2590,1403,571,210,124,59
296,81,105,279,575,655,493,229,119,54,34
297,1131,1800,4328,6886,5353,3063,1393,618,413,303
298,144,231,585,1350,1432,1023,579,284,174,103
299,9769,14423,19636,16048,6720,2927,1118,433,225,204
300,13249,22455,33570,26169,11470,4973,2692,950,547,546
301,793,1201,2484,2169,831,365,102,36,12,18
302,3550,4907,8200,10506,6750,4025,2131,966,670,587
303,2229,3452,6091,7132,3902,1870,725,266,113,98
304,534,689,1222,1340,743,405,102,30,22,14
305,84,114,291,630,681,552,275,118,61,58
306,10836,18748,18579,9310,3409,1575,646,258,133,180
307,4886,9451,19773,22705,11132,5010,1826,723,391,317
308,325,415,805,806,327,127,34,12,12,14
309,112,142,276,351,198,79,18,11,8,11
310,173,172,360,438,281,114,40,19,17,10
311,2237,2484,3997,4496,2396,1227,463,192,97,96
312,1270,1745,3518,4330,2281,1262,379,148,66,50
313,150,239,533,956,817,586,245,100,72,51
314,166,227,543,1034,1003,682,338,171,94,72
315,5620,5081,5459,3342,1418,645,298,124,72,138
316,39531,41993,47711,31785,14563,7223,4016,1690,1083,1345
317,844,1416,2587,2350,1030,454,136,58,33,32
318,1754,2713,4739,5961,3204,1650,678,252,118,86
319,212,472,1058,1386,817,472,168,70,30,30
320,1466,2597,5628,7921,4765,2652,1130,474,238,157
321,276,452,881,938,475,230,73,20,13,12
322,1347,2454,4458,3684,1536,667,197,74,47,36
323,172,224,606,1186,1232,820,411,202,95,64
324,119,174,446,773,555,360,161,55,36,21
325,290,456,1050,1865,1705,1055,487,219,132,111
326,63,65,134,272,287,203,92,55,37,19
327,1659,1991,3796,5293,3115,1530,374,173,82,65
328,822,1018,1728,2288,1258,536,138,55,26,26
329,860,958,1661,2202,1261,529,160,51,36,31
330,862,776,1178,1396,693,304,77,27,17,19
331,101,110,272,565,665,597,358,223,169,129
332,21748,34808,62572,60971,27496,13579,5359,1959,977,746
333,35378,57284,101538,107818,55337,26103,13081,5032,2350,1693
334,6527,8465,15872,23740,18397,10747,5949,2849,2169,1649
335,671,1039,2194,2839,1689,965,410,167,87,69
336,76,102,249,465,458,314,125,71,19,24
337,53,76,204,451,421,317,127,56,23,18
338,74,87,186,443,461,352,211,94,58,36
339,67,68,168,356,320,207,96,51,24,14
340,57,53,128,279,265,172,75,33,20,10
341,262,437,757,794,395,228,79,22,15,14
342,461,727,1374,2485,2164,1354,524,190,124,103
343,357,521,1246,2688,2888,2238,1199,680,362,215
344,82,106,162,271,137,76,28,9,2,6
345,3640,2437,4389,5983,5166,3380,1695,958,750,907
346,1944,3224,6077,6800,3934,2037,1077,418,287,224
347,101,229,608,1189,946,508,174,72,45,24
348,5628,8076,13522,14188,5747,2037,452,132,41,48
349,11628,14097,16067,10336,3420,1189,228,77,32,67
350,148,256,669,1159,851,495,178,63,22,22
351,75,116,217,496,447,309,135,57,30,15
352,93,117,337,685,524,340,135,51,21,24
353,10260,12958,21062,27159,15020,7565,3141,1516,996,700
354,164,311,629,1130,845,439,183,67,30,16
355,79,152,355,615,424,237,85,42,18,20
356,4318,6782,11228,11001,5449,2641,1374,591,437,396
357,1123,1344,2149,2863,1762,937,360,139,80,36
358,1108,1294,1876,2461,1451,738,273,126,53,40
359,749,904,2104,3680,3454,2265,989,433,291,193
360,545,986,2144,3004,1770,1050,343,146,66,41
361,11551,18443,32520,38335,21748,11143,7134,3471,2201,1830
362,557,935,1724,2427,1782,1260,791,357,236,176
363,167,305,738,900,420,173,43,21,10,13
364,13051,18417,22070,15117,6530,3230,1227,460,281,392
365,1137,1743,2888,2130,891,385,116,51,23,46
366,2475,3859,6770,6940,3420,1748,709,291,116,75
367,3438,6152,11826,13789,7084,3588,1587,617,361,285
368,491,786,1717,3046,1993,1059,367,140,63,26
369,53772,64137,67564,35884,10733,3923,1089,424,186,509
370,1865,3281,6409,7799,4344,2246,1077,388,220,109
371,1891,3262,6611,8867,5052,2288,733,269,144,81
372,6640,10923,18665,21966,12127,6097,3605,1703,1074,782
373,1322,2347,3931,3142,1188,523,187,69,29,29
374,1169,2117,3332,2420,863,337,107,40,19,16
375,823,1443,2539,2001,768,325,96,34,21,18
376,105,120,281,307,141,73,17,6,8,7
377,6280,11345,17141,12793,4465,1807,525,143,87,75
378,8462,8795,10564,6832,2908,1387,807,299,248,235
379,28,23,76,171,143,80,16,8,6,9
380,600,859,1836,3374,2691,1590,712,294,162,89
381,790,1315,2506,3841,2914,1614,736,283,177,113
382,2630,5152,11007,15321,9549,5037,2081,823,414,249
383,233,364,909,1535,1266,691,346,151,71,75
384,1312,2098,3754,3061,1185,493,113,45,29,25
385,3195,4789,8708,10591,5432,2438,708,288,124,88
386,1778,3539,7385,9193,4295,2147,743,263,128,83
387,1461,2569,5859,9804,7557,4661,2265,1006,537,375
388,2438,138,183,275,372,648,1199,2648,7692,22048
389,1245,2205,4290,5189,2826,1411,523,230,108,85
390,14429,23305,32660,22402,7946,2814,905,290,148,117
391,1128,1479,3188,5671,4670,3041,1646,784,428,275
392,866,1201,2336,3093,1478,713,197,81,32,25
393,1296,2385,5182,7157,4020,2242,1132,540,329,194
394,382,818,1976,3020,2270,1207,534,187,99,63
395,155,262,647,1186,866,483,194,87,36,15
396,57,84,213,424,285,122,45,14,8,7
397,70,98,283,466,282,120,49,13,10,8
398,267,518,1198,1616,809,364,119,46,21,19
399,137,180,358,692,614,401,171,70,39,38
400,248,331,614,1237,1302,880,537,216,127,92
401,4959,5902,7889,6593,2983,1392,363,139,74,76
402,687,1062,1668,1769,798,335,98,36,10,16
403,903,1292,1842,1365,553,196,42,23,14,16
404,19794,31112,47730,44941,20077,8777,4298,1555,812,490
405,186983,167309,137336,62317,18427,6427,2246,737,351,668
406,420,750,1682,2469,1363,658,193,67,20,18
407,8563,13665,20929,18793,9152,4316,1916,779,322,229
408,56,62,185,518,692,607,352,218,88,49
409,2209,3232,6265,6991,3135,1447,446,128,68,45
410,50252,64305,54953,24495,8157,2979,1307,497,339,644
411,256,394,811,1455,1162,687,302,151,71,56
412,135,187,327,706,680,510,293,129,72,28
413,11079,10588,11035,7675,3531,1796,913,367,237,423
414,3062,3637,4873,4247,2258,1106,581,273,173,154
415,11155,13254,27363,41911,23643,11356,3685,1415,655,476
416,2443,3537,6033,7429,3834,1787,610,275,139,107
417,1125,1903,3200,2801,1111,432,140,51,30,41
418,167,261,714,1540,1471,957,455,219,93,60
419,195,276,554,879,749,432,206,102,59,30
420,395,632,1171,1706,1252,844,448,212,119,63
421,1342,2339,4659,6530,3608,1685,701,314,138,74
422,5230,6127,9865,11837,5135,2190,671,225,92,73
423,6722,7566,11990,12862,5409,2184,607,206,96,71
424,6718,7647,11985,11322,4397,1687,395,160,60,66
425,6033,6802,11048,13002,5767,2369,620,255,104,93
426,577,585,1071,1906,1859,1461,765,369,286,208
427,738,1128,1831,1626,816,410,209,94,31,51
428,351,533,1147,1808,1113,698,268,111,58,35
429,65961,64493,51656,24255,8603,4064,1486,573,301,760
430,153,141,343,721,691,439,246,108,55,47
431,4292,4162,9247,15976,8947,4108,1174,403,172,150
432,3133,3429,7953,12995,6555,2922,844,284,115,81
433,2866,2697,6119,10897,6514,3244,1166,439,210,119
434,4265,5344,11309,11650,4666,1742,457,137,52,91
435,3097,3400,7372,10077,5248,2327,848,304,167,122
436,5281,6520,10406,9562,4088,1699,611,234,141,128
437,2709,2908,6763,9354,4381,1929,665,237,76,76
438,1196,830,1847,4014,3273,1687,589,217,94,61
439,29445,43456,39801,18990,5867,2595,937,377,193,556
440,9689,14965,22249,16857,6805,2539,1128,350,187,143
441,5169,9425,18896,24372,13640,6862,2508,926,483,328
442,364,488,1306,2247,2055,1352,660,300,195,163
443,272,367,970,1881,1447,853,348,149,97,50
444,351,512,1401,2454,1849,1206,503,169,102,66
445,79,154,466,826,617,348,115,39,20,11
446,2123,3575,5376,4487,1836,736,232,88,42,35
447,71,146,467,578,341,162,70,19,12,6
448,1641,2661,5133,5894,3048,1518,451,143,80,51
449,5008,7077,11287,9312,4500,2263,892,368,187,274
450,2053,3081,6187,8194,4576,2398,1097,420,250,164
451,4399,7524,12730,10517,4018,1944,653,283,119,113
452,22043,23717,45706,53971,25785,11867,3596,1315,555,386
453,8011,10922,22158,30278,17026,8666,3425,1278,633,381
454,532,960,1901,1967,1009,553,206,77,37,25
455,367,572,986,1126,549,262,63,30,12,13
456,453,708,1184,1325,828,404,142,48,23,21
457,15558,20848,20668,10914,4004,1774,644,258,131,187
458,2542,3683,7324,11814,8583,5211,2265,1079,649,438
459,2683,4887,8596,7357,3079,1300,386,160,71,56
460,1069,2259,4212,4445,2220,1095,375,122,49,64
461,1625,2922,4958,5039,2657,1457,648,259,136,127
462,360,759,1727,2657,1609,811,309,137,75,31
463,357,708,1455,2201,1116,524,179,52,27,23
464,246,465,986,1790,1222,743,297,113,65,43
465,93,132,295,478,362,204,97,38,25,22
466,519,740,1467,2463,1943,1184,660,304,134,127
467,47,80,199,444,467,312,161,50,25,16
468,200,328,804,1734,1684,1121,546,251,116,58
469,1274,977,1826,2389,1332,651,192,73,48,53
470,2521,2016,4326,8775,6445,3410,1060,408,163,116
471,45,41,90,256,302,299,163,117,54,43
472,333,495,963,1665,1374,768,348,148,87,35
473,335,367,663,934,533,290,68,32,17,16
474,194,299,533,625,266,163,62,19,14,9
475,1489,1894,2926,4291,2999,1696,706,249,189,118
476,2097,1795,3745,6509,4994,3043,922,414,213,184
477,843,1589,3401,5118,3478,2038,796,311,201,154
478,55,48,110,254,266,202,124,59,48,41
479,49,74,171,425,423,280,137,61,24,28
480,42609,62143,78325,44824,11925,3724,844,229,105,121
481,42814,54616,63546,35753,10658,3363,904,242,119,131
482,1904,2751,4804,6076,4467,2606,1373,589,370,249
483,62,71,191,419,471,325,147,78,45,20
484,3271,4195,7371,7259,3103,1375,358,148,92,91
485,3548,5209,9111,8159,2911,1066,278,68,40,51
486,103,104,222,421,345,188,58,26,11,13
487,618,1227,2467,2714,1370,653,226,68,42,33
488,466,540,832,1074,579,275,51,30,15,18
489,3161,3191,5599,8411,5686,3357,1159,495,324,229
490,3793,5438,9959,9268,4415,1790,756,220,118,108
491,107172,114886,129486,75924,25715,8966,2519,804,351,621
492,995,1765,3467,4951,2880,1404,505,203,124,80
493,189,338,877,1171,765,409,157,57,22,27
494,396,612,961,1188,730,391,162,42,34,27
495,34911,33357,64105,85456,46215,23633,6723,2616,1256,1146
496,17956,20476,34270,34228,15397,7053,2044,743,325,242
497,3576,4779,7388,7584,4501,2602,1559,751,506,438
498,22985,21621,33704,37624,16968,7932,2246,778,531,524
499,4987,4599,6859,7505,3519,1500,348,103,48,64
500,10838,10934,15664,14746,6113,2470,565,208,100,123
501,117,214,457,793,576,339,123,52,48,23
502,6009,9445,16125,14168,5217,2170,614,214,86,109
503,4817,7399,10456,7013,2313,777,192,55,32,39
504,863,1413,2902,3801,1787,755,190,68,25,25
505,234,266,614,1285,1691,1594,1174,732,623,336
506,951,1448,3094,4689,2943,1600,828,285,137,86
507,2200,3330,5942,5551,2133,877,256,71,39,42
508,1388,2127,4048,3770,1342,480,145,54,16,27
509,863,1207,2388,2596,1248,556,265,114,57,43
510,9039,14007,21106,15841,5622,2012,637,219,119,98
511,175,374,812,1330,906,470,169,72,30,16
512,29,27,99,222,231,162,102,49,22,21
513,112,151,393,842,833,607,336,167,113,63
514,35,54,123,280,225,201,75,31,16,10
515,882,1552,3209,4215,2525,1261,555,193,94,58
516,9533,11182,22703,32814,17335,8500,2705,1026,474,357
517,2085,3458,7064,7531,3145,1220,442,190,80,66
518,31514,34838,57073,53135,21819,9186,2219,782,381,348
519,1683,2744,4500,5819,3712,2065,848,376,188,156
520,478,776,1656,2642,1781,1135,450,181,111,68
521,198,280,638,1234,1033,745,405,181,110,63
522,89,90,229,451,459,320,172,89,37,37
523,138,229,482,844,642,361,134,42,24,11
