anime_id,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1
4596,1546,1757,2592,2060,702,293,70,38,16,39
4597,213,269,579,1229,1491,1064,509,307,178,143
4598,4164,6293,11624,10592,4402,2100,696,248,125,109
4599,2,2,6,15,17,35,5,3,2,4
4600,10,4,9,30,27,34,18,6,4,6
4601,14,4,23,51,43,33,16,6,3,6
4602,225,246,540,742,374,180,50,17,12,15
4603,24,29,73,150,175,135,44,12,6,14
4604,63,55,105,162,73,31,12,7,0,8
4605,517,360,615,664,418,288,157,104,60,93
4606,4327,5634,7814,4561,1437,523,130,91,26,225
4607,16,18,20,71,41,28,23,3,5,8
4608,29,11,33,59,52,32,16,11,6,11
4609,710,933,2207,3630,2310,1329,478,205,115,73
4610,9,2,2,12,13,12,4,4,1,6
4611,8,1,6,12,13,9,3,3,5,4
4612,19,6,39,103,191,179,70,34,17,9
4613,2358,1746,3022,4588,3241,1851,832,406,254,212
4614,36,20,33,92,151,167,87,66,49,38
4615,16,20,46,87,101,72,19,5,7,6
4616,36,41,84,201,224,162,64,45,15,12
4617,7003,7846,16044,24827,20317,13391,9206,5228,4032,3591
4618,2156,2639,3163,2314,998,539,153,80,51,56
4619,107,152,316,594,455,292,76,27,32,23
4620,43,56,116,193,177,109,44,20,17,12
4621,6652,12555,29119,38505,19008,8629,2792,1057,422,290
4622,25,9,31,64,116,97,47,37,19,10
4623,6,2,10,15,13,7,3,0,6,3
4624,11,13,29,51,45,43,6,8,4,3
4625,5,1,7,12,9,13,4,1,3,2
4626,14,10,8,15,20,14,8,3,4,9
4627,7,1,4,7,7,6,5,3,1,3
4628,14,12,18,24,29,46,19,9,8,7
4629,7,3,5,4,13,12,7,5,2,5
4630,19,20,60,102,133,149,86,58,59,82
4631,115,116,242,442,354,201,78,40,20,6
4632,8,2,2,2,11,7,1,1,2,4
4633,140,147,309,516,373,204,78,42,19,26
4634,94,115,174,358,359,242,68,45,27,14
4635,32,26,82,172,275,327,261,229,278,313
4636,904,128,161,302,395,549,369,345,457,1577
4637,200757,242398,264330,169476,68296,31152,14127,5810,2758,2569
4638,1523,1447,3237,4139,2425,1387,393,189,119,101
4639,2484,1941,2453,3017,1818,941,278,135,101,106
4640,43,37,105,165,74,43,9,2,3,4
4641,159,113,226,426,531,374,131,59,26,32
4642,10,9,26,69,70,48,18,10,3,2
4643,107,91,207,389,416,293,144,77,55,47
4644,549,250,365,514,260,191,112,99,93,131
4645,167,137,256,546,366,203,57,30,12,6
4646,133,126,311,433,238,100,40,19,7,8
4647,2,3,5,3,14,26,12,9,12,2
4648,3,2,14,32,42,49,12,2,7,5
4649,3116,4469,9823,11638,4999,2160,683,289,125,90
4650,17985,31999,55708,52886,24419,10369,5593,2013,922,696
4651,1845,3420,7791,9204,4244,1883,580,222,114,114
4652,5,2,13,23,25,19,7,0,5,3
4653,7,6,19,37,21,21,7,4,3,4
4654,385,598,1267,1766,891,383,108,44,24,13
4655,387,746,1036,611,216,108,31,19,6,15
4656,8,5,12,19,10,21,3,5,1,6
4657,4879,5907,8517,7129,3198,1472,416,161,79,64
4658,139,144,299,607,476,307,71,34,15,29
4659,597,488,785,967,598,365,204,107,81,89
4660,1210,1005,1524,1472,672,303,74,41,20,25
4661,8,0,6,13,14,9,4,0,4,6
4662,35184,51306,48435,24984,8948,3675,1615,617,313,635
4663,114,125,219,238,156,78,23,13,10,5
4664,42,59,132,361,505,402,222,135,56,36
4665,586,399,798,1464,1341,905,365,173,96,78
4666,1837,3284,6444,8680,4998,2448,1247,533,253,175
4667,59,44,141,243,252,174,123,56,43,19
4668,27,16,27,64,70,83,77,36,36,46
4669,1843,2233,4806,4458,1701,750,198,83,35,62
4670,10,7,18,28,34,21,9,7,4,4
4671,90,87,221,433,506,331,127,63,36,29
4672,13,8,15,45,31,30,14,7,4,6
4673,7,5,4,11,10,13,11,2,4,4
4674,1066,1317,3214,5275,4059,2272,1193,568,374,302
4675,2742,4363,8281,8395,3469,1340,438,171,59,46
4676,171,137,268,512,521,371,177,94,65,61
4677,7,6,10,34,37,28,19,8,9,6
4678,7026,12586,21318,17938,7210,3068,1307,490,251,158
4679,38,34,98,230,306,256,122,56,45,23
4680,672,990,2573,4835,4593,3168,1753,873,581,404
4681,42,56,119,202,192,95,35,15,8,6
4682,357,84,171,447,673,845,347,246,183,212
4683,91,82,207,500,385,220,82,30,18,13
4684,17,0,2,7,11,11,11,19,24,43
4685,110,147,245,392,339,251,96,46,24,19
4686,24,18,45,129,174,178,86,31,29,29
4687,17,15,40,78,50,37,9,1,2,4
4688,5,2,2,15,17,23,7,13,16,18
4689,19,12,22,40,34,31,19,7,7,5
4690,12,11,16,39,43,23,4,4,2,4
4691,27493,40721,42987,22527,7441,2614,865,345,154,288
4692,2143,4035,7708,8706,4297,2067,804,294,115,102
4693,26,20,64,147,151,120,46,28,16,23
4694,4198,6651,14450,26236,24425,16410,10009,4937,3123,2261
4695,5,4,9,34,57,59,28,8,8,11
4696,115,85,183,279,337,209,93,48,35,38
4697,160,101,273,406,328,206,83,37,15,28
4698,4,2,4,6,10,11,2,2,0,7
4699,6,11,17,49,51,34,11,5,6,5
4700,102,73,171,346,350,241,138,60,42,38
4701,275,239,447,742,457,295,91,50,33,37
4702,74,59,117,262,275,240,87,54,33,32
4703,214,214,400,599,440,296,86,50,35,29
4704,13,10,25,34,50,35,13,3,5,9
4705,213,157,283,456,472,333,209,111,100,128
4706,26,15,41,82,100,76,36,14,15,6
4707,3,7,5,16,10,17,7,3,2,5
4708,132650,132443,167498,153901,84532,53280,27849,13627,7680,7090
4709,332,291,574,1109,1343,945,453,277,218,157
4710,158,155,320,632,619,419,146,78,48,25
4711,31150,35310,51702,59046,35959,19133,11732,5015,2969,2097
4712,248,360,685,1363,967,468,160,48,36,21
4713,366,802,2030,2244,969,360,132,39,27,19
4714,271,227,405,617,310,175,43,31,15,8
4715,925,533,865,1691,1754,1180,500,294,150,124
4716,9,13,46,67,86,88,44,23,12,14
4717,43,37,96,192,216,226,115,61,47,26
4718,112,120,192,336,232,170,37,21,8,9
4719,4,0,8,14,10,17,9,2,4,5
4720,13,17,19,36,50,18,11,6,4,2
4721,6,5,10,18,10,9,5,1,0,3
4722,9,1,11,36,32,25,12,3,7,13
4723,29,24,76,117,98,51,19,10,7,6
4724,37,31,79,143,83,31,16,7,2,5
4725,26,38,66,98,88,42,17,11,8,5
4726,117,175,532,1012,767,384,121,40,22,23
4727,127,146,269,514,382,220,70,36,9,10
4728,98,94,238,404,419,246,88,42,28,21
4729,85779,142254,168690,97399,34893,15199,5310,1719,890,1001
4730,5875,10355,20692,26712,15572,8284,3868,1671,888,663
4731,140,170,497,941,708,381,142,51,32,15
4732,250,232,340,520,357,243,84,46,24,20
4733,926,1818,3854,4371,2330,1288,556,211,122,91
4734,5,4,3,12,5,18,9,10,3,11
4735,5,2,0,13,6,18,8,7,5,6
4736,7,5,2,10,8,16,2,8,2,11
4737,4,4,8,12,5,16,9,6,3,10
4738,2631,2553,3988,3262,1299,625,154,89,62,105
4739,31,20,31,102,194,294,121,84,76,60
4740,11,10,16,20,17,16,4,2,2,5
4741,3168,6539,13922,11281,3681,1505,381,140,58,59
4742,13056,17073,26343,23561,11677,5765,3267,1341,688,513
4743,2778,4732,6369,3995,1627,784,347,188,140,188
4744,17,21,23,83,103,111,55,24,24,22
4745,16,30,36,77,55,25,17,4,2,4
4746,428,468,846,1075,510,239,84,24,21,31
4747,137,168,302,611,736,659,349,247,135,73
4748,1284,1370,2786,5068,4011,2290,999,552,338,224
4749,33,20,47,106,138,134,59,34,29,18
4750,6943,6830,10931,13224,6300,2746,745,303,213,140
4751,168,233,610,1188,693,311,90,28,17,18
4752,579,853,1746,1980,1023,492,177,89,39,36
4753,12,14,46,88,58,49,12,9,6,4
4754,7,9,12,51,86,100,39,22,15,8
4755,19,11,28,70,62,74,32,23,17,12
4756,26,17,49,142,193,157,55,41,16,18
4757,4179,7834,13925,12485,5833,2751,1018,361,178,168
4758,64,68,168,334,369,241,132,76,42,65
4759,23580,24613,30369,20358,6902,2614,814,263,127,240
4760,8,4,8,29,32,30,9,3,3,8
4761,16,3,19,43,58,109,85,58,46,50
4762,8,4,16,30,79,85,32,30,22,10
4763,4,2,9,15,27,75,65,59,47,46
4764,9,11,16,53,70,133,59,39,20,21
4765,7,4,12,27,59,121,65,47,41,37
4766,7,4,17,42,70,122,80,46,41,35
4767,14,8,20,67,121,177,84,55,35,29
4768,10,6,5,17,32,104,110,74,89,74
4769,12,4,10,19,50,133,105,63,65,55
4770,19,12,37,103,151,113,46,27,22,23
4771,9,4,18,49,78,145,64,34,32,25
4772,16,8,18,50,101,139,78,49,45,26
4773,14,5,9,29,49,143,123,110,79,98
4774,7,3,11,24,54,111,62,35,29,33
4775,13,3,5,30,65,117,89,66,36,37
4776,13,7,13,36,90,166,64,29,35,27
4777,5,2,13,29,48,105,54,23,33,20
4778,13,5,19,57,95,116,54,26,24,13
4779,5,4,8,36,53,123,94,71,54,51
4780,6,8,11,21,44,98,47,32,21,17
4781,4,3,7,42,72,99,48,30,19,14
4782,4,3,9,31,70,101,40,37,18,26
4783,5,4,7,32,47,109,87,45,72,52
4784,5,6,13,29,49,107,71,48,36,26
4785,5,7,4,21,52,114,91,52,50,48
4786,20,7,29,85,158,254,101,85,54,43
4787,31,21,52,70,61,30,16,6,4,9
4788,13,4,21,110,132,180,76,57,40,28
4789,13,7,23,54,119,157,88,78,54,28
4790,17,28,59,127,93,82,47,13,12,15
4791,9472,12934,24869,19294,5877,2372,601,246,116,156
4792,4886,6898,8741,4585,1477,439,136,54,29,242
4793,1430,2093,4051,5540,3204,1787,743,297,133,127
4794,7,8,4,13,15,5,4,7,6,4
4795,38,37,92,211,217,156,73,39,17,13
4796,387,536,1280,2671,2657,1978,1225,612,338,259
4797,414,337,647,1435,1372,876,258,114,57,42
4798,56,80,152,246,216,141,54,27,16,34
4799,37926,69739,135228,154891,80871,36224,17603,7230,3471,2068
4800,408,570,1372,2353,1738,888,327,136,89,74
4801,66,56,182,351,304,150,49,17,13,11
4802,2824,2709,4497,6530,4584,2568,908,355,225,161
4803,99,125,383,855,695,374,90,27,19,9
4804,11,5,15,30,37,32,17,6,12,11
4805,59,81,204,274,210,96,51,19,4,10
4806,132,106,243,395,356,273,118,43,39,25
4807,399,292,597,968,666,365,150,80,57,59
4808,3836,2855,4807,5291,3376,2168,1008,644,486,615
4809,7257,8590,13969,15810,8485,4589,1754,656,340,203
4810,2411,2744,4285,5342,2914,1466,475,183,85,77
4811,38,20,71,134,144,92,40,21,22,16
4812,26,10,17,44,45,37,12,6,8,12
4813,70,81,193,286,138,73,22,20,7,7
4814,38,27,34,57,85,18,13,5,5,15
4815,13,2,3,18,20,40,43,27,31,71
4816,1903,1749,3246,3046,1259,540,176,64,29,48
4817,20,3,13,16,14,22,13,4,21,21
4818,68,88,144,193,136,75,27,14,8,10
4819,13,4,13,19,10,11,5,0,1,4
4820,367,554,1183,2383,2384,1698,1002,534,335,193
4821,384,587,1533,2898,2558,1515,814,387,209,123
4822,396,498,1136,2388,2351,1579,802,401,220,158
4823,10382,15529,25205,23223,11416,5600,3307,1533,800,536
4824,1332,1896,3232,3083,1189,501,167,67,32,45
4825,167,191,420,662,298,140,42,19,5,10
4826,23,33,60,173,188,118,51,35,16,10
4827,12,7,30,63,113,152,87,58,30,22
4828,8,8,9,40,39,71,40,24,32,17
4829,31,21,17,38,46,69,39,40,25,42
4830,255,326,708,957,605,277,84,39,20,31
4831,3,6,17,13,16,19,10,8,1,4
4832,6939,5915,7285,3935,1276,545,129,114,32,346
4833,492,578,1185,1396,901,554,254,129,79,62
4834,15,8,30,92,116,113,65,42,11,18
4835,2518,2432,4268,5828,2985,1728,405,167,76,149
4836,19,14,14,62,108,134,172,151,205,278
4837,2191,2377,4703,6928,3797,1918,754,332,154,87
4838,46,4,25,44,90,185,191,239,409,952
4839,4098,4988,10948,13081,6498,3139,1414,659,326,300
4840,12987,29224,60080,48204,15547,6264,1966,733,388,323
4841,193,327,969,1698,1194,538,174,63,30,16
4842,96,161,501,718,338,136,38,13,3,6
4843,366,255,437,859,856,496,177,90,48,40
4844,7,6,16,23,28,29,14,2,8,1
4845,16,9,11,30,27,29,13,3,3,12
4846,34,25,41,104,82,41,20,11,8,6
4847,413,919,2431,3696,2284,1234,489,157,81,54
4848,1694,3900,9504,12328,6775,3301,1258,469,231,128
4849,26,16,39,67,58,29,9,4,4,4
4850,25,21,38,65,86,87,68,40,22,20
4851,408,564,1392,2605,2462,1618,857,466,231,177
4852,352,545,1004,1357,721,394,147,53,25,16
4853,7,10,5,17,14,13,2,1,2,3
4854,732,1305,2705,1985,618,224,70,29,22,29
4855,138,152,286,499,485,402,235,159,109,86
4856,182,143,334,590,541,337,157,84,52,37
4857,3804,3091,5815,10321,10870,8269,4339,2887,2229,2198
4858,187,170,409,657,341,136,43,20,7,6
4859,9,2,7,19,17,20,10,4,9,6
4860,13,25,73,173,173,131,43,28,12,6
4861,21,19,42,151,203,169,68,28,22,13
4862,11,15,48,135,126,99,22,14,10,10
4863,288,274,446,611,387,193,70,39,22,15
4864,35,30,75,174,280,164,53,14,9,8
4865,180,273,566,746,446,218,109,40,20,19
4866,258,347,794,1413,1034,533,161,66,42,27
4867,2050,1757,3222,6172,6705,4322,1973,922,626,473
4868,6,5,4,19,30,50,67,53,45,56
4869,9,5,13,34,48,96,57,41,28,24
4870,12,4,10,24,38,60,73,87,111,177
4871,22,7,20,43,80,143,119,122,132,172
4872,42,40,86,152,171,170,94,103,86,129
4873,10,6,20,44,54,101,77,46,45,65
4874,14,7,22,54,62,110,61,62,72,62
4875,13,4,12,17,41,85,103,93,96,154
4876,9,9,16,36,54,92,80,61,60,52
4877,11,15,21,58,97,117,110,99,98,90
4878,6,8,25,54,88,102,83,59,64,60
4879,8,7,17,45,68,111,64,44,32,26
4880,508,570,1105,1141,563,298,73,35,14,16
4881,1563,2622,4597,3638,1240,404,102,44,14,34
4882,294,374,899,1207,520,230,61,18,9,10
4883,30,28,55,127,119,88,31,9,9,13
4884,7,3,7,14,18,15,7,5,0,3
4885,820,928,1704,2254,1328,741,268,140,76,87
4886,93053,116022,149283,102025,38623,16690,5865,2251,1158,1093
4887,3943,4351,6537,7976,4998,2957,1375,576,330,256
4888,8646,12062,21489,26905,16568,8567,3598,1537,728,437
4889,48,27,61,199,336,489,237,127,78,46
4890,1217,2467,3965,2386,767,284,81,43,30,33
4891,221,319,772,1277,575,306,71,33,13,10
4892,7,10,22,26,59,104,72,36,44,44
4893,1062,1740,4140,7324,6460,4002,2232,1076,596,341
4894,228,259,637,980,540,308,78,46,17,14
4895,2454,2833,4664,7217,5808,3899,2265,958,679,582
4896,180,175,291,570,519,390,126,63,48,32
4897,13964,22247,46094,68585,43348,23497,10816,4555,2351,1403
4898,12,14,13,22,21,18,5,5,2,4
4899,6,2,7,10,8,12,6,2,3,6
4900,350,517,958,1586,1424,1039,581,253,174,132
4901,8,5,18,29,32,31,15,7,7,6
4902,87,96,173,326,396,298,117,50,35,26
4903,11,10,26,28,22,17,4,2,2,2
4904,763,414,790,1212,1400,1300,803,519,549,805
4905,29,21,64,93,78,50,26,11,14,10
4906,349,265,452,758,520,383,113,63,44,28
4907,17,18,37,88,115,49,16,7,6,8
4908,10,4,16,33,46,53,27,6,5,12
4909,9,10,14,21,18,25,7,3,3,5
4910,456,514,899,1588,1151,590,263,117,81,47
4911,11,7,29,74,105,96,41,24,9,7
4912,90,124,233,374,188,98,27,13,6,14
4913,4248,6066,14459,25723,19170,10594,4748,2160,1191,817
4914,146,146,261,409,255,167,68,35,24,19
4915,11,2,2,10,22,31,22,22,8,16
4916,9,1,2,20,31,58,32,16,15,19
4917,14,9,30,91,124,114,56,30,16,12
4918,19,12,38,95,105,47,24,13,5,7
4919,14,9,36,89,87,53,20,7,4,6
4920,21,13,29,64,53,37,19,5,4,6
4921,13,6,6,17,16,21,22,21,15,29
4922,6,6,28,39,61,60,19,15,3,10
4923,17,28,57,84,91,56,31,13,13,10
4924,15,34,74,138,164,93,38,30,20,15
4925,31,35,98,191,181,131,63,23,25,19
4926,26,19,48,144,177,130,54,20,18,13
4927,5,3,9,12,19,14,12,2,6,12
4928,91,84,215,374,339,224,83,40,33,26
4929,7,5,0,11,10,15,1,2,2,6
4930,220,194,379,680,430,263,89,35,25,22
4931,115,93,194,331,330,218,108,63,30,52
4932,3,1,7,5,13,14,11,8,5,5
4933,10,8,12,29,52,68,82,79,58,26
4934,6110,9741,15443,12101,5190,2352,1020,352,203,239
4935,4,2,1,4,7,4,2,1,1,3
4936,7,3,4,16,17,33,6,5,3,2
4937,1752,2761,3519,2338,858,352,161,42,21,43
4938,53,36,65,121,118,78,25,6,12,7
4939,16,33,75,198,203,133,49,26,10,5
4940,13,9,19,83,121,134,95,59,35,41
4941,6,12,16,48,69,87,44,31,18,17
4942,28,13,25,38,35,19,4,3,3,4
4943,22,4,8,44,30,28,12,13,11,31
4944,65,51,140,364,569,544,180,110,64,32
4945,8,5,16,31,29,29,13,11,2,5
4946,46,57,98,167,145,76,31,11,9,8
4947,5,10,21,51,93,74,44,30,23,14
4948,20,14,36,97,124,102,57,35,18,16
4949,8,15,32,73,91,84,55,45,27,25
4950,8,11,19,51,81,100,55,48,43,38
4951,323,235,440,619,399,214,82,34,21,29
4952,113,63,163,296,401,285,121,62,45,43
4953,83,68,134,256,316,239,141,76,55,43
4954,85,74,177,316,442,361,179,126,90,89
4955,176,144,331,602,548,406,159,95,40,33
4956,130,115,229,441,443,300,168,46,43,42
4957,494,554,976,846,368,180,47,25,10,16
4958,29,31,60,97,113,108,70,69,51,57
4959,170,139,282,460,392,246,110,43,44,33
4960,53,109,357,504,446,278,124,52,42,22
4961,22,11,35,64,47,18,5,4,3,3
4962,23,15,43,108,133,89,56,24,10,11
4963,10,2,16,31,47,59,12,4,6,6
4964,56,64,133,271,251,190,62,34,30,11
4965,10,2,18,52,90,88,53,21,22,15
4966,414,324,551,598,273,104,27,17,7,22
4967,1248,1277,2403,1953,696,282,55,26,6,35
4968,571,449,807,841,331,151,34,19,9,29
4969,29,28,64,121,92,63,25,6,5,7
4970,64,53,101,147,79,49,7,10,6,7
4971,73646,78831,58615,28234,9268,3358,1106,399,282,692
4972,11,11,20,52,63,63,26,26,7,12
4973,446,553,1095,1897,1491,767,278,148,82,48
4974,80,74,138,243,197,116,48,20,12,7
4975,52,49,95,175,120,79,38,11,5,5
4976,59,54,99,226,156,89,27,10,9,6
4977,1252,1038,2177,4258,4717,3227,1510,767,425,239
4978,34,26,73,145,118,87,29,18,8,6
4979,3475,3888,5845,7589,4450,2508,1118,500,313,229
4980,14473,27544,42461,26980,8827,3073,891,258,132,134
4981,5,1,2,11,6,13,12,10,19,68
4982,8,2,3,6,12,22,8,3,3,9
4983,93,53,144,229,322,232,122,72,27,31
4984,26,30,67,131,120,68,19,8,6,6
4985,35,24,48,123,65,50,6,2,3,3
4986,1951,1397,2633,4971,3950,2026,750,329,181,164
4987,12,5,8,17,25,41,24,13,12,15
4988,897,865,1795,2900,1943,1031,382,191,100,72
4989,7,4,23,42,32,28,24,8,4,12
4990,105,140,311,519,516,275,107,50,30,12
4991,38,37,87,129,118,76,27,16,16,9
4992,455,423,963,1814,1394,783,236,107,53,64
4993,9,8,11,9,25,18,6,7,3,4
4994,15,8,29,39,54,39,9,10,5,5
4995,3109,2637,4613,4568,2352,1272,435,247,175,174
4996,18,41,88,155,223,144,68,34,18,9
4997,4,3,8,24,18,17,5,3,2,7
4998,6,3,4,5,11,7,7,1,1,7
4999,3,2,8,13,21,28,8,9,5,4
5000,7,1,16,33,53,51,36,21,12,13
5001,17,12,27,79,81,69,25,12,11,3
5002,90,70,152,300,300,180,82,23,16,12
5003,43,29,74,161,120,55,21,4,8,4
5004,32,20,71,143,135,57,18,6,5,4
5005,9,1,12,35,66,90,40,33,23,18
5006,9,3,11,31,62,95,43,29,20,20
5007,5,6,4,10,18,32,13,15,7,13
5008,5,0,1,15,35,44,25,11,6,17
5009,7,2,9,41,64,71,20,22,11,11
5010,9,2,20,47,74,92,42,23,17,16
5011,10,1,3,7,7,16,7,13,15,14
5012,84,54,96,265,378,320,142,96,77,74
5013,41,17,42,89,138,162,95,50,32,35
5014,352,256,556,902,806,470,198,106,54,71
5015,146,94,159,278,312,239,114,60,38,57
5016,5,1,6,10,15,15,7,7,3,6
5017,7,9,19,20,36,30,15,10,2,9
5018,194,236,473,1076,1059,743,362,215,129,69
5019,5973,12974,16396,9282,3277,1196,372,125,61,86
5020,13,16,43,106,148,102,23,26,22,17
5021,306,235,444,882,1091,717,314,145,99,108
5022,553,401,795,807,364,138,34,25,7,30
5023,18144,18185,18177,8221,2334,877,299,109,59,614
5024,6,0,4,5,6,5,3,2,1,3
5025,420,413,693,1163,911,588,211,96,66,39
5026,19,14,30,125,222,260,151,93,50,27
5027,19,19,57,97,86,44,11,9,6,12
5028,14,9,14,23,25,16,6,6,6,5
5029,4,1,7,24,59,86,81,42,36,20
5030,27,12,16,82,164,333,216,136,67,79
5031,8,10,11,33,79,85,38,32,19,21
5032,15,8,29,97,115,76,17,18,6,4
5033,10,2,18,66,145,168,68,28,32,17
5034,2,0,3,4,3,7,5,3,1,4
5035,23,17,31,56,60,89,43,27,21,19
5036,11,4,4,27,71,97,84,58,37,26
5037,12,13,17,52,76,86,39,17,21,25
5038,5,0,3,9,4,15,4,0,2,5
5039,4,2,2,9,20,30,23,9,16,31
5040,4,4,19,49,67,68,23,20,25,15
5041,19,8,23,48,24,31,8,5,8,14
5042,15,7,33,81,77,49,29,15,14,7
5043,8,4,7,19,24,27,22,12,6,19
5044,6,3,10,21,45,80,44,32,15,26
5045,26,19,67,141,187,170,85,40,27,21
5046,37,25,44,78,95,63,32,8,9,9
5047,8,2,7,9,37,57,41,22,16,16
5048,3,1,6,22,23,37,22,14,4,8
5049,5,1,7,10,7,8,3,0,0,3
5050,3,0,1,8,9,11,2,1,1,5
5051,6,0,5,6,6,10,3,1,1,5
5052,14,11,21,39,71,104,52,39,21,21
5053,4,1,6,8,11,11,4,1,2,4
5054,7,6,4,30,35,91,36,24,14,22
5055,6,0,0,9,6,11,8,2,3,11
5056,13,8,13,61,61,33,15,6,10,4
5057,23,39,84,138,98,44,20,12,4,3
5058,96,126,349,624,493,267,89,47,36,12
5059,8,13,24,38,32,15,14,5,1,10
5060,54,88,233,569,565,332,188,91,53,25
5061,179,100,225,435,516,371,153,73,33,25
5062,7,7,15,23,32,19,11,6,5,4
5063,1221,1273,2553,3787,2744,1377,633,294,164,124
5064,46,45,116,263,299,312,185,111,41,37
5065,371,327,563,925,889,622,313,150,133,95
5066,9,1,22,49,98,131,44,32,16,16
5067,10,23,41,131,94,65,18,12,10,1
5068,132,98,142,256,354,247,131,54,40,40
5069,7,5,17,26,29,19,6,0,6,8
5070,33,35,89,159,178,72,37,4,9,7
5071,87,76,193,401,294,148,50,25,15,7
5072,1165,1537,2984,4968,3395,1811,827,407,223,158
5073,120,100,169,364,339,210,83,40,34,23
5074,81,37,102,194,216,155,78,40,28,22
5075,119,125,204,379,300,225,107,64,33,25
5076,2222,4675,7667,5415,1970,832,249,92,31,54
5077,2651,3922,8940,15587,11224,6250,2628,1124,504,323
5078,105,173,261,448,332,205,85,66,31,39
5079,8986,15804,30984,28040,10592,4461,1363,447,201,177
5080,23595,23599,43718,63545,46289,27297,15336,8387,5891,5640
5081,511,538,1329,2748,2828,1717,703,362,194,156
5082,48,67,251,578,570,311,148,88,41,23
5083,237,413,1065,1815,1530,962,579,269,157,104
5084,11,11,20,17,25,18,10,4,2,3
5085,16,4,10,31,34,24,11,4,3,7
5086,16,18,63,132,143,100,40,24,12,7
5087,73,38,100,190,275,214,104,51,42,34
5088,125,74,154,293,374,325,196,86,74,59
5089,19,29,27,29,22,7,1,6,3,2
5090,3,3,1,12,21,39,49,44,63,108
5091,48,46,149,231,169,97,23,15,10,10
5092,14,8,21,51,58,64,27,20,9,12
5093,10,1,8,12,5,10,4,6,6,5
5094,7,14,19,31,24,24,6,14,15,7
5095,3635,6195,11310,9657,4031,1967,933,419,266,253
5096,2,3,0,2,3,5,5,2,1,6
5097,5,1,1,6,3,6,6,6,3,5
5098,6,2,2,7,10,12,5,0,0,4
5099,66,45,72,136,106,68,27,11,11,23
5100,1211,1813,2327,1902,902,511,166,81,35,47
5101,8,2,3,6,7,7,6,3,4,8
5102,10150,21056,40047,34089,14038,6097,2561,906,532,415
5103,207,236,389,391,149,76,27,14,13,11
5104,251,230,483,696,396,199,57,28,19,18
5105,6445,8138,8829,4330,1316,458,112,108,28,277
5106,37,56,104,210,185,119,42,31,14,16
5107,2139,4866,9391,8446,3441,1287,429,161,72,63
5108,4041,6797,12643,14214,7033,3444,1370,480,209,148
5109,30,18,33,84,84,57,13,7,3,2
5110,27,35,86,220,159,95,36,24,6,9
5111,10,14,41,87,112,47,22,7,4,9
5112,131,144,241,406,528,403,246,136,88,34
5113,435,782,1969,3175,1855,832,282,126,72,52
5114,39072,62853,79867,41455,13164,5198,1522,564,319,351
5115,7,0,9,8,6,8,10,1,1,4
5116,4,1,4,14,19,31,13,8,5,4
5117,26,20,75,127,165,95,36,26,10,14
5118,1906,2377,5686,9953,6461,3273,1087,411,151,76
5119,8,9,14,29,23,18,2,0,0,2
5120,13,7,14,29,20,13,3,2,1,3
5121,11,3,14,21,23,16,1,2,1,2
5122,780,957,1906,3328,3719,3081,1718,869,568,383
5123,282,200,403,654,572,352,183,81,52,54
5124,2,1,4,17,20,24,15,4,3,11
5125,17409,29755,46916,33923,11246,3540,846,272,89,91
5126,144,89,233,400,441,261,119,58,25,32
5127,6,3,8,9,21,24,17,8,10,13
5128,5,3,3,6,2,7,7,2,2,5
5129,37,33,103,228,187,131,55,33,25,26
5130,2384,4405,6781,3979,1176,397,109,39,21,34
5131,2,1,3,9,16,15,15,10,12,18
5132,42,41,131,317,317,234,101,36,24,22
5133,24258,42994,62037,46353,19926,8725,4166,1596,903,734
5134,1108,774,1431,2441,1617,911,324,130,93,91
5135,10,5,17,25,25,33,18,11,3,4
5136,321,288,491,808,536,333,141,99,50,46
5137,1345,1340,2691,4249,4368,3199,1801,1043,876,749
5138,269,244,468,865,1022,638,278,169,140,104
5139,205,206,452,800,679,380,154,81,64,31
5140,161,245,648,867,376,162,40,17,9,6
5141,2972,2491,4368,4809,2976,1687,634,367,230,218
5142,4,1,5,11,10,7,7,0,3,5
5143,6,6,4,25,10,9,5,4,1,8
5144,13,13,17,23,44,28,17,4,8,1
5145,77,39,137,337,317,205,88,47,25,17
5146,51,76,129,143,119,47,13,8,5,19
5147,1096,1773,3460,3255,1269,442,147,61,29,33
5148,906,1476,3173,4310,2536,1439,749,400,209,160
5149,6575,12733,28299,37290,17540,8041,2693,994,458,310
5150,44,49,195,375,474,276,147,65,31,13
5151,10,5,23,27,42,43,28,15,4,6
5152,169,200,418,862,601,302,109,68,28,20
5153,17,23,49,92,81,36,20,7,4,3
5154,9,14,17,41,35,33,18,8,3,8
5155,9,4,7,10,19,11,2,1,1,5
5156,324,256,478,912,1273,1395,805,448,333,367
5157,30301,31128,23327,10645,3997,1850,947,419,295,688
5158,15,4,30,66,95,100,52,27,25,19
5159,53727,65750,80020,51465,19435,8446,2882,1161,679,939
5160,41,12,45,82,64,45,18,3,5,2
5161,3,1,1,10,11,7,5,1,2,7
5162,1283,1532,2896,4822,4534,2414,911,393,232,146
5163,3,3,10,41,56,65,27,15,5,7
5164,8,6,5,25,22,18,6,9,10,7
5165,13,14,27,65,122,135,105,66,63,74
5166,10,11,35,40,72,80,56,42,38,45
5167,11,7,18,39,77,111,127,77,98,106
